JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 14718.000,  1506.943,   302.025,     4.171,     0.000,     0.000,     0.000,     0.250,   126.465,  1491.100,     1.000,     0.000,     6.245,   -71.589,     0.000,   325.656,   374.414,    23.824,    -0.993,     0.000,         0.000,
 14719.000,  1455.739,   301.889,     4.158,     0.000,     0.000,     0.000,     0.250,   126.329,  1491.100,     1.000,     0.000,     6.163,   -61.376,     0.000,   340.900,   376.602,    32.049,    -6.376,     0.000,         0.000,
 14720.000,  1467.946,   301.771,     4.149,     0.000,     0.000,     0.000,     0.250,   126.211,  1491.100,     1.000,     0.000,     6.105,   -99.887,     0.000,   316.463,   377.568,    36.828,     1.955,     0.000,         0.000,
 14721.000,  1405.579,   301.639,     4.149,     0.000,     0.000,     0.000,     0.250,   126.079,  1491.100,     1.000,     0.000,     6.026,  -113.752,     0.000,   310.497,   378.757,    50.795,    -5.303,     0.000,         0.000,
 14722.000,  1410.068,   301.523,     4.151,     0.000,     0.000,     0.000,     0.250,   125.963,  1476.900,     1.000,     0.000,     6.035,   -96.708,     0.000,   329.091,   377.235,    51.603,    -3.040,     0.000,         0.000,
 14723.000,  1524.573,   301.398,     4.155,     0.000,     0.000,     0.000,     0.250,   125.838,  1476.900,     1.000,     0.000,     6.198,   -96.098,     0.000,   315.749,   373.453,    29.059,     9.335,     0.000,         0.000,
 14724.000,  1476.271,   301.268,     4.158,     0.000,     0.000,     0.000,     0.250,   125.708,  1476.900,     1.000,     0.000,     6.224,  -178.890,     0.000,   277.359,   374.639,    68.656,    12.954,     0.000,         0.000,
 14725.000,   936.505,   301.125,     4.153,     0.000,     0.000,     0.000,     0.250,   125.565,  1476.900,     1.000,     0.000,     6.242,  -146.182,     0.000,   297.628,   379.318,    66.514,    -2.023,     0.000,         0.000,
 14726.000,  1197.030,   300.975,     4.152,     0.000,     0.000,     0.000,     0.250,   125.415,  1476.900,     1.000,     0.000,     6.379,  -134.588,     0.000,   312.564,   382.572,    68.894,    -4.315,     0.000,         0.000,
 14727.000,  1308.689,   300.823,     4.149,     0.000,     0.000,     0.000,     0.250,   125.263,  1476.900,     1.000,     0.000,     6.368,   -95.976,     0.000,   341.269,   384.164,    63.775,   -10.695,     0.000,         0.000,
 14728.000,  1264.224,   300.678,     4.152,     0.000,     0.000,     0.000,     0.250,   125.118,  1476.900,     1.000,     0.000,     6.314,   -91.470,     0.000,   342.404,   383.338,    60.326,    -9.790,     0.000,         0.000,
 14729.000,   273.544,   300.525,     4.156,     0.000,     0.000,     0.000,     0.250,   124.965,  1476.900,     1.000,     0.000,     6.488,  -239.311,     0.000,   279.290,   381.209,   119.304,    18.088,     0.000,         0.000,
 14730.000,    52.250,   300.368,     4.168,     0.000,     0.000,     0.000,     0.250,   124.808,  1476.900,     1.000,     0.000,     6.802,  -267.755,     0.000,   283.074,   382.610,   150.108,    18.111,     0.000,         0.000,
 14731.000,    60.884,   300.205,     4.157,     0.000,     0.000,     0.000,     0.250,   124.645,  1476.900,     1.000,     0.000,     6.613,  -197.473,     0.000,   299.835,   383.241,   113.846,     0.221,     0.000,         0.000,
 14732.000,   579.899,   300.043,     4.148,     0.000,     0.000,     0.000,     0.250,   124.483,  1465.700,     1.000,     0.000,     6.496,  -134.494,     0.000,   328.049,   385.584,    97.655,   -20.697,     0.000,         0.000,
 14733.000,  1086.915,   299.879,     4.147,     0.000,     0.000,     0.000,     0.250,   124.319,  1465.700,     1.000,     0.000,     6.588,  -131.862,     0.000,   330.021,   387.919,    95.909,   -21.944,     0.000,         0.000,
 14734.000,   994.466,   299.712,     4.148,     0.000,     0.000,     0.000,     0.250,   124.152,  1465.700,     1.000,     0.000,     6.703,  -127.576,     0.000,   340.380,   391.524,   102.226,   -25.794,     0.000,         0.000,
 14735.000,  1139.625,   299.518,     4.153,     0.000,     0.000,     0.000,     0.250,   123.958,  1465.700,     1.000,     0.000,     6.675,  -118.642,     0.000,   343.264,   395.891,    85.172,   -19.156,     0.000,         0.000,
 14736.000,   164.922,   299.348,     4.155,     0.000,     0.000,     0.000,     0.250,   123.788,  1465.700,     1.000,     0.000,     6.526,   -96.485,     0.000,   357.602,   395.851,    82.353,   -24.116,     0.000,         0.000,
 14737.000,  1148.660,   299.143,     4.166,     0.000,     0.000,     0.000,     0.250,   123.583,  1465.700,     1.000,     0.000,     6.750,  -224.805,     0.000,   310.081,   393.444,   139.837,     1.606,     0.000,         0.000,
 14738.000,  1019.918,   298.919,     4.158,     0.000,     0.000,     0.000,     0.250,   123.359,  1465.700,     1.000,     0.000,     6.944,  -255.894,     0.000,   302.297,   393.308,   156.655,     8.228,     0.000,         0.000,
 14739.000,   459.238,   298.693,     4.145,     0.000,     0.000,     0.000,     0.250,   123.133,  1465.700,     1.000,     0.000,     6.772,  -201.099,     0.000,   312.050,   393.509,   119.861,    -0.220,     0.000,         0.000,
 14740.000,  1123.968,   298.475,     4.145,     0.000,     0.000,     0.000,     0.250,   122.915,  1455.700,     1.000,     0.000,     6.612,  -162.851,     0.000,   329.597,   395.701,    99.275,    -2.528,     0.000,         0.000,
 14741.000,  1167.109,   298.282,     4.152,     0.000,     0.000,     0.000,     0.250,   122.722,  1455.700,     1.000,     0.000,     6.614,  -186.922,     0.000,   301.040,   393.785,    83.940,    10.236,     0.000,         0.000,
