JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 16711.000,  1113.672,   309.064,     5.199,     0.000,     0.000,     0.000,     0.250,   133.504,  1569.300,     1.000,     0.000,     4.265,    57.196,     0.000,   332.855,   330.773,    35.711,   -90.824,     0.000,         0.000,
 16712.000,  2163.012,   309.034,     5.878,     0.000,     0.000,     0.000,     0.250,   133.474,  1553.500,     1.000,     0.000,     4.557,    62.180,     0.000,   339.655,   334.030,    15.236,   -71.792,     0.000,         0.000,
 16713.000,   745.210,   309.007,     6.621,     0.000,     0.000,     0.000,     0.250,   133.447,  1553.500,     1.000,     0.000,     4.678,   -11.985,     0.000,   304.962,   337.596,    38.515,   -59.163,     0.000,         0.000,
 16714.000,   687.833,   308.992,     5.996,     0.000,     0.000,     0.000,     0.250,   133.432,  1553.500,     1.000,     0.000,     4.717,     8.090,     0.000,   331.197,   334.588,    55.660,   -67.141,     0.000,         0.000,
 16715.000,  1021.018,   309.010,     5.766,     0.000,     0.000,     0.000,     0.250,   133.450,  1553.500,     1.000,     0.000,     4.765,    -4.694,     0.000,   317.940,   333.465,    37.874,   -48.706,     0.000,         0.000,
 16716.000,   643.434,   308.993,     6.636,     0.000,     0.000,     0.000,     0.250,   133.433,  1553.500,     1.000,     0.000,     4.941,   -13.583,     0.000,   308.827,   337.647,    29.971,   -45.208,     0.000,         0.000,
 16717.000,  1635.216,   308.958,     7.360,     0.000,     0.000,     0.000,     0.250,   133.398,  1553.500,     1.000,     0.000,     4.951,   -21.175,     0.000,   310.964,   341.154,    33.101,   -42.116,     0.000,         0.000,
 16718.000,  1683.203,   308.947,     8.366,     0.000,     0.000,     0.000,     0.250,   133.387,  1553.500,     1.000,     0.000,     4.860,   -32.422,     0.000,   313.514,   346.137,    36.284,   -36.485,     0.000,         0.000,
 16719.000,  1008.775,   308.941,     8.502,     0.000,     0.000,     0.000,     0.250,   133.381,  1553.500,     1.000,     0.000,     4.706,   -14.937,     0.000,   317.547,   346.781,    29.608,   -43.905,     0.000,         0.000,
 16720.000,  1435.609,   308.934,     7.624,     0.000,     0.000,     0.000,     0.250,   133.374,  1553.500,     1.000,     0.000,     4.534,    22.809,     0.000,   328.382,   342.597,    22.657,   -59.681,     0.000,         0.000,
 16721.000,  1663.091,   308.941,     6.492,     0.000,     0.000,     0.000,     0.250,   133.381,  1553.500,     1.000,     0.000,     4.473,   -28.669,     0.000,   289.900,   336.867,    13.285,   -31.582,     0.000,         0.000,
 16722.000,   165.994,   308.954,     7.002,     0.000,     0.000,     0.000,     0.250,   133.394,  1553.500,     1.000,     0.000,     5.005,   -36.580,     0.000,   302.253,   339.409,    59.758,   -60.333,     0.000,         0.000,
 16723.000,  1231.016,   308.959,     8.330,     0.000,     0.000,     0.000,     0.250,   133.399,  1553.500,     1.000,     0.000,     5.191,   -22.504,     0.000,   321.453,   345.892,    53.513,   -55.448,     0.000,         0.000,
 16724.000,  1805.052,   308.949,     9.133,     0.000,     0.000,     0.000,     0.250,   133.389,  1553.500,     1.000,     0.000,     5.252,   -25.050,     0.000,   324.477,   349.868,    44.996,   -45.337,     0.000,         0.000,
 16725.000,   498.457,   308.937,     9.629,     0.000,     0.000,     0.000,     0.250,   133.377,  1553.500,     1.000,     0.000,     5.126,    10.236,     0.000,   339.725,   352.328,    18.319,   -41.158,     0.000,         0.000,
 16726.000,  1358.916,   308.947,     9.212,     0.000,     0.000,     0.000,     0.250,   133.387,  1553.500,     1.000,     0.000,     4.890,   -37.152,     0.000,   310.832,   350.261,    34.823,   -37.099,     0.000,         0.000,
 16727.000,   619.109,   308.950,     9.767,     0.000,     0.000,     0.000,     0.250,   133.390,  1553.500,     1.000,     0.000,     5.158,   -21.972,     0.000,   322.217,   353.014,    33.463,   -42.288,     0.000,         0.000,
 16728.000,  1639.821,   308.933,    10.277,     0.000,     0.000,     0.000,     0.250,   133.373,  1553.500,     1.000,     0.000,     5.424,   -63.777,     0.000,   320.275,   355.547,    76.356,   -47.850,     0.000,         0.000,
 16729.000,  1180.503,   308.929,    10.332,     0.000,     0.000,     0.000,     0.250,   133.369,  1553.500,     1.000,     0.000,     5.507,   -30.083,     0.000,   341.809,   355.855,    47.970,   -31.933,     0.000,         0.000,
 16730.000,   314.561,   308.948,    10.660,     0.000,     0.000,     0.000,     0.250,   133.388,  1553.500,     1.000,     0.000,     5.285,   -62.851,     0.000,   309.500,   357.494,    44.213,   -29.356,     0.000,         0.000,
 16731.000,  1592.587,   308.947,    10.653,     0.000,     0.000,     0.000,     0.250,   133.387,  1553.500,     1.000,     0.000,     5.495,  -168.165,     0.000,   274.264,   357.467,    90.518,    -5.556,     0.000,         0.000,
 16732.000,  1376.458,   308.936,    10.503,     0.000,     0.000,     0.000,     0.250,   133.376,  1553.500,     1.000,     0.000,     5.461,  -118.500,     0.000,   304.192,   356.717,    77.324,   -11.349,     0.000,         0.000,
 16733.000,  1825.556,   308.933,    10.476,     0.000,     0.000,     0.000,     0.250,   133.373,  1553.500,     1.000,     0.000,     5.434,  -133.168,     0.000,   282.068,   356.606,    66.536,    -7.906,     0.000,         0.000,
 16734.000,  1676.459,   308.897,    10.257,     0.000,     0.000,     0.000,     0.250,   133.337,  1553.500,     1.000,     0.000,     5.314,  -120.141,     0.000,   283.846,   355.537,    58.557,   -10.106,     0.000,         0.000,
 16735.000,  1875.681,   308.868,    10.169,     0.000,     0.000,     0.000,     0.250,   133.308,  1553.500,     1.000,     0.000,     5.459,   -70.330,     0.000,   306.880,   355.074,    42.888,   -20.753,     0.000,         0.000,
