JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 22773.000,  1194.701,   324.565,     7.671,     0.000,     0.000,     0.000,     0.250,   149.005,  1791.100,     1.000,     0.000,     8.607,  -162.875,     0.000,   312.870,   383.324,   104.606,   -12.185,     0.000,         0.000,
 22774.000,  1213.658,   324.572,     7.669,     0.000,     0.000,     0.000,     0.250,   149.012,  1791.100,     1.000,     0.000,     8.629,  -126.440,     0.000,   330.973,   386.019,    86.059,   -14.666,     0.000,         0.000,
 22775.000,  1171.830,   324.537,     7.687,     0.000,     0.000,     0.000,     0.250,   148.977,  1791.100,     1.000,     0.000,     8.640,  -108.354,     0.000,   336.076,   389.278,    74.733,   -19.581,     0.000,         0.000,
 22776.000,   804.605,   324.508,     7.743,     0.000,     0.000,     0.000,     0.250,   148.948,  1791.100,     1.000,     0.000,     8.724,  -187.612,     0.000,   315.123,   390.837,   117.989,    -6.090,     0.000,         0.000,
 22777.000,   878.603,   324.483,     7.735,     0.000,     0.000,     0.000,     0.250,   148.923,  1791.100,     1.000,     0.000,     8.796,  -210.478,     0.000,   318.912,   392.728,   144.582,    -7.920,     0.000,         0.000,
 22778.000,  1065.993,   324.441,     7.657,     0.000,     0.000,     0.000,     0.250,   148.881,  1791.100,     1.000,     0.000,     8.751,  -167.230,     0.000,   322.199,   394.737,   101.346,    -6.654,     0.000,         0.000,
 22779.000,  1016.268,   324.389,     7.645,     0.000,     0.000,     0.000,     0.250,   148.829,  1791.100,     1.000,     0.000,     8.787,  -147.385,     0.000,   335.692,   397.606,    97.640,   -12.169,     0.000,         0.000,
 22780.000,  1012.006,   324.352,     7.697,     0.000,     0.000,     0.000,     0.250,   148.792,  1791.100,     1.000,     0.000,     8.845,  -149.926,     0.000,   340.253,   399.432,   101.405,   -10.658,     0.000,         0.000,
 22781.000,  1019.528,   324.320,     7.706,     0.000,     0.000,     0.000,     0.250,   148.760,  1791.100,     1.000,     0.000,     8.827,  -165.168,     0.000,   321.318,   399.636,    86.517,     0.333,     0.000,         0.000,
 22782.000,  1000.490,   324.276,     7.699,     0.000,     0.000,     0.000,     0.250,   148.716,  1791.100,     1.000,     0.000,     8.881,  -114.902,     0.000,   345.883,   401.662,    71.671,   -12.548,     0.000,         0.000,
 22783.000,   981.709,   324.214,     7.674,     0.000,     0.000,     0.000,     0.250,   148.654,  1791.100,     1.000,     0.000,     8.868,  -111.680,     0.000,   369.130,   402.959,    87.314,    -9.462,     0.000,         0.000,
 22784.000,   973.814,   324.132,     7.710,     0.000,     0.000,     0.000,     0.250,   148.572,  1791.100,     1.000,     0.000,     8.932,  -240.730,     0.000,   312.037,   403.012,   135.455,    14.299,     0.000,         0.000,
 22785.000,   979.934,   324.048,     7.710,     0.000,     0.000,     0.000,     0.250,   148.488,  1765.900,     1.000,     0.000,     8.967,  -208.332,     0.000,   329.314,   403.908,   130.695,     3.042,     0.000,         0.000,
 22786.000,   959.145,   323.954,     7.683,     0.000,     0.000,     0.000,     0.250,   148.394,  1765.900,     1.000,     0.000,     8.915,  -159.162,     0.000,   341.796,   404.813,   102.122,    -5.977,     0.000,         0.000,
