"date","storage (MAF)"
1996-07-23,3.93487421857556
1996-07-24,3.92153574244447
1996-07-25,3.90689723869176
1996-07-26,3.89362025311392
1996-07-27,3.87931399717559
1996-07-28,3.86108348375624
1996-07-29,3.84431155889819
1996-07-30,3.82959853851558
1996-07-31,3.81492225471299
1996-08-01,3.79967352686156
1996-08-02,3.78541947923857
1996-08-03,3.77024798817114
1996-08-04,3.75658455560778
1996-08-05,3.74407393954425
1996-08-06,3.73124673374378
1996-08-07,3.71441741207174
1996-08-08,3.69883501200859
1996-08-09,3.68261374071504
1996-08-10,3.66907527947062
1996-08-11,3.64887179596026
1996-08-12,3.63051541417316
1996-08-13,3.61415671521389
1996-08-14,3.59902254045589
1996-08-15,3.58376330218543
1996-08-16,3.56821350410106
1996-08-17,3.55254257257777
1996-08-18,3.53957422307545
1996-08-19,3.52622370984632
1996-08-20,3.51166829148866
1996-08-21,3.49723588377871
1996-08-22,3.48070875854623
1996-08-23,3.46701740916157
1996-08-24,3.4526274036388
1996-08-25,3.43550966715061
1996-08-26,3.42015129096334
1996-08-27,3.4064557627094
1996-08-28,3.39336142785557
1996-08-29,3.38199171045994
1996-08-30,3.37386286673786
1996-08-31,3.36422164307885
1996-09-01,3.35003427614266
1996-09-02,3.33692438471533
1996-09-03,3.32743306897864
1996-09-04,3.32002817640075
1996-09-05,3.31334920051719
1996-09-06,3.30921909546748
1996-09-07,3.30096922353854
1996-09-08,3.29217916836597
1996-09-09,3.28348366963498
1996-09-10,3.27535539315927
1996-09-11,3.26873655562578
1996-09-12,3.26299177476951
1996-09-13,3.25709660073654
1996-09-14,3.25175780105875
1996-09-15,3.24470075758474
1996-09-16,3.23702814685797
1996-09-17,3.2303831105364
1996-09-18,3.22366920696252
1996-09-19,3.21774379409243
1996-09-20,3.21299308754256
1996-09-21,3.20708081669662
1996-09-22,3.19869174741857
1996-09-23,3.19202210800251
1996-09-24,3.18683234825359
1996-09-25,3.18211225350707
1996-09-26,3.17747415635616
1996-09-27,3.17299499375344
1996-09-28,3.16921416637914
1996-09-29,3.16366416872956
1996-09-30,3.15912115341867
1996-10-01,3.15673591107407
1996-10-02,3.15665899120382
1996-10-03,3.15565908280472
1996-10-04,3.15565908280472
1996-10-05,3.15604363330133
1996-10-06,3.15404431979404
1996-10-07,3.15412120244154
1996-10-08,3.15327556237358
1996-10-09,3.151661580382
1996-10-10,3.15189211535199
1996-10-11,3.15381367938507
1996-10-12,3.15473630882637
1996-10-13,3.15412120244154
1996-10-14,3.15281436818051
1996-10-15,3.15266064682485
1996-10-16,3.15350617641723
1996-10-17,3.15450563451406
1996-10-18,3.15504389215766
1996-10-19,3.1541980863447
1996-10-20,3.15235321917519
1996-10-21,3.14989455463612
1996-10-22,3.14828181768621
1996-10-23,3.14835860610575
1996-10-24,3.1477443699098
1996-10-25,3.14582536113661
1996-10-26,3.1433701402543
1996-10-27,3.14191299501003
1996-10-28,3.14037962801217
1996-10-29,3.141299584943
1996-10-30,3.14152959311992
1996-10-31,3.13953647466818
1996-11-01,3.13976640087358
1996-11-02,3.13739095744957
1996-11-03,3.1356293389074
1996-11-04,3.13180190069536
1996-11-05,3.12966005371685
1996-11-06,3.12774849481659
1996-11-07,3.12576128305529
1996-11-08,3.12117859150792
1996-11-09,3.11652405499177
1996-11-10,3.11484658260504
1996-11-11,3.11507530785213
1996-11-12,3.11156966089403
1996-11-13,3.10806659089369
1996-11-14,3.1061638705297
1996-11-15,3.10471829060605
1996-11-16,3.10350132074179
1996-11-17,3.10456614625043
1996-11-18,3.11599027757463
1996-11-19,3.14152959311992
1996-11-20,3.16697801306724
1996-11-21,3.18652269622999
1996-11-22,3.20272907290759
1996-11-23,3.218289261274
1996-11-24,3.22694691021434
1996-11-25,3.23194580269899
1996-11-26,3.23538557370436
1996-11-27,3.23655879492351
1996-11-28,3.2372628496985
1996-11-29,3.23890601840614
1996-11-30,3.24039315626159
1996-12-01,3.24133267587721
1996-12-02,3.24101948948655
1996-12-03,3.24219407478133
1996-12-04,3.25011021646313
1996-12-05,3.26055419720442
1996-12-06,3.26739812065589
1996-12-07,3.28229910173301
1996-12-08,3.31319029129853
1996-12-09,3.38884280636112
1996-12-10,3.49336659332712
1996-12-11,3.54447516507432
1996-12-12,3.54755096746915
1996-12-13,3.54106894150728
1996-12-14,3.53550742162472
1996-12-15,3.51265941461444
1996-12-16,3.49484810718473
1996-12-17,3.48062666616813
1996-12-18,3.46660804828672
1996-12-19,3.45483236117262
1996-12-20,3.44283893130551
1996-12-21,3.43193022313158
1996-12-22,3.41901531419097
1996-12-23,3.40783176156949
1996-12-24,3.39828804125709
1996-12-25,3.39223136162429
1996-12-26,3.39158572098105
1996-12-27,3.39950025941122
1996-12-28,3.41755515026908
1996-12-29,3.48177607834908
1996-12-30,3.58351213949547
1996-12-31,3.76393109609508
1997-01-01,4.09712897723632
1997-01-02,4.41137111685313
1997-01-03,4.51330210205018
1997-01-04,4.5108743897
1997-01-05,4.46422777590799
1997-01-06,4.41817221835244
1997-01-07,4.3954001148564
1997-01-08,4.35378006552391
1997-01-09,4.29996189628873
1997-01-10,4.24451013952438
1997-01-11,4.17932796228194
1997-01-12,4.11139742821891
1997-01-13,4.03638916947463
1997-01-14,3.95663403017228
1997-01-15,3.87552239352148
1997-01-16,3.79949948610507
1997-01-17,3.73606430472464
1997-01-18,3.69123076700835
1997-01-19,3.64887179596027
1997-01-20,3.60910728288561
1997-01-21,3.58845383509339
1997-01-22,3.56354072193077
1997-01-23,3.52879166051312
1997-01-24,3.49525971416233
1997-01-25,3.45826416470814
1997-01-26,3.4783286098119
1997-01-27,3.53053195677276
1997-01-28,3.56612693278455
1997-01-29,3.58083380402334
1997-01-30,3.57330817511015
1997-01-31,3.55570636465542
1997-02-01,3.53774792242525
1997-02-02,3.52390535492412
1997-02-03,3.52076066241631
1997-02-04,3.52216726419314
1997-02-05,3.5179485971034
1997-02-06,3.5027566877063
1997-02-07,3.48843127903017
1997-02-08,3.46963808816596
1997-02-09,3.45761031217528
1997-02-10,3.44993373047288
1997-02-11,3.44316491631962
1997-02-12,3.44088345064437
1997-02-13,3.44422450896137
1997-02-14,3.45009694351473
1997-02-15,3.46088040257301
1997-02-16,3.47316172343584
1997-02-17,3.48580103847945
1997-02-18,3.49797714205316
1997-02-19,3.50985172332658
1997-02-20,3.52431927138609
1997-02-21,3.53874400767296
1997-02-22,3.55112780504064
1997-02-23,3.56070568099825
1997-02-24,3.57005036434263
1997-02-25,3.57849136042573
1997-02-26,3.5897947413285
1997-02-27,3.60070202295635
1997-02-28,3.60994852809506
1997-03-01,3.61963224399928
1997-03-02,3.63034651693272
1997-03-03,3.64065880911781
1997-03-04,3.64912600168377
1997-03-05,3.6586247542318
1997-03-06,3.66694959072376
1997-03-07,3.67486127767193
1997-03-08,3.68269899260787
1997-03-09,3.68918195198083
1997-03-10,3.69396368858615
1997-03-11,3.69960455551722
1997-03-12,3.70619274371814
1997-03-13,3.71218871174033
1997-03-14,3.71896326018243
1997-03-15,3.72480102995895
1997-03-16,3.73262276570298
1997-03-17,3.74174740103135
1997-03-18,3.7514044276432
1997-03-19,3.75874432605855
1997-03-20,3.76618015240246
1997-03-21,3.7747519242498
1997-03-22,3.78324968199447
1997-03-23,3.79063031269381
1997-03-24,3.79645461582104
1997-03-25,3.80219770300812
1997-03-26,3.80916662344619
1997-03-27,3.81509675629921
1997-03-28,3.82042155589236
1997-03-29,3.82662537307055
1997-03-30,3.83327334966161
1997-03-31,3.83861466428541
1997-04-01,3.84369778295977
1997-04-02,3.84904854544412
1997-04-03,3.85370150041308
1997-04-04,3.85923712700513
1997-04-05,3.86460194152218
1997-04-06,3.86961934165385
1997-04-07,3.87367155465264
1997-04-08,3.87940220263557
1997-04-09,3.88416723004487
1997-04-10,3.88805265076729
1997-04-11,3.89087999377598
1997-04-12,3.89308978273541
1997-04-13,3.89512350693914
1997-04-14,3.89645021970377
1997-04-15,3.89671559739394
1997-04-16,3.89786570272765
1997-04-17,3.8987505487966
1997-04-18,3.90255686981191
1997-04-19,3.90751754645901
1997-04-20,3.91301448462113
1997-04-21,3.92162456866425
1997-04-22,3.9324711318824
1997-04-23,3.94351535680221
1997-04-24,3.95199019639749
1997-04-25,3.95949352323117
1997-04-26,3.96646912101972
1997-04-27,3.96978082742383
1997-04-28,3.97479652904624
1997-04-29,3.978560983885
1997-04-30,3.978560983885
1997-05-01,3.98071313178986
1997-05-02,3.9833146441197
1997-05-03,3.98555820574964
1997-05-04,3.98762300094486
1997-05-05,3.99085623663178
1997-05-06,3.99373164010611
1997-05-07,3.9951698416831
1997-05-08,3.99427092664731
1997-05-09,3.99346201440808
1997-05-10,3.99022741979791
1997-05-11,3.98367355931263
1997-05-12,3.9767680999958
1997-05-13,3.97228816802527
1997-05-14,3.96879607994063
1997-05-15,3.96441139077064
1997-05-16,3.95976166903397
1997-05-17,3.95413306699644
1997-05-18,3.94645791706211
1997-05-19,3.9396832381724
1997-05-20,3.93594256163796
1997-05-21,3.93211519972677
1997-05-22,3.92642311710535
1997-05-23,3.92295711812793
1997-05-24,3.92349021990132
1997-05-25,3.91958189486242
1997-05-26,3.91248230423141
1997-05-27,3.90627699469208
1997-05-28,3.89954702152636
1997-05-29,3.8934434244489
1997-05-30,3.89008466886175
1997-05-31,3.88549152223956
1997-06-01,3.88046076966414
1997-06-02,3.87464097010174
1997-06-03,3.87094041287863
1997-06-04,3.86785836885151
1997-06-05,3.86592190002768
1997-06-06,3.86055589469064
1997-06-07,3.85466766616976
1997-06-08,3.84843427753492
1997-06-09,3.84080512682975
1997-06-10,3.83388604140848
1997-06-11,3.82583861055176
1997-06-12,3.81605660809571
1997-06-13,3.80524558053717
1997-06-14,3.79349826893672
1997-06-15,3.77778540218677
1997-06-16,3.75857151446816
1997-06-17,3.74252280835742
1997-06-18,3.72712063904119
1997-06-19,3.71193161070048
1997-06-20,3.69669794518425
1997-06-21,3.68329579237158
1997-06-22,3.6686500764928
1997-06-23,3.65183826037209
1997-06-24,3.63516213571729
1997-06-25,3.62131813298443
1997-06-26,3.60666841119097
1997-06-27,3.59256141858309
1997-06-28,3.5746452892922
1997-06-29,3.55412423190221
1997-06-30,3.53924212116607
1997-07-01,3.52448484716079
1997-07-02,3.50795326308881
1997-07-03,3.49311971562502
1997-07-04,3.47865684090339
1997-07-05,3.45998092135436
1997-07-06,3.43901013838707
1997-07-07,3.42120630960482
1997-07-08,3.40799365737444
1997-07-09,3.39336142785557
1997-07-10,3.37675882367481
1997-07-11,3.35988907427109
1997-07-12,3.34187655634389
1997-07-13,3.32233602758669
1997-07-14,3.30509244531527
1997-07-15,3.28830384018551
1997-07-16,3.27172974047296
1997-07-17,3.25513315196875
1997-07-18,3.23937558883797
1997-07-19,3.22164126808517
1997-07-20,3.20218538846787
1997-07-21,3.1849747048498
1997-07-22,3.16913703699348
1997-07-23,3.1521995128808
1997-07-24,3.13555275980099
1997-07-25,3.11873628390658
1997-07-26,3.10091639204998
1997-07-27,3.08104675143273
1997-07-28,3.0654843833991
1997-07-29,3.05012517814855
1997-07-30,3.03661676381073
1997-07-31,3.02322284371148
1997-08-01,3.00815607753897
1997-08-02,2.99158289644413
1997-08-03,2.9728547796885
1997-08-04,2.95244143332245
1997-08-05,2.93534504298806
1997-08-06,2.91940999668837
1997-08-07,2.90382486111749
1997-08-08,2.88713816860724
1997-08-09,2.86957995621568
1997-08-10,2.85230986234773
1997-08-11,2.83604141355466
1997-08-12,2.82190257798045
1997-08-13,2.8079543086516
1997-08-14,2.79377153560425
1997-08-15,2.78034353340243
1997-08-16,2.7670307969746
1997-08-17,2.75207948539677
1997-08-18,2.73983749689699
1997-08-19,2.73034972257711
1997-08-20,2.72199679081589
1997-08-21,2.71366178936432
1997-08-22,2.70492903465409
1997-08-23,2.69552627243386
1997-08-24,2.6840110927378
1997-08-25,2.67465761702153
1997-08-26,2.66704101557348
1997-08-27,2.6610130010669
1997-08-28,2.65437992138175
1997-08-29,2.64844010149885
1997-08-30,2.64141994615127
1997-08-31,2.63183072395242
1997-09-01,2.62226634955225
1997-09-02,2.61123763467294
1997-09-03,2.60300398003212
1997-09-04,2.59667222503725
1997-09-05,2.59021652367631
1997-09-06,2.57834240507818
1997-09-07,2.55996542445626
1997-09-08,2.54452835323704
1997-09-09,2.53590438224593
1997-09-10,2.5286893218886
1997-09-11,2.52142038699713
1997-09-12,2.51245268595053
1997-09-13,2.50495186077967
1997-09-14,2.49451408294923
1997-09-15,2.48652577952383
1997-09-16,2.48136177841158
1997-09-17,2.47470359811093
1997-09-18,2.46805758153035
1997-09-19,2.46161920523974
1997-09-20,2.45499780181151
1997-09-21,2.44651122693031
1997-09-22,2.43927038349362
1997-09-23,2.43365724835553
1997-09-24,2.42882462905433
1997-09-25,2.42181268965231
1997-09-26,2.41577826943807
1997-09-27,2.40988020372727
1997-09-28,2.40233182742578
1997-09-29,2.39263131324828
1997-09-30,2.38327583477135
1997-10-01,2.37813166563811
1997-10-02,2.37350132000045
1997-10-03,2.36976466869782
1997-10-04,2.3663473766822
1997-10-05,2.3631259745143
1997-10-06,2.36028531518736
1997-10-07,2.3591499951207
1997-10-08,2.35952839315633
1997-10-09,2.35889747431547
1997-10-10,2.3608533271229
1997-10-11,2.36116895378978
1997-10-12,2.35870830517891
1997-10-13,2.35744772356802
1997-10-14,2.35700646062972
1997-10-15,2.35700646062972
1997-10-16,2.35637559795814
1997-10-17,2.35933918889015
1997-10-18,2.36306290694937
1997-10-19,2.36514686693608
1997-10-20,2.36976466869782
1997-10-21,2.37464273187016
1997-10-22,2.37743403276973
1997-10-23,2.3820681842283
1997-10-24,2.39014655325247
1997-10-25,2.39046493936097
1997-10-26,2.38562811578645
1997-10-27,2.38111534622008
1997-10-28,2.38009969122601
1997-10-29,2.38054372631918
1997-10-30,2.38143301222056
1997-10-31,2.38219530865098
1997-11-01,2.38308531246387
1997-11-02,2.38448324135118
1997-11-03,2.3876006782884
1997-11-04,2.39103821233642
1997-11-05,2.39320517303364
1997-11-06,2.39403351929126
1997-11-07,2.394415831122
1997-11-08,2.3965201672934
1997-11-09,2.3979878498105
1997-11-10,2.3982430529
1997-11-11,2.40041475211905
1997-11-12,2.40214002655728
1997-11-13,2.40507983263154
1997-11-14,2.4076397351568
1997-11-15,2.41173790426941
1997-11-16,2.42187697820882
1997-11-17,2.43275432516488
1997-11-18,2.43843154913935
1997-11-19,2.45084841877247
1997-11-20,2.46857849275619
1997-11-21,2.48123110170608
1997-11-22,2.48776893791317
1997-11-23,2.49471076851036
1997-11-24,2.50324288660042
1997-11-25,2.51680189668168
1997-11-26,2.53530801036874
1997-11-27,2.55536779928769
1997-11-28,2.57144932648054
1997-11-29,2.58209529181581
1997-11-30,2.59135896881336
1997-12-01,2.59902865578743
1997-12-02,2.60536422382632
1997-12-03,2.61225124279079
1997-12-04,2.6197601169792
1997-12-05,2.62721487003259
1997-12-06,2.63359719774446
1997-12-07,2.64543962545735
1997-12-08,2.66251911264815
1997-12-09,2.67452021822768
1997-12-10,2.68332251890847
1997-12-11,2.68841994107706
1997-12-12,2.69214390120885
1997-12-13,2.69877324934482
1997-12-14,2.70749146499896
1997-12-15,2.71706313903943
1997-12-16,2.72352682506517
1997-12-17,2.73153449815783
1997-12-18,2.7392090565
1997-12-19,2.73795231157162
1997-12-20,2.73676552653149
1997-12-21,2.74130440853479
1997-12-22,2.74766776679662
1997-12-23,2.75186926490222
1997-12-24,2.75712678016126
1997-12-25,2.76070603589662
1997-12-26,2.76316438646394
1997-12-27,2.76548373389545
1997-12-28,2.76632755824047
1997-12-29,2.76949314735631
1997-12-30,2.77216798285151
1997-12-31,2.77526750385879
1998-01-01,2.78041410601932
1998-01-02,2.79200183618602
1998-01-03,2.81599014316553
1998-01-04,2.84857780021776
1998-01-05,2.875352414642
1998-01-06,2.89496561530711
1998-01-07,2.91357717572605
1998-01-08,2.92934397979976
1998-01-09,2.9440678404795
1998-01-10,2.95619264730905
1998-01-11,2.97551489590043
1998-01-12,3.0234470040776
1998-01-13,3.08377189715447
1998-01-14,3.14651612479837
1998-01-15,3.21641934749889
1998-01-16,3.28553759304549
1998-01-17,3.34659366928758
1998-01-18,3.41933986196644
1998-01-19,3.49237915326458
1998-01-20,3.54339490415537
1998-01-21,3.57289039570329
1998-01-22,3.56487538315701
1998-01-23,3.54098589043993
1998-01-24,3.50927385758494
1998-01-25,3.47676979730073
1998-01-26,3.46407073540558
1998-01-27,3.46783622835812
1998-01-28,3.46963808816596
1998-01-29,3.46865517752731
1998-01-30,3.48120134024889
1998-01-31,3.46816379242617
1998-02-01,3.46431622730349
1998-02-02,3.50902622052518
1998-02-03,3.6134831856501
1998-02-04,3.71227441469343
1998-02-05,3.73597824084532
1998-02-06,3.8299484216081
1998-02-07,3.9435153568022
1998-02-08,4.03548430515742
1998-02-09,4.06305036590747
1998-02-10,4.02834045403898
1998-02-11,3.993012664278
1998-02-12,3.95985105357125
1998-02-13,3.93460716209193
1998-02-14,3.91567608931721
1998-02-15,3.91532114101904
1998-02-16,3.89087999377599
1998-02-17,3.8475568625779
1998-02-18,3.79732441602587
1998-02-19,3.76695887699772
1998-02-20,3.80489717096466
1998-02-21,3.81562029229891
1998-02-22,3.86486590979746
1998-02-23,3.83931552379449
1998-02-24,3.84782007339923
1998-02-25,3.81466051209648
1998-02-26,3.76332573134714
1998-02-27,3.70799086355954
1998-02-28,3.66728964613067
1998-03-01,3.61558824331155
1998-03-02,3.56195624755268
1998-03-03,3.51894091744845
1998-03-04,3.48703379689635
1998-03-05,3.45662968843819
1998-03-06,3.43437048644477
1998-03-07,3.41666314134614
1998-03-08,3.40410928517778
1998-03-09,3.39659145142959
1998-03-10,3.39594531249847
1998-03-11,3.39158572098104
1998-03-12,3.39102090944504
1998-03-13,3.39731849355962
1998-03-14,3.41034178680112
1998-03-15,3.43022271806624
1998-03-16,3.45311731300947
1998-03-17,3.48087294722148
1998-03-18,3.5073756086412
1998-03-19,3.53277033117522
1998-03-20,3.54946385795393
1998-03-21,3.5433118163464
1998-03-22,3.54198258985661
1998-03-23,3.60523923907042
1998-03-24,3.70422403388902
1998-03-25,3.73133272597009
1998-03-26,3.72566003368391
1998-03-27,3.70028868283461
1998-03-28,3.66805484711518
1998-03-29,3.64802452839715
1998-03-30,3.6265477104651
1998-03-31,3.6174413698288
1998-04-01,3.5996102998118
1998-04-02,3.58317727423854
1998-04-03,3.57832408231331
1998-04-04,3.57489603553489
1998-04-05,3.58451686095397
1998-04-06,3.59381947026673
1998-04-07,3.60717291511048
1998-04-08,3.62098091336966
1998-04-09,3.6421819402632
1998-04-10,3.66618454237862
1998-04-11,3.69353658158577
1998-04-12,3.72548822251531
1998-04-13,3.75831230685023
1998-04-14,3.79010901843036
1998-04-15,3.82050888804116
1998-04-16,3.84975064400162
1998-04-17,3.87561054302118
1998-04-18,3.90078618862763
1998-04-19,3.91753990949663
