STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
SHA,D,23,OUTFLOW,19880414 0000,19880413 0100,14242,,CFS
SHA,D,23,OUTFLOW,19880415 0000,19880414 0100,14008,,CFS
SHA,D,23,OUTFLOW,19880417 0000,19880417 0000,13825,,CFS
SHA,D,23,OUTFLOW,19880418 0000,19880417 0100,13825,,CFS
SHA,D,23,OUTFLOW,19880419 0000,19880418 0100,13875,,CFS
SHA,D,23,OUTFLOW,19880420 0000,19880419 0100,13048,,CFS
SHA,D,23,OUTFLOW,19880421 0000,19880420 0100,10562,,CFS
SHA,D,23,OUTFLOW,19880422 0000,19880421 0100,9333,,CFS
SHA,D,23,OUTFLOW,19880424 0000,19880424 0000,9824,,CFS
SHA,D,23,OUTFLOW,19880425 0000,19880424 0100,9824,,CFS
SHA,D,23,OUTFLOW,19880426 0000,19880425 0100,9751,,CFS
SHA,D,23,OUTFLOW,19880427 0000,19880426 0100,8411,,CFS
SHA,D,23,OUTFLOW,19880428 0000,19880427 0100,7264,,CFS
SHA,D,23,OUTFLOW,19880429 0000,19880428 0100,5082,,CFS
SHA,D,23,OUTFLOW,19880501 0000,19880501 0000,8848,,CFS
SHA,D,23,OUTFLOW,19880502 0000,19880501 0100,8848,,CFS
SHA,D,23,OUTFLOW,19880503 0000,19880502 0100,10424,,CFS
SHA,D,23,OUTFLOW,19880504 0000,19880503 0100,11029,,CFS
SHA,D,23,OUTFLOW,19880505 0000,19880504 0100,10936,,CFS
SHA,D,23,OUTFLOW,19880506 0000,19880505 0100,11066,,CFS
SHA,D,23,OUTFLOW,19880508 0000,19880508 0000,10144,,CFS
SHA,D,23,OUTFLOW,19880509 0000,19880508 0100,10144,,CFS
SHA,D,23,OUTFLOW,19880510 0000,19880509 0100,13321,,CFS
SHA,D,23,OUTFLOW,19880511 0000,19880510 0100,13716,,CFS
SHA,D,23,OUTFLOW,19880512 0000,19880511 0100,13978,,CFS
SHA,D,23,OUTFLOW,19880513 0000,19880512 0100,11670,,CFS
SHA,D,23,OUTFLOW,19880515 0000,19880515 0000,9348,,CFS
SHA,D,23,OUTFLOW,19880516 0000,19880515 0100,9348,,CFS
SHA,D,23,OUTFLOW,19880517 0000,19880516 0100,9220,,CFS
SHA,D,23,OUTFLOW,19880518 0000,19880517 0100,8987,,CFS
SHA,D,23,OUTFLOW,19880519 0000,19880518 0100,9099,,CFS
SHA,D,23,OUTFLOW,19880520 0000,19880519 0100,9381,,CFS
SHA,D,23,OUTFLOW,19880522 0000,19880522 0000,8840,,CFS
SHA,D,23,OUTFLOW,19880523 0000,19880522 0100,8840,,CFS
SHA,D,23,OUTFLOW,19880524 0000,19880523 0100,7694,,CFS
SHA,D,23,OUTFLOW,19880525 0000,19880525 0000,7746,,CFS
SHA,D,23,OUTFLOW,19880526 0000,19880525 0100,7746,,CFS
SHA,D,23,OUTFLOW,19880527 0000,19880526 0100,9435,,CFS
SHA,D,23,OUTFLOW,19880530 0000,19880530 0000,9723,,CFS
SHA,D,23,OUTFLOW,19880531 0000,19880530 0100,9723,,CFS
SHA,D,23,OUTFLOW,19880601 0000,19880531 0100,10329,,CFS
SHA,D,23,OUTFLOW,19880605 0000,19880605 0000,9487,,CFS
SHA,D,23,OUTFLOW,19880606 0000,19880605 0100,9487,,CFS
SHA,D,23,OUTFLOW,19880607 0000,19880606 0100,9461,,CFS
SHA,D,23,OUTFLOW,19880608 0000,19880607 0100,8662,,CFS
SHA,D,23,OUTFLOW,19880609 0000,19880608 0100,9036,,CFS
SHA,D,23,OUTFLOW,19880610 0000,19880609 0100,7968,,CFS
SHA,D,23,OUTFLOW,19880612 0000,19880612 0000,9847,,CFS
SHA,D,23,OUTFLOW,19880613 0000,19880612 0100,9847,,CFS
SHA,D,23,OUTFLOW,19880614 0000,19880613 0100,9500,,CFS
SHA,D,23,OUTFLOW,19880615 0000,19880614 0100,9133,,CFS
SHA,D,23,OUTFLOW,19880616 0000,19880615 0100,9375,,CFS
SHA,D,23,OUTFLOW,19880617 0000,19880616 0100,9923,,CFS
SHA,D,23,OUTFLOW,19880619 0000,19880619 0000,11747,,CFS
SHA,D,23,OUTFLOW,19880620 0000,19880619 0100,11747,,CFS
SHA,D,23,OUTFLOW,19880621 0000,19880620 0100,11428,,CFS
SHA,D,23,OUTFLOW,19880622 0000,19880621 0100,12490,,CFS
SHA,D,23,OUTFLOW,19880623 0000,19880622 0100,11458,,CFS
SHA,D,23,OUTFLOW,19880624 0000,19880623 0100,12026,,CFS
SHA,D,23,OUTFLOW,19880626 0000,19880626 0000,13879,,CFS
SHA,D,23,OUTFLOW,19880627 0000,19880626 0100,13879,,CFS
SHA,D,23,OUTFLOW,19880628 0000,19880627 0100,11224,,CFS
SHA,D,23,OUTFLOW,19880629 0000,19880628 0100,13902,,CFS
SHA,D,23,OUTFLOW,19880630 0000,19880629 0100,13145,,CFS
SHA,D,23,OUTFLOW,19880701 0000,19880630 0100,14056,,CFS
SHA,D,23,OUTFLOW,19880704 0000,19880704 0000,14137,,CFS
SHA,D,23,OUTFLOW,19880705 0000,19880704 0100,14137,,CFS
SHA,D,23,OUTFLOW,19880706 0000,19880705 0100,13905,,CFS
SHA,D,23,OUTFLOW,19880707 0000,19880706 0100,13416,,CFS
SHA,D,23,OUTFLOW,19880708 0000,19880707 0100,12932,,CFS
SHA,D,23,OUTFLOW,19880710 0000,19880710 0000,10900,,CFS
SHA,D,23,OUTFLOW,19880711 0000,19880710 0100,10900,,CFS
SHA,D,23,OUTFLOW,19880712 0000,19880711 0100,11554,,CFS
SHA,D,23,OUTFLOW,19880713 0000,19880712 0100,10848,,CFS
SHA,D,23,OUTFLOW,19880714 0000,19880713 0100,10496,,CFS
SHA,D,23,OUTFLOW,19880715 0000,19880714 0100,10190,,CFS
SHA,D,23,OUTFLOW,19880717 0000,19880717 0000,10492,,CFS
SHA,D,23,OUTFLOW,19880718 0000,19880717 0100,10492,,CFS
SHA,D,23,OUTFLOW,19880719 0000,19880718 0100,10693,,CFS
SHA,D,23,OUTFLOW,19880720 0000,19880719 0100,11008,,CFS
SHA,D,23,OUTFLOW,19880721 0000,19880720 0100,9970,,CFS
SHA,D,23,OUTFLOW,19880722 0000,19880721 0100,11970,,CFS
SHA,D,23,OUTFLOW,19880724 0000,19880724 0000,8875,,CFS
SHA,D,23,OUTFLOW,19880725 0000,19880724 0100,8875,,CFS
SHA,D,23,OUTFLOW,19880726 0000,19880725 0100,10846,,CFS
SHA,D,23,OUTFLOW,19880727 0000,19880726 0100,15503,,CFS
SHA,D,23,OUTFLOW,19880728 0000,19880727 0100,10484,,CFS
SHA,D,23,OUTFLOW,19880729 0000,19880728 0100,12354,,CFS
SHA,D,23,OUTFLOW,19880731 0000,19880731 0000,12269,,CFS
SHA,D,23,OUTFLOW,19880801 0000,19880731 0100,12269,,CFS
SHA,D,23,OUTFLOW,19880802 0000,19880801 0100,11828,,CFS
SHA,D,23,OUTFLOW,19880803 0000,19880802 0100,12451,,CFS
SHA,D,23,OUTFLOW,19880804 0000,19880803 0100,12580,,CFS
SHA,D,23,OUTFLOW,19880805 0000,19880804 0100,11571,,CFS
SHA,D,23,OUTFLOW,19880807 0000,19880807 0000,11330,,CFS
SHA,D,23,OUTFLOW,19880808 0000,19880807 0100,11330,,CFS
SHA,D,23,OUTFLOW,19880809 0000,19880808 0100,12238,,CFS
SHA,D,23,OUTFLOW,19880810 0000,19880809 0100,11347,,CFS
SHA,D,23,OUTFLOW,19880811 0000,19880810 0100,10737,,CFS
SHA,D,23,OUTFLOW,19880812 0000,19880811 0100,10519,,CFS
SHA,D,23,OUTFLOW,19880814 0000,19880814 0000,10610,,CFS
SHA,D,23,OUTFLOW,19880815 0000,19880814 0100,10610,,CFS
SHA,D,23,OUTFLOW,19880816 0000,19880815 0100,10905,,CFS
SHA,D,23,OUTFLOW,19880817 0000,19880816 0100,9876,,CFS
SHA,D,23,OUTFLOW,19880818 0000,19880817 0100,10182,,CFS
SHA,D,23,OUTFLOW,19880819 0000,19880818 0100,9947,,CFS
SHA,D,23,OUTFLOW,19880820 0000,19880819 0100,7661,,CFS
SHA,D,23,OUTFLOW,19880821 0000,19880820 0100,6685,,CFS
