$10/1/1995-12/31/2016 SHA outflow (historical),,,,,
,,,,,
JDAY,QOUT,QOUT,QOUT,QOUT,QOUT
16887,0.0,0.0,136.6,0.0,0.0
16888,0.0,0.0,153.2,0.0,0.0
16889,0.0,0.0,125.8,0.0,0.0
16890,0.0,0.0,134.2,0.0,0.0
16891,0.0,0.0,122.5,0.0,0.0
16892,0.0,0.0,124.9,0.0,0.0
16893,0.0,0.0,132.2,0.0,0.0
16894,0.0,0.0,116.0,0.0,0.0
16895,0.0,0.0,116.4,0.0,0.0
16896,0.0,0.0,124.0,0.0,0.0
16897,0.0,0.0,123.2,0.0,0.0
16898,0.0,0.0,120.8,0.0,0.0
16899,0.0,0.0,118.8,0.0,0.0
16900,0.0,0.0,130.4,0.0,0.0
16901,0.0,0.0,114.2,0.0,0.0
16902,0.0,0.0,115.4,0.0,0.0
16903,0.0,0.0,128.1,0.0,0.0
16904,0.0,0.0,129.3,0.0,0.0
16905,0.0,0.0,138.9,0.0,0.0
16906,0.0,0.0,125.3,0.0,0.0
16907,0.0,0.0,120.5,0.0,0.0
16908,0.0,0.0,126.1,0.0,0.0
16909,0.0,0.0,0.0,122.4,0.0
16910,0.0,0.0,0.0,111.3,0.0
16911,0.0,0.0,0.0,109.8,0.0
16912,0.0,0.0,0.0,92.6,0.0
16913,0.0,0.0,0.0,95.3,0.0
16914,0.0,0.0,0.0,102.1,0.0
16915,0.0,0.0,0.0,102.4,0.0
16916,0.0,0.0,0.0,102.0,0.0
16917,0.0,0.0,0.0,117.5,0.0
16918,0.0,0.0,0.0,131.6,0.0
16919,0.0,0.0,0.0,157.5,0.0
16920,0.0,0.0,0.0,170.1,0.0
16921,0.0,0.0,0.0,166.5,0.0
16922,0.0,0.0,0.0,166.8,0.0
16923,0.0,0.0,0.0,197.3,0.0
16924,0.0,0.0,0.0,201.3,0.0
16925,0.0,0.0,0.0,173.9,0.0
16926,0.0,0.0,0.0,163.9,0.0
16927,0.0,0.0,0.0,153.8,0.0
16928,0.0,0.0,0.0,157.2,0.0
16929,0.0,0.0,0.0,158.9,0.0
16930,0.0,0.0,0.0,157.9,0.0
16931,0.0,0.0,0.0,182.6,0.0
16932,0.0,0.0,0.0,209.4,0.0
16933,0.0,0.0,0.0,224.5,0.0
16934,0.0,0.0,0.0,227.9,0.0
16935,0.0,0.0,0.0,236.0,0.0
16936,0.0,0.0,0.0,259.4,0.0
16937,0.0,0.0,0.0,260.8,0.0
16938,0.0,0.0,0.0,226.1,0.0
16939,0.0,0.0,0.0,184.1,0.0
16940,0.0,0.0,0.0,164.6,0.0
16941,0.0,0.0,0.0,401.4,0.0
16942,0.0,0.0,0.0,400.9,0.0
16943,0.0,0.0,0.0,422.5,0.0
16944,0.0,0.0,0.0,481.8,0.0
16945,0.0,0.0,0.0,426.5,0.0
16946,0.0,0.0,0.0,389.8,0.0
16947,0.0,0.0,0.0,410.3,0.0
16948,0.0,0.0,0.0,332.7,0.0
16949,0.0,0.0,0.0,281.3,0.0
16950,0.0,0.0,0.0,331.6,0.0
16951,0.0,0.0,0.0,380.0,0.0
16952,0.0,0.0,0.0,372.4,0.0
16953,0.0,0.0,0.0,372.4,0.0
16954,0.0,0.0,371.0,0.0,0.0
16955,0.0,0.0,349.2,0.0,0.0
16956,0.0,0.0,406.4,0.0,0.0
16957,0.0,0.0,371.7,0.0,0.0
16958,0.0,0.0,406.0,0.0,0.0
16959,0.0,0.0,408.4,0.0,0.0
16960,0.0,0.0,398.0,0.0,0.0
16961,0.0,0.0,352.2,0.0,0.0
16962,0.0,0.0,391.3,0.0,0.0
16963,0.0,0.0,360.3,0.0,0.0
16964,0.0,0.0,345.2,0.0,0.0
16965,0.0,0.0,340.7,0.0,0.0
16966,0.0,0.0,342.1,0.0,0.0
16967,0.0,0.0,363.0,0.0,0.0
16968,0.0,0.0,322.9,0.0,0.0
16969,0.0,0.0,330.3,0.0,0.0
16970,0.0,0.0,301.6,0.0,0.0
16971,0.0,0.0,332.1,0.0,0.0
16972,0.0,0.0,275.8,0.0,0.0
16973,0.0,0.0,310.0,0.0,0.0
16974,0.0,0.0,270.2,0.0,0.0
16975,0.0,0.0,303.4,0.0,0.0
16976,0.0,0.0,295.0,0.0,0.0
16977,0.0,0.0,291.4,0.0,0.0
16978,0.0,0.0,240.2,0.0,0.0
16979,0.0,0.0,259.4,0.0,0.0
16980,0.0,0.0,274.0,0.0,0.0
16981,0.0,0.0,273.6,0.0,0.0
16982,0.0,0.0,275.5,0.0,0.0
16983,0.0,0.0,297.7,0.0,0.0
16984,0.0,0.0,332.3,0.0,0.0
16985,0.0,0.0,340.3,0.0,0.0
16986,0.0,0.0,330.9,0.0,0.0
16987,0.0,0.0,318.2,0.0,0.0
16988,0.0,0.0,317.4,0.0,0.0
16989,0.0,0.0,329.5,0.0,0.0
16990,0.0,0.0,329.7,0.0,0.0
16991,0.0,0.0,326.0,0.0,0.0
16992,0.0,0.0,338.8,0.0,0.0
16993,0.0,0.0,329.9,0.0,0.0
16994,0.0,0.0,341.3,0.0,0.0
16995,0.0,0.0,345.5,0.0,0.0
16996,0.0,0.0,337.4,0.0,0.0
16997,0.0,0.0,297.8,0.0,0.0
16998,0.0,0.0,298.8,0.0,0.0
16999,0.0,0.0,290.9,0.0,0.0
17000,0.0,0.0,297.2,0.0,0.0
17001,0.0,0.0,275.8,0.0,0.0
17002,0.0,0.0,311.1,0.0,0.0
17003,0.0,0.0,306.4,0.0,0.0
17004,0.0,0.0,308.8,0.0,0.0
17005,0.0,0.0,307.3,0.0,0.0
17006,0.0,0.0,331.9,0.0,0.0
17007,0.0,0.0,328.6,0.0,0.0
17008,0.0,0.0,312.6,0.0,0.0
17009,0.0,0.0,312.8,0.0,0.0
17010,0.0,0.0,327.2,0.0,0.0
17011,0.0,0.0,337.0,0.0,0.0
17012,0.0,0.0,337.3,0.0,0.0
17013,0.0,0.0,335.0,0.0,0.0
17014,0.0,0.0,342.3,0.0,0.0
17015,0.0,0.0,328.6,0.0,0.0
17016,0.0,0.0,314.9,0.0,0.0
17017,0.0,0.0,285.1,0.0,0.0
17018,0.0,0.0,289.0,0.0,0.0
17019,0.0,0.0,315.4,0.0,0.0
17020,0.0,0.0,369.2,0.0,0.0
17021,0.0,0.0,360.4,0.0,0.0
17022,0.0,0.0,388.3,0.0,0.0
17023,0.0,0.0,344.0,0.0,0.0
17024,0.0,0.0,379.9,0.0,0.0
17025,0.0,0.0,346.7,0.0,0.0
17026,0.0,0.0,358.3,0.0,0.0
17027,0.0,0.0,341.0,0.0,0.0
17028,0.0,0.0,333.5,0.0,0.0
17029,0.0,0.0,329.2,0.0,0.0
17030,0.0,321.5,0.0,0.0,0.0
17031,0.0,267.7,0.0,0.0,0.0
17032,0.0,306.3,0.0,0.0,0.0
17033,0.0,344.4,0.0,0.0,0.0
17034,0.0,357.1,0.0,0.0,0.0
17035,0.0,383.1,0.0,0.0,0.0
17036,0.0,330.4,0.0,0.0,0.0
17037,0.0,313.9,0.0,0.0,0.0
17038,0.0,326.8,0.0,0.0,0.0
17039,0.0,329.9,0.0,0.0,0.0
17040,0.0,327.7,0.0,0.0,0.0
17041,0.0,318.7,0.0,0.0,0.0
17042,0.0,286.5,0.0,0.0,0.0
17043,0.0,249.2,0.0,0.0,0.0
17044,0.0,248.7,0.0,0.0,0.0
17045,0.0,280.6,0.0,0.0,0.0
17046,0.0,271.0,0.0,0.0,0.0
17047,0.0,249.3,0.0,0.0,0.0
17048,0.0,234.4,0.0,0.0,0.0
17049,0.0,224.6,0.0,0.0,0.0
17050,0.0,187.2,0.0,0.0,0.0
17051,0.0,228.6,0.0,0.0,0.0
17052,0.0,221.2,0.0,0.0,0.0
17053,0.0,221.7,0.0,0.0,0.0
17054,0.0,220.9,0.0,0.0,0.0
17055,0.0,206.1,0.0,0.0,0.0
17056,0.0,192.5,0.0,0.0,0.0
17057,0.0,214.9,0.0,0.0,0.0
17058,0.0,229.6,0.0,0.0,0.0
17059,0.0,215.0,0.0,0.0,0.0
17060,0.0,204.9,0.0,0.0,0.0
17061,0.0,205.9,0.0,0.0,0.0
17062,0.0,200.7,0.0,0.0,0.0
17063,0.0,199.8,0.0,0.0,0.0
17064,0.0,199.9,0.0,0.0,0.0
17065,0.0,201.0,0.0,0.0,0.0
17066,0.0,209.0,0.0,0.0,0.0
17067,0.0,207.8,0.0,0.0,0.0
17068,0.0,207.3,0.0,0.0,0.0
17069,0.0,193.4,0.0,0.0,0.0
17070,0.0,193.1,0.0,0.0,0.0
17071,0.0,185.3,0.0,0.0,0.0
17072,0.0,153.6,0.0,0.0,0.0
17073,0.0,151.6,0.0,0.0,0.0
17074,0.0,151.8,0.0,0.0,0.0
17075,0.0,157.8,0.0,0.0,0.0
17076,68.7,68.7,0.0,0.0,0.0
17077,72.6,72.6,0.0,0.0,0.0
17078,70.0,70.0,0.0,0.0,0.0
17079,59.8,59.8,0.0,0.0,0.0
17080,70.6,70.6,0.0,0.0,0.0
17081,61.6,61.6,0.0,0.0,0.0
17082,66.6,66.6,0.0,0.0,0.0
17083,67.2,67.2,0.0,0.0,0.0
17084,57.5,57.5,0.0,0.0,0.0
17085,54.7,54.7,0.0,0.0,0.0
17086,55.7,55.7,0.0,0.0,0.0
17087,53.9,53.9,0.0,0.0,0.0
17088,53.9,53.9,0.0,0.0,0.0
17089,54.2,54.2,0.0,0.0,0.0
17090,54.4,54.4,0.0,0.0,0.0
17091,54.5,54.5,0.0,0.0,0.0
17092,54.6,54.6,0.0,0.0,0.0
17093,64.7,64.7,0.0,0.0,0.0
17094,67.0,67.0,0.0,0.0,0.0
17095,60.8,60.8,0.0,0.0,0.0
17096,63.1,63.1,0.0,0.0,0.0
17097,61.6,61.6,0.0,0.0,0.0
17098,63.8,63.8,0.0,0.0,0.0
17099,62.4,62.4,0.0,0.0,0.0
17100,63.0,63.0,0.0,0.0,0.0
17101,66.9,66.9,0.0,0.0,0.0
17102,67.7,67.7,0.0,0.0,0.0
17103,67.6,67.6,0.0,0.0,0.0
17104,73.7,73.7,0.0,0.0,0.0
17105,65.1,65.1,0.0,0.0,0.0
17106,55.6,55.6,0.0,0.0,0.0
17107,76.9,76.9,0.0,0.0,0.0
17108,68.5,68.5,0.0,0.0,0.0
17109,80.8,80.8,0.0,0.0,0.0
17110,73.4,73.4,0.0,0.0,0.0
17111,71.7,71.7,0.0,0.0,0.0
17112,71.0,71.0,0.0,0.0,0.0
17113,63.2,63.2,0.0,0.0,0.0
17114,63.2,63.2,0.0,0.0,0.0
17115,67.1,67.1,0.0,0.0,0.0
17116,50.2,50.2,0.0,0.0,0.0
17117,78.0,78.0,0.0,0.0,0.0
17118,81.3,81.3,0.0,0.0,0.0
17119,75.3,75.3,0.0,0.0,0.0
17120,74.2,74.2,0.0,0.0,0.0
17121,73.9,73.9,0.0,0.0,0.0
17122,63.8,63.8,0.0,0.0,0.0
17123,65.9,65.9,0.0,0.0,0.0
17124,72.2,72.2,0.0,0.0,0.0
17125,62.5,62.5,0.0,0.0,0.0
17126,41.1,41.1,0.0,0.0,0.0
17127,68.1,68.1,0.0,0.0,0.0
17128,67.5,67.5,0.0,0.0,0.0
17129,71.3,71.3,0.0,0.0,0.0
17130,72.3,72.3,0.0,0.0,0.0
17131,68.0,68.0,0.0,0.0,0.0
17132,72.2,72.2,0.0,0.0,0.0
17133,74.3,74.3,0.0,0.0,0.0
17134,68.8,68.8,0.0,0.0,0.0
17135,65.6,65.6,0.0,0.0,0.0
17136,64.5,64.5,0.0,0.0,0.0
17137,67.5,67.5,0.0,0.0,0.0
17138,65.6,65.6,0.0,0.0,0.0
17139,68.9,68.9,0.0,0.0,0.0
17140,68.5,68.5,0.0,0.0,0.0
17141,64.8,64.8,0.0,0.0,0.0
17142,63.6,63.6,0.0,0.0,0.0
17143,107.4,107.4,0.0,0.0,0.0
17144,131.7,131.7,0.0,0.0,0.0
17145,160.7,160.7,0.0,0.0,0.0
17146,315.5,315.5,0.0,0.0,0.0
17147,419.7,419.7,0.0,0.0,0.0
17148,449.5,449.5,0.0,0.0,0.0
17149,382.5,382.5,0.0,0.0,0.0
17150,423.1,423.1,0.0,0.0,0.0
17151,344.6,344.6,0.0,0.0,0.0
17152,293.0,293.0,0.0,0.0,0.0
17153,266.8,266.8,0.0,0.0,0.0
17154,232.0,232.0,0.0,0.0,0.0
17155,234.4,234.4,0.0,0.0,0.0
17156,232.5,232.5,0.0,0.0,0.0
17157,232.8,232.8,0.0,0.0,0.0
17158,223.8,223.8,0.0,0.0,0.0
17159,211.4,211.4,0.0,0.0,0.0
17160,176.7,176.7,0.0,0.0,0.0
17161,155.4,155.4,0.0,0.0,0.0
17162,139.4,139.4,0.0,0.0,0.0
17163,250.7,250.7,0.0,0.0,0.0
17164,343.7,343.7,0.0,0.0,0.0
17165,517.4,517.4,0.0,0.0,0.0
17166,576.5,576.5,0.0,0.0,0.0
17167,298.5,298.5,0.0,0.0,0.0
17168,0.0,0.0,234.0,0.0,0.0
17169,0.0,0.0,0.0,1222.6,0.0
17170,0.0,0.0,0.0,1837.6,0.0
17171,0.0,0.0,0.0,2101.4,0.0
17172,0.0,0.0,0.0,1777.2,0.0
17173,0.0,0.0,0.0,1247.7,0.0
17174,0.0,0.0,0.0,1312.8,0.0
17175,0.0,0.0,0.0,1381.5,0.0
17176,0.0,0.0,0.0,1360.5,0.0
17177,0.0,0.0,0.0,1436.3,0.0
17178,0.0,0.0,0.0,1414.8,0.0
17179,0.0,0.0,1496.7,0.0,0.0
17180,0.0,0.0,1468.1,0.0,0.0
17181,0.0,0.0,1452.5,0.0,0.0
17182,0.0,0.0,1363.3,0.0,0.0
17183,0.0,0.0,1177.7,0.0,0.0
17184,0.0,0.0,915.6,0.0,0.0
17185,0.0,0.0,896.4,0.0,0.0
17186,0.0,0.0,851.9,0.0,0.0
17187,0.0,0.0,655.1,0.0,0.0
17188,0.0,0.0,807.6,0.0,0.0
17189,0.0,0.0,937.0,0.0,0.0
17190,0.0,0.0,883.5,0.0,0.0
17191,0.0,0.0,977.8,0.0,0.0
17192,0.0,0.0,687.3,0.0,0.0
17193,0.0,0.0,500.6,0.0,0.0
17194,0.0,0.0,514.3,0.0,0.0
17195,0.0,0.0,706.2,0.0,0.0
17196,0.0,0.0,892.3,0.0,0.0
17197,0.0,0.0,972.3,0.0,0.0
17198,0.0,0.0,936.5,0.0,0.0
17199,0.0,0.0,835.0,0.0,0.0
17200,0.0,0.0,646.8,0.0,0.0
17201,0.0,0.0,561.5,0.0,0.0
17202,0.0,0.0,600.3,0.0,0.0
17203,0.0,0.0,698.6,0.0,0.0
17204,0.0,0.0,646.5,0.0,0.0
17205,0.0,0.0,674.3,0.0,0.0
17206,0.0,0.0,554.1,0.0,0.0
17207,0.0,0.0,477.8,0.0,0.0
17208,0.0,0.0,449.4,0.0,0.0
17209,0.0,0.0,376.2,0.0,0.0
17210,0.0,0.0,287.5,0.0,0.0
17211,0.0,0.0,251.1,0.0,0.0
17212,0.0,0.0,175.9,0.0,0.0
17213,0.0,0.0,150.3,0.0,0.0
17214,0.0,0.0,133.8,0.0,0.0
17215,0.0,0.0,106.0,0.0,0.0
17216,0.0,0.0,114.4,0.0,0.0
17217,0.0,0.0,98.2,0.0,0.0
17218,0.0,0.0,96.1,0.0,0.0
17219,0.0,0.0,102.9,0.0,0.0
17220,0.0,0.0,114.3,0.0,0.0
17221,0.0,0.0,108.3,0.0,0.0
17222,0.0,0.0,129.1,0.0,0.0
17223,0.0,0.0,94.3,0.0,0.0
17224,0.0,0.0,89.4,0.0,0.0
17225,0.0,0.0,111.3,0.0,0.0
17226,0.0,0.0,101.5,0.0,0.0
17227,0.0,0.0,108.3,0.0,0.0
17228,0.0,0.0,106.7,0.0,0.0
17229,0.0,0.0,107.4,0.0,0.0
17230,0.0,0.0,96.8,0.0,0.0
17231,0.0,0.0,118.9,0.0,0.0
17232,0.0,0.0,120.6,0.0,0.0
17233,0.0,0.0,121.5,0.0,0.0
17234,0.0,0.0,117.5,0.0,0.0
17235,0.0,0.0,120.3,0.0,0.0
17236,0.0,0.0,124.7,0.0,0.0
17237,0.0,0.0,114.8,0.0,0.0
17238,0.0,0.0,119.0,0.0,0.0
17239,0.0,0.0,114.2,0.0,0.0
17240,0.0,0.0,141.1,0.0,0.0
17241,0.0,0.0,138.9,0.0,0.0
17242,0.0,0.0,140.6,0.0,0.0
17243,0.0,0.0,107.7,0.0,0.0
17244,0.0,0.0,122.9,0.0,0.0
17245,0.0,0.0,130.3,0.0,0.0
17246,0.0,0.0,127.0,0.0,0.0
17247,0.0,0.0,135.7,0.0,0.0
17248,0.0,0.0,136.5,0.0,0.0
17249,0.0,0.0,144.7,0.0,0.0
17250,0.0,0.0,144.5,0.0,0.0
17251,0.0,0.0,142.1,0.0,0.0
17252,0.0,0.0,150.2,0.0,0.0
17253,0.0,0.0,149.0,0.0,0.0
17254,0.0,0.0,146.9,0.0,0.0
17255,0.0,0.0,140.9,0.0,0.0
17256,0.0,0.0,131.7,0.0,0.0
17257,0.0,0.0,145.2,0.0,0.0
17258,0.0,0.0,139.7,0.0,0.0
17259,0.0,0.0,138.5,0.0,0.0
17260,0.0,0.0,127.7,0.0,0.0
17261,0.0,0.0,131.2,0.0,0.0
17262,0.0,0.0,131.9,0.0,0.0
