"JDAY","QOUT","QOUT.1","QOUT.2","QOUT.3","QOUT.4"
18176,139.437305883938,0,0,0,0
18177,142.127305883938,0,0,0,0
18178,156.937305883938,0,0,0,0
18179,156.107305883938,0,0,0,0
18180,152.767305883938,0,0,0,0
18181,155.937305883938,0,0,0,0
18182,161.747305883938,0,0,0,0
18183,159.987305883938,0,0,0,0
18184,156.107305883938,0,0,0,0
18185,152.627305883938,0,0,0,0
18186,168.457305883938,0,0,0,0
18187,163.077305883938,0,0,0,0
18188,159.507305883938,0,0,0,0
18189,161.827305883938,0,0,0,0
18190,161.067305883938,0,0,0,0
18191,161.037305883938,0,0,0,0
18192,140.477305883938,0,0,0,0
18193,153.107305883938,0,0,0,0
18194,154.297305883938,0,0,0,0
18195,184.117305883938,0,0,0,0
18196,139.747305883938,0,0,0,0
18197,151.467305883938,0,0,0,0
18198,155.967305883938,0,0,0,0
18199,156.027305883938,0,0,0,0
18200,154.667305883938,0,0,0,0
18201,164.407305883938,0,0,0,0
18202,144.387305883938,0,0,0,0
18203,155.117305883938,0,0,0,0
18204,153.677305883938,0,0,0,0
18205,179.987305883938,0,0,0,0
18206,161.097305883938,0,0,0,0
18207,172.907305883938,0,0,0,0
18208,157.127305883938,0,0,0,0
18209,163.477305883938,0,0,0,0
18210,157.107305883938,0,0,0,0
18211,145.547305883938,0,0,0,0
18212,177.857305883938,0,0,0,0
18213,161.407305883938,0,0,0,0
18214,153.677305883938,0,0,0,0
18215,158.717305883938,0,0,0,0
18216,167.777305883938,0,0,0,0
18217,178.567305883938,0,0,0,0
18218,182.447305883938,0,0,0,0
18219,183.437305883938,0,0,0,0
18220,170.837305883938,0,0,0,0
18221,141.867305883938,0,0,0,0
18222,148.977305883938,0,0,0,0
18223,138.947305883938,0,0,0,0
18224,143.567305883938,0,0,0,0
18225,142.317305883938,0,0,0,0
18226,165.057305883938,0,0,0,0
18227,150.167305883938,0,0,0,0
18228,174.097305883938,0,0,0,0
18229,175.987305883938,0,0,0,0
18230,189.097305883938,0,0,0,0
18231,169.107305883938,0,0,0,0
18232,153.027305883938,0,0,0,0
18233,190.037305883938,0,0,0,0
18234,209.487305883938,0,0,0,0
18235,209.377305883938,0,0,0,0
18236,197.537305883938,0,0,0,0
18237,219.197305883938,0,0,0,0
18238,188.507305883938,0,0,0,0
18239,190.117305883938,0,0,0,0
18240,181.397305883938,0,0,0,0
18241,181.397305883938,0,0,0,0
18242,184.177305883938,0,0,0,0
18243,188.617305883938,0,0,0,0
18244,199.437305883938,0,0,0,0
18245,168.797305883938,0,0,0,0
18246,172.197305883938,0,0,0,0
18247,170.387305883938,0,0,0,0
18248,162.797305883938,0,0,0,0
18249,159.397305883938,0,0,0,0
18250,155.007305883938,0,0,0,0
18251,176.247305883938,0,0,0,0
18252,160.387305883938,0,0,0,0
18253,160.617305883938,0,0,0,0
18254,162.487305883938,0,0,0,0
18255,163.047305883938,0,0,0,0
18256,163.647305883938,0,0,0,0
18257,151.977305883938,0,0,0,0
18258,157.047305883938,0,0,0,0
18259,135.157305883938,0,0,0,0
18260,147.277305883938,0,0,0,0
18261,177.807305883938,0,0,0,0
18262,120.317305883938,0,0,0,0
18263,139.067305883938,0,0,0,0
18264,141.387305883938,0,0,0,0
18265,137.567305883938,0,0,0,0
18266,142.547305883938,0,0,0,0
18267,141.727305883938,0,0,0,0
18268,134.057305883938,0,0,0,0
18269,131.167305883938,0,0,0,0
18270,131.507305883938,0,0,0,0
18271,128.277305883938,0,0,0,0
18272,131.367305883938,0,0,0,0
18273,125.187305883938,0,0,0,0
18274,104.407305883938,0,0,0,0
18275,122.357305883938,0,0,0,0
18276,80.0273058839382,0,0,0,0
18277,80.0273058839382,0,0,0,0
18278,20.9573058839382,0,0,0,0
18279,91.1773058839382,0,0,0,0
18280,115.027305883938,0,0,0,0
18281,60.4273058839382,0,0,0,0
18282,68.6973058839382,0,0,0,0
18283,56.4373058839382,0,0,0,0
18284,116.697305883938,0,0,0,0
18285,121.957305883938,0,0,0,0
18286,125.757305883938,0,0,0,0
18287,246.357305883938,0,0,0,0
18288,331.537305883938,0,0,0,0
18289,371.237305883938,0,0,0,0
18290,348.747305883938,0,0,0,0
18291,516.587305883938,0,0,0,0
18292,475.867305883938,0,0,0,0
18293,443.357305883938,0,0,0,0
18294,451.567305883938,0,0,0,0
18295,347.027305883938,0,0,0,0
18296,276.887305883938,0,0,0,0
18297,306.357305883938,0,0,0,0
18298,278.387305883938,0,0,0,0
18299,186.947305883938,0,0,0,0
18300,212.657305883938,0,0,0,0
18301,293.307305883938,0,0,0,0
18302,417.727305883938,0,0,0,0
18303,376.417305883938,0,0,0,0
18304,409.947305883938,0,0,0,0
18305,471.387305883938,0,0,0,0
18306,433.307305883938,0,0,0,0
18307,446.977305883938,0,0,0,0
18308,960.367305883938,0,0,0,0
18309,1003.77730588394,0,0,0,0
18310,1028.29730588394,0,0,0,0
18311,1063.55730588394,0,0,0,0
18312,1157.90730588394,0,0,0,0
18313,1028.23730588394,0,0,0,0
18314,1007.85730588394,0,0,0,0
18315,889.407305883938,0,0,0,0
18316,882.377305883938,0,0,0,0
18317,956.887305883938,0,0,0,0
18318,1069.55730588394,0,0,0,0
18319,837.497305883938,0,0,0,0
18320,884.957305883938,0,0,0,0
18321,1012.77730588394,0,0,0,0
18322,1115.11730588394,0,0,0,0
18323,1280.51730588394,0,0,0,0
18324,1356.40730588394,0,0,0,0
18325,1417.65730588394,0,0,0,0
18326,1373.16730588394,0,0,0,0
18327,1185.05730588394,0,0,0,0
18328,971.947305883938,0,0,0,0
18329,1017.33730588394,0,0,0,0
18330,997.487305883938,0,0,0,0
18331,928.477305883938,0,0,0,0
18332,1010.11730588394,0,0,0,0
18333,819.437305883938,0,0,0,0
18334,729.127305883938,0,0,0,0
18335,604.937305883938,0,0,0,0
18336,547.647305883938,0,0,0,0
18337,428.947305883938,0,0,0,0
18338,369.257305883938,0,0,0,0
18339,248.477305883938,0,0,0,0
18340,199.157305883938,0,0,0,0
18341,196.607305883938,0,0,0,0
18342,220.867305883938,0,0,0,0
18343,209.427305883938,0,0,0,0
18344,172.417305883938,0,0,0,0
18345,128.137305883938,0,0,0,0
18346,88.0973058839382,0,0,0,0
18347,84.2973058839383,0,0,0,0
18348,75.6873058839383,0,0,0,0
18349,68.6173058839382,0,0,0,0
18350,94.4373058839383,0,0,0,0
18351,89.6773058839382,0,0,0,0
18352,81.5773058839382,0,0,0,0
18353,111.117305883938,0,0,0,0
18354,92.7973058839383,0,0,0,0
18355,66.3173058839382,0,0,0,0
18356,58.6173058839382,0,0,0,0
18357,84.2473058839382,0,0,0,0
18358,44.4873058839382,0,0,0,0
18359,73.5073058839382,0,0,0,0
18360,91.0073058839382,0,0,0,0
18361,94.3573058839382,0,0,0,0
18362,216.117305883938,0,0,0,0
18363,246.077305883938,0,0,0,0
18364,247.007305883938,0,0,0,0
18365,234.607305883938,0,0,0,0
18366,249.387305883938,0,0,0,0
18367,230.727305883938,0,0,0,0
18368,225.037305883938,0,0,0,0
18369,220.927305883938,0,0,0,0
18370,125.667305883938,0,0,0,0
18371,123.127305883938,0,0,0,0
18372,111.597305883938,0,0,0,0
18373,187.857305883938,0,0,0,0
18374,203.287305883938,0,0,0,0
18375,219.937305883938,0,0,0,0
18376,214.897305883938,0,0,0,0
18377,220.867305883938,0,0,0,0
18378,225.767305883938,0,0,0,0
18379,230.697305883938,0,0,0,0
18380,158.177305883938,0,0,0,0
18381,194.767305883938,0,0,0,0
18382,219.257305883938,0,0,0,0
18383,209.487305883938,0,0,0,0
18384,220.277305883938,0,0,0,0
18385,238.707305883938,0,0,0,0
18386,278.467305883938,0,0,0,0
18387,272.917305883938,0,0,0,0
18388,289.567305883938,0,0,0,0
18389,272.097305883938,0,0,0,0
18390,239.217305883938,0,0,0,0
18391,198.077305883938,0,0,0,0
18392,219.487305883938,0,0,0,0
18393,222.937305883938,0,0,0,0
18394,188.477305883938,0,0,0,0
18395,199.237305883938,0,0,0,0
18396,183.607305883938,0,0,0,0
18397,189.467305883938,0,0,0,0
18398,206.907305883938,0,0,0,0
18399,166.957305883938,0,0,0,0
18400,182.557305883938,0,0,0,0
18401,166.337305883938,0,0,0,0
18402,225.067305883938,0,0,0,0
18403,312.107305883938,0,0,0,0
18404,313.357305883938,0,0,0,0
18405,291.867305883938,0,0,0,0
18406,295.087305883938,0,0,0,0
18407,316.077305883938,0,0,0,0
18408,282.037305883938,0,0,0,0
18409,265.327305883938,0,0,0,0
18410,280.397305883938,0,0,0,0
18411,287.617305883938,0,0,0,0
18412,269.467305883938,0,0,0,0
18413,251.847305883938,0,0,0,0
18414,260.237305883938,0,0,0,0
18415,261.757305883938,0,0,0,0
18416,258.167305883938,0,0,0,0
18417,262.217305883938,0,0,0,0
18418,243.357305883938,0,0,0,0
18419,226.027305883938,0,0,0,0
18420,240.917305883938,0,0,0,0
18421,205.127305883938,0,0,0,0
18422,207.247305883938,0,0,0,0
18423,209.007305883938,0,0,0,0
18424,211.047305883938,0,0,0,0
18425,234.577305883938,0,0,0,0
18426,301.177305883938,0,0,0,0
18427,328.817305883938,0,0,0,0
18428,333.577305883938,0,0,0,0
18429,360.527305883938,0,0,0,0
18430,380.777305883938,0,0,0,0
18431,330.797305883938,0,0,0,0
18432,317.917305883938,0,0,0,0
18433,315.057305883938,0,0,0,0
18434,338.617305883938,0,0,0,0
18435,338.217305883938,0,0,0,0
18436,323.887305883938,0,0,0,0
18437,317.037305883938,0,0,0,0
18438,328.477305883938,0,0,0,0
18439,331.337305883938,0,0,0,0
18440,342.497305883938,0,0,0,0
18441,321.227305883938,0,0,0,0
18442,348.097305883938,0,0,0,0
18443,336.717305883938,0,0,0,0
18444,358.747305883938,0,0,0,0
18445,349.207305883938,0,0,0,0
18446,345.667305883938,0,0,0,0
18447,334.767305883938,0,0,0,0
18448,349.007305883938,0,0,0,0
18449,357.417305883938,0,0,0,0
18450,372.337305883938,0,0,0,0
18451,353.737305883938,0,0,0,0
18452,368.487305883938,0,0,0,0
18453,359.707305883938,0,0,0,0
18454,349.007305883938,0,0,0,0
18455,349.517305883938,0,0,0,0
18456,354.447305883938,0,0,0,0
18457,375.967305883938,0,0,0,0
18458,343.177305883938,0,0,0,0
18459,389.357305883938,0,0,0,0
18460,365.967305883938,0,0,0,0
18461,356.987305883938,0,0,0,0
18462,355.487305883938,0,0,0,0
18463,354.527305883938,0,0,0,0
18464,358.157305883938,0,0,0,0
18465,349.857305883938,0,0,0,0
18466,375.367305883938,0,0,0,0
18467,374.177305883938,0,0,0,0
18468,367.727305883938,0,0,0,0
18469,349.547305883938,0,0,0,0
18470,357.417305883938,0,0,0,0
18471,350.877305883938,0,0,0,0
18472,399.187305883938,0,0,0,0
18473,337.847305883938,0,0,0,0
18474,359.167305883938,0,0,0,0
18475,360.137305883938,0,0,0,0
18476,356.647305883938,0,0,0,0
18477,349.657305883938,0,0,0,0
18478,343.197305883938,0,0,0,0
18479,326.187305883938,0,0,0,0
18480,343.537305883938,0,0,0,0
18481,333.747305883938,0,0,0,0
18482,328.137305883938,0,0,0,0
18483,260.547305883938,0,0,0,0
18484,263.237305883938,0,0,0,0
18485,259.917305883938,0,0,0,0
18486,260.317305883938,0,0,0,0
18487,254.797305883938,0,0,0,0
18488,248.567305883938,0,0,0,0
18489,274.107305883938,0,0,0,0
18490,253.297305883938,0,0,0,0
18491,213.427305883938,0,0,0,0
18492,212.097305883938,0,0,0,0
18493,185.557305883938,0,0,0,0
18494,212.627305883938,0,0,0,0
18495,218.717305883938,0,0,0,0
18496,210.567305883938,0,0,0,0
18497,208.947305883938,0,0,0,0
18498,196.807305883938,0,0,0,0
18499,176.107305883938,0,0,0,0
18500,169.707305883938,0,0,0,0
18501,168.487305883938,0,0,0,0
18502,192.387305883938,0,0,0,0
18503,216.507305883938,0,0,0,0
18504,177.067305883938,0,0,0,0
18505,174.717305883938,0,0,0,0
18506,162.737305883938,0,0,0,0
18507,140.117305883938,0,0,0,0
18508,122.217305883938,0,0,0,0
18509,96.1373058839382,0,0,0,0
18510,129.667305883938,0,0,0,0
18511,132.067305883938,0,0,0,0
18512,138.527305883938,0,0,0,0
18513,133.567305883938,0,0,0,0
18514,177.637305883938,0,0,0,0
18515,152.227305883938,0,0,0,0
18516,154.807305883938,0,0,0,0
18517,143.987305883938,0,0,0,0
18518,146.627305883938,0,0,0,0
18519,159.567305883938,0,0,0,0
18520,172.107305883938,0,0,0,0
18521,134.707305883938,0,0,0,0
18522,157.467305883938,0,0,0,0
18523,160.667305883938,0,0,0,0
18524,189.217305883938,0,0,0,0
18525,203.547305883938,0,0,0,0
18526,229.477305883938,0,0,0,0
18527,190.747305883938,0,0,0,0
18528,177.717305883938,0,0,0,0
18529,172.027305883938,0,0,0,0
18530,189.157305883938,0,0,0,0
18531,181.197305883938,0,0,0,0
18532,151.747305883938,0,0,0,0
18533,98.1473058839382,0,0,0,0
18534,94.8873058839382,0,0,0,0
18535,135.947305883938,0,0,0,0
18536,153.197305883938,0,0,0,0
18537,152.067305883938,0,0,0,0
18538,152.857305883938,0,0,0,0
18539,151.807305883938,0,0,0,0
18540,158.007305883938,0,0,0,0
18541,171.347305883938,0,0,0,0
18542,156.877305883938,0,0,0,0
18543,155.177305883938,0,0,0,0
18544,148.637305883938,0,0,0,0
18545,148.747305883938,0,0,0,0
18546,144.137305883938,0,0,0,0
18547,155.797305883938,0,0,0,0
18548,135.187305883938,0,0,0,0
18549,142.657305883938,0,0,0,0
18550,170.917305883938,0,0,0,0
18551,175.427305883938,0,0,0,0
18552,175.277305883938,0,0,0,0
18553,180.917305883938,0,0,0,0
18554,171.597305883938,0,0,0,0
18555,159.507305883938,0,0,0,0
18556,154.667305883938,0,0,0,0
18557,163.817305883938,0,0,0,0
18558,135.577305883938,0,0,0,0
18559,152.827305883938,0,0,0,0
18560,152.717305883938,0,0,0,0
18561,143.937305883938,0,0,0,0
18562,144.587305883938,0,0,0,0
18563,152.997305883938,0,0,0,0
18564,131.367305883938,0,0,0,0
18565,169.227305883938,0,0,0,0
18566,136.917305883938,0,0,0,0
18567,156.597305883938,0,0,0,0
18568,136.577305883938,0,0,0,0
18569,145.777305883938,0,0,0,0
18570,150.367305883938,0,0,0,0
18571,144.017305883938,0,0,0,0
18572,151.557305883938,0,0,0,0
18573,155.797305883938,0,0,0,0
18574,154.807305883938,0,0,0,0
18575,157.807305883938,0,0,0,0
18576,157.927305883938,0,0,0,0
18577,166.197305883938,0,0,0,0
18578,152.397305883938,0,0,0,0
18579,163.727305883938,0,0,0,0
18580,197.197305883938,0,0,0,0
18581,161.437305883938,0,0,0,0
18582,154.667305883938,0,0,0,0
18583,168.857305883938,0,0,0,0
18584,152.427305883938,0,0,0,0
18585,147.477305883938,0,0,0,0
18586,172.417305883938,0,0,0,0
18587,131.587305883938,0,0,0,0
18588,159.937305883938,0,0,0,0
18589,155.207305883938,0,0,0,0
18590,164.097305883938,0,0,0,0
18591,160.697305883938,0,0,0,0
18592,158.687305883938,0,0,0,0
18593,129.747305883938,0,0,0,0
18594,168.717305883938,0,0,0,0
18595,157.327305883938,0,0,0,0
18596,157.047305883938,0,0,0,0
18597,166.217305883938,0,0,0,0
18598,149.767305883938,0,0,0,0
18599,151.577305883938,0,0,0,0
18600,166.027305883938,0,0,0,0
18601,172.877305883938,0,0,0,0
18602,151.577305883938,0,0,0,0
18603,155.377305883938,0,0,0,0
18604,139.487305883938,0,0,0,0
18605,169.897305883938,0,0,0,0
18606,146.427305883938,0,0,0,0
18607,139.407305883938,0,0,0,0
18608,163.357305883938,0,0,0,0
18609,143.457305883938,0,0,0,0
18610,160.277305883938,0,0,0,0
18611,119.637305883938,0,0,0,0
18612,104.287305883938,0,0,0,0
18613,120.147305883938,0,0,0,0
18614,130.347305883938,0,0,0,0
18615,130.597305883938,0,0,0,0
18616,141.667305883938,0,0,0,0
18617,136.087305883938,0,0,0,0
18618,148.127305883938,0,0,0,0
18619,110.887305883938,0,0,0,0
18620,107.267305883938,0,0,0,0
18621,99.9873058839382,0,0,0,0
18622,87.8673058839382,0,0,0,0
18623,100.127305883938,0,0,0,0
18624,103.127305883938,0,0,0,0
18625,119.667305883938,0,0,0,0
18626,136.577305883938,0,0,0,0
18627,133.737305883938,0,0,0,0
18628,135.017305883938,0,0,0,0
18629,140.087305883938,0,0,0,0
18630,135.607305883938,0,0,0,0
18631,130.517305883938,0,0,0,0
18632,118.167305883938,0,0,0,0
18633,116.727305883938,0,0,0,0
18634,115.817305883938,0,0,0,0
18635,118.337305883938,0,0,0,0
18636,126.547305883938,0,0,0,0
18637,123.127305883938,0,0,0,0
18638,101.347305883938,0,0,0,0
18639,91.8073058839382,0,0,0,0
18640,89.3073058839382,0,0,0,0
18641,90.6473058839382,0,0,0,0
18642,134.337305883938,0,0,0,0
18643,109.897305883938,0,0,0,0
18644,105.767305883938,0,0,0,0
18645,123.487305883938,0,0,0,0
18646,110.807305883938,0,0,0,0
18647,87.7573058839382,0,0,0,0
18648,127.427305883938,0,0,0,0
18649,116.187305883938,0,0,0,0
18650,115.587305883938,0,0,0,0
18651,95.0073058839382,0,0,0,0
18652,73.9973058839382,0,0,0,0
18653,57.5373058839382,0,0,0,0
18654,65.2473058839382,0,0,0,0
18655,48.0873058839382,0,0,0,0
18656,47.3173058839382,0,0,0,0
18657,68.0173058839382,0,0,0,0
18658,47.1773058839382,0,0,0,0
18659,73.6773058839382,0,0,0,0
18660,86.8773058839382,0,0,0,0
18661,89.1973058839382,0,0,0,0
18662,91.2373058839382,0,0,0,0
18663,97.1573058839382,0,0,0,0
18664,91.4673058839382,0,0,0,0
18665,86.8173058839382,0,0,0,0
18666,91.5773058839382,0,0,0,0
18667,86.5373058839382,0,0,0,0
18668,73.6273058839382,0,0,0,0
18669,15.9673058839382,0,0,0,0
18670,18.9173058839382,0,0,0,0
18671,17.3873058839382,0,0,0,0
18672,17.4773058839382,0,0,0,0
18673,46.2373058839382,0,0,0,0
18674,93.4773058839382,0,0,0,0
18675,67.9073058839382,0,0,0,0
18676,66.5473058839382,0,0,0,0
18677,90.3573058839382,0,0,0,0
18678,85.0973058839382,0,0,0,0
18679,18.4073058839382,0,0,0,0
18680,18.4073058839382,0,0,0,0
18681,12.1173058839382,0,0,0,0
18682,5.29730588393824,0,0,0,0
18683,21.2973058839382,0,0,0,0
18684,21.2973058839382,0,0,0,0
18685,25.8873058839382,0,0,0,0
18686,25.8873058839382,0,0,0,0
18687,54.7673058839382,0,0,0,0
18688,29.8473058839382,0,0,0,0
18689,33.3273058839382,0,0,0,0
18690,55.6973058839382,0,0,0,0
18691,43.1873058839382,0,0,0,0
18692,43.1873058839382,0,0,0,0
18693,43.1873058839382,0,0,0,0
18694,43.1873058839382,0,0,0,0
18695,43.1873058839382,0,0,0,0
18696,17.1873058839382,0,0,0,0
18697,87.4673058839382,0,0,0,0
18698,74.4473058839382,0,0,0,0
18699,134.337305883938,0,0,0,0
18700,119.017305883938,0,0,0,0
18701,140.767305883938,0,0,0,0
18702,154.387305883938,0,0,0,0
18703,146.797305883938,0,0,0,0
18704,121.597305883938,0,0,0,0
18705,127.427305883938,0,0,0,0
18706,127.877305883938,0,0,0,0
18707,115.507305883938,0,0,0,0
18708,108.227305883938,0,0,0,0
18709,74.7273058839382,0,0,0,0
18710,100.667305883938,0,0,0,0
18711,106.667305883938,0,0,0,0
18712,97.7473058839382,0,0,0,0
18713,80.6773058839382,0,0,0,0
18714,100.267305883938,0,0,0,0
18715,84.3273058839382,0,0,0,0
18716,114.547305883938,0,0,0,0
18717,114.997305883938,0,0,0,0
18718,128.247305883938,0,0,0,0
18719,115.167305883938,0,0,0,0
18720,131.927305883938,0,0,0,0
18721,161.917305883938,0,0,0,0
18722,162.707305883938,0,0,0,0
18723,164.777305883938,0,0,0,0
18724,166.507305883938,0,0,0,0
18725,169.617305883938,0,0,0,0
18726,160.787305883938,0,0,0,0
18727,153.027305883938,0,0,0,0
18728,167.267305883938,0,0,0,0
18729,157.837305883938,0,0,0,0
18730,197.147305883938,0,0,0,0
18731,149.257305883938,0,0,0,0
18732,168.227305883938,0,0,0,0
18733,164.977305883938,0,0,0,0
18734,157.807305883938,0,0,0,0
18735,168.967305883938,0,0,0,0
18736,153.617305883938,0,0,0,0
18737,166.867305883938,0,0,0,0
18738,169.707305883938,0,0,0,0
18739,159.677305883938,0,0,0,0
18740,168.687305883938,0,0,0,0
18741,114.037305883938,0,0,0,0
18742,234.467305883938,0,0,0,0
18743,194.087305883938,0,0,0,0
18744,191.397305883938,0,0,0,0
18745,192.637305883938,0,0,0,0
18746,214.107305883938,0,0,0,0
18747,201.697305883938,0,0,0,0
18748,226.227305883938,0,0,0,0
18749,222.037305883938,0,0,0,0
18750,228.797305883938,0,0,0,0
18751,231.127305883938,0,0,0,0
18752,228.207305883938,0,0,0,0
18753,213.817305883938,0,0,0,0
18754,220.557305883938,0,0,0,0
18755,252.447305883938,0,0,0,0
18756,231.067305883938,0,0,0,0
18757,237.127305883938,0,0,0,0
18758,236.167305883938,0,0,0,0
18759,252.697305883938,0,0,0,0
18760,254.397305883938,0,0,0,0
18761,255.557305883938,0,0,0,0
18762,272.237305883938,0,0,0,0
18763,307.517305883938,0,0,0,0
18764,299.507305883938,0,0,0,0
18765,286.457305883938,0,0,0,0
18766,305.027305883938,0,0,0,0
18767,299.427305883938,0,0,0,0
18768,307.067305883938,0,0,0,0
18769,314.717305883938,0,0,0,0
18770,279.887305883938,0,0,0,0
18771,284.807305883938,0,0,0,0
18772,290.187305883938,0,0,0,0
18773,241.517305883938,0,0,0,0
18774,291.297305883938,0,0,0,0
18775,323.917305883938,0,0,0,0
18776,296.417305883938,0,0,0,0
18777,293.477305883938,0,0,0,0
18778,327.117305883938,0,0,0,0
18779,303.247305883938,0,0,0,0
18780,266.777305883938,0,0,0,0
18781,280.737305883938,0,0,0,0
18782,344.617305883938,0,0,0,0
18783,287.137305883938,0,0,0,0
18784,301.487305883938,0,0,0,0
18785,330.427305883938,0,0,0,0
18786,360.817305883938,0,0,0,0
18787,348.807305883938,0,0,0,0
18788,357.357305883938,0,0,0,0
18789,371.237305883938,0,0,0,0
18790,369.737305883938,0,0,0,0
18791,385.417305883938,0,0,0,0
18792,386.437305883938,0,0,0,0
18793,374.637305883938,0,0,0,0
18794,351.727305883938,0,0,0,0
18795,369.617305883938,0,0,0,0
18796,366.737305883938,0,0,0,0
18797,406.117305883938,0,0,0,0
18798,366.477305883938,0,0,0,0
18799,361.807305883938,0,0,0,0
18800,384.377305883938,0,0,0,0
18801,406.097305883938,0,0,0,0
18802,374.997305883938,0,0,0,0
18803,369.277305883938,0,0,0,0
18804,366.337305883938,0,0,0,0
18805,369.197305883938,0,0,0,0
18806,377.297305883938,0,0,0,0
18807,344.387305883938,0,0,0,0
18808,357.897305883938,0,0,0,0
18809,389.157305883938,0,0,0,0
18810,381.597305883938,0,0,0,0
18811,375.227305883938,0,0,0,0
18812,332.467305883938,0,0,0,0
18813,350.537305883938,0,0,0,0
18814,363.647305883938,0,0,0,0
18815,395.527305883938,0,0,0,0
18816,390.007305883938,0,0,0,0
18817,384.627305883938,0,0,0,0
18818,379.847305883938,0,0,0,0
18819,378.177305883938,0,0,0,0
18820,318.617305883938,0,0,0,0
18821,371.967305883938,0,0,0,0
18822,398.527305883938,0,0,0,0
18823,399.357305883938,0,0,0,0
18824,399.187305883938,0,0,0,0
18825,384.457305883938,0,0,0,0
18826,375.677305883938,0,0,0,0
18827,345.157305883938,0,0,0,0
18828,375.337305883938,0,0,0,0
18829,370.047305883938,0,0,0,0
18830,368.967305883938,0,0,0,0
18831,370.607305883938,0,0,0,0
18832,375.797305883938,0,0,0,0
18833,322.497305883938,0,0,0,0
18834,430.477305883938,0,0,0,0
18835,379.817305883938,0,0,0,0
18836,388.617305883938,0,0,0,0
18837,395.387305883938,0,0,0,0
18838,356.627305883938,0,0,0,0
18839,345.947305883938,0,0,0,0
18840,341.557305883938,0,0,0,0
18841,321.057305883938,0,0,0,0
18842,321.477305883938,0,0,0,0
18843,327.257305883938,0,0,0,0
18844,300.107305883938,0,0,0,0
18845,310.267305883938,0,0,0,0
18846,290.677305883938,0,0,0,0
18847,307.347305883938,0,0,0,0
18848,304.947305883938,0,0,0,0
18849,259.067305883938,0,0,0,0
18850,287.247305883938,0,0,0,0
18851,271.787305883938,0,0,0,0
18852,284.277305883938,0,0,0,0
18853,268.017305883938,0,0,0,0
18854,310.297305883938,0,0,0,0
18855,297.247305883938,0,0,0,0
18856,258.337305883938,0,0,0,0
18857,234.577305883938,0,0,0,0
18858,235.337305883938,0,0,0,0
18859,222.567305883938,0,0,0,0
18860,326.667305883938,0,0,0,0
18861,206.857305883938,0,0,0,0
18862,201.387305883938,0,0,0,0
18863,190.917305883938,0,0,0,0
18864,195.107305883938,0,0,0,0
18865,217.757305883938,0,0,0,0
18866,239.417305883938,0,0,0,0
18867,213.337305883938,0,0,0,0
18868,201.357305883938,0,0,0,0
18869,193.437305883938,0,0,0,0
18870,203.397305883938,0,0,0,0
18871,210.427305883938,0,0,0,0
18872,197.487305883938,0,0,0,0
18873,199.517305883938,0,0,0,0
18874,202.947305883938,0,0,0,0
18875,216.117305883938,0,0,0,0
18876,207.307305883938,0,0,0,0
18877,206.967305883938,0,0,0,0
18878,186.327305883938,0,0,0,0
18879,189.247305883938,0,0,0,0
18880,188.227305883938,0,0,0,0
18881,177.007305883938,0,0,0,0
18882,157.247305883938,0,0,0,0
18883,155.767305883938,0,0,0,0
18884,170.187305883938,0,0,0,0
18885,170.067305883938,0,0,0,0
18886,194.137305883938,0,0,0,0
18887,183.437305883938,0,0,0,0
18888,191.847305883938,0,0,0,0
18889,178.817305883938,0,0,0,0
18890,194.397305883938,0,0,0,0
18891,205.697305883938,0,0,0,0
18892,205.667305883938,0,0,0,0
18893,192.297305883938,0,0,0,0
18894,189.607305883938,0,0,0,0
18895,189.637305883938,0,0,0,0
18896,191.987305883938,0,0,0,0
18897,179.787305883938,0,0,0,0
18898,154.437305883938,0,0,0,0
18899,147.307305883938,0,0,0,0
18900,152.177305883938,0,0,0,0
18901,149.147305883938,0,0,0,0
18902,146.937305883938,0,0,0,0
18903,132.267305883938,0,0,0,0
18904,145.267305883938,0,0,0,0
18905,143.457305883938,0,0,0,0
18906,119.777305883938,0,0,0,0
18907,113.097305883938,0,0,0,0
18908,102.507305883938,0,0,0,0
18909,99.4473058839382,0,0,0,0
18910,87.4673058839382,0,0,0,0
18911,106.927305883938,0,0,0,0
18912,99.7373058839382,0,0,0,0
18913,90.8673058839382,0,0,0,0
18914,81.3873058839382,0,0,0,0
18915,84.5873058839382,0,0,0,0
18916,91.0373058839382,0,0,0,0
18917,80.7273058839382,0,0,0,0
18918,95.4873058839382,0,0,0,0
18919,99.3673058839382,0,0,0,0
18920,99.0573058839382,0,0,0,0
18921,98.0073058839382,0,0,0,0
18922,96.8973058839382,0,0,0,0
18923,99.9273058839382,0,0,0,0
18924,99.9273058839382,0,0,0,0
18925,107.607305883938,0,0,0,0
18926,110.687305883938,0,0,0,0
18927,106.757305883938,0,0,0,0
18928,85.8873058839382,0,0,0,0
18929,99.4773058839382,0,0,0,0
18930,149.967305883938,0,0,0,0
18931,152.457305883938,0,0,0,0
18932,148.037305883938,0,0,0,0
18933,157.047305883938,0,0,0,0
18934,162.907305883938,0,0,0,0
18935,156.057305883938,0,0,0,0
18936,139.547305883938,0,0,0,0
18937,137.767305883938,0,0,0,0
18938,140.257305883938,0,0,0,0
18939,138.267305883938,0,0,0,0
18940,147.727305883938,0,0,0,0
18941,156.597305883938,0,0,0,0
18942,144.697305883938,0,0,0,0
18943,138.557305883938,0,0,0,0
18944,139.487305883938,0,0,0,0
