2015 Shasta Reservoir Bathymetry file for waterbody 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width of Segment #30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,302.6,286.7,271.1,255.7,240.5,225.6,211,196.6,182.4,168.5,154.8,141.4,128.2,115.3,104.5,91,77.4,64.2,51.1,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,461,444.1,427.5,411.1,394.9,379,363.4,348,332.8,317.9,303.2,288.9,274.7,260.8,249,233.8,217.9,202.2,186.8,171.4,157.2,141.8,125.9,111.4,99.2,88.1,78,66.3,54.9,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,436.3,421.1,406.2,391.5,377,362.8,348.9,335.2,321.7,308.5,295.5,282.9,270.4,258.3,248.2,234.5,219.9,205.7,191.6,177.5,164.7,150.6,136,123.7,114.5,106.4,99.5,90.8,82.5,64.3,48.9,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,590.8,575.3,560.1,545.1,530.3,515.8,501.6,487.6,473.8,460.3,447,434,421.2,408.7,398.4,381.9,362.4,343.2,324.2,305.2,287.5,268.5,249,233.6,224.2,215.8,208.6,199.7,191.1,172.7,155.5,127,98.3,69.6,42,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1290.1,1263.2,1236.6,1210.2,1184,1158.1,1132.5,1107.1,1081.9,1057,1032.3,1007.8,983.5,959.6,937.7,900.1,851,802.1,753.5,704.9,657.5,608.9,559.8,515.1,477,440.1,404.2,366.7,329.4,282.4,215.8,189.6,163.2,136.8,111.5,87.1,62,35,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1153.3,1120.7,1088.4,1056.3,1024.4,992.8,961.5,930.4,899.5,868.9,838.5,808.4,778.5,748.9,721.3,700.6,688,675.6,663.5,651.4,640.6,628.5,615.9,600.5,580.9,562.4,544.9,525.8,507,478.4,442.8,408.7,374.5,340.1,306.9,274.7,241.7,206.9,174.3,143.7,108.6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1535.1,1490.4,1446,1401.8,1357.8,1314.1,1270.7,1227.5,1184.5,1141.8,1099.3,1057.2,1015.2,973.5,934,906.6,892.1,878,864,850.1,837.4,823.4,809,787.9,756.9,726.9,698.1,667.5,637.3,597.2,540.9,500.5,459.8,419.1,379.5,340.9,301.7,265.9,232.5,201.1,165,131.6,99,65.3,40.2,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1431.2,1413.8,1396.7,1379.8,1363.1,1346.7,1330.6,1314.7,1299,1283.6,1268.4,1253.6,1238.9,1224.5,1212.2,1193.3,1170.7,1148.4,1126.3,1104.3,1083.5,1061.4,1038.8,1014.2,986.5,959.9,934.4,907.1,880.2,843.5,794,761.9,729.7,697.3,666.1,635.8,604.2,554.3,506.7,461.1,410.9,363.3,316.6,268.7,229.5,188.3,146.8,100.2,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2031.8,1993,1954.5,1916.2,1878.1,1840.3,1802.8,1765.5,1728.4,1691.6,1655,1618.7,1582.7,1546.9,1513.2,1489.2,1475.8,1462.8,1449.9,1437.1,1425.5,1412.7,1399.3,1377.9,1344.2,1311.7,1280.3,1247.2,1214.3,1171.7,1108.6,1050.4,992,933.6,876.3,820,763.3,716.4,671.7,629,581.8,537.1,493.4,448.4,412.2,374,335.4,291.8,227.4,149.7,0,0,0,0,0,0,0,0,0,,,
Width of Segment #41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1685,1665.6,1646.5,1627.6,1608.9,1590.5,1572.4,1554.5,1536.8,1519.4,1502.2,1485.4,1468.7,1452.4,1438.2,1421.4,1404.7,1388.4,1372.2,1356,1341.1,1325,1308.3,1288.6,1264.2,1240.8,1218.6,1194.7,1171.1,1137.7,1090.3,1030.2,969.8,909.4,850.2,791.9,733.3,687,642.9,600.8,554.2,510.1,466.9,422.6,386.9,349.3,311.4,279.2,228,176.7,113.8,31.3,0,0,0,0,0,0,0,,,
Width of Segment #42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,197.8,184.2,170.9,157.8,144.9,132.3,120,107.9,96,84.4,73,61.8,50.8,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,357.2,339.2,321.5,304,286.7,269.7,253,236.5,220.2,204.2,188.4,172.8,157.5,142.5,129.5,112.7,94.7,76.9,59.4,41.9,25.7,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
