2015 Shasta Reservoir Bathymetry file for waterbody 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width of Segment #46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,430.9,417.1,403.6,390.3,377.2,364.4,351.9,339.6,327.5,315.7,304.1,292.9,281.9,271.2,262.5,245.9,224.7,203.7,182.9,162.1,142.6,121.9,100.6,82.3,69.4,58.6,43.9,30.5,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,859.3,826.7,794.4,762.3,730.4,698.8,667.5,636.4,605.5,574.9,544.5,514.4,484.5,454.9,427.3,405.1,389.6,374.5,359.5,344.6,331,316,300.6,280.2,252.3,225.6,199.9,172.6,145.5,108.7,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,652.2,630.8,609.7,588.8,568.1,547.7,527.6,507.7,488,468.6,449.4,430.5,411.8,393.4,377.1,357.1,336.1,315.5,295,274.5,255.3,234.9,213.9,198.1,190.2,183.4,177.7,170.2,163.1,146.2,133.2,117.3,101.3,46.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,577.9,561.2,544.8,528.6,512.6,496.9,481.5,466.3,451.3,436.6,422.1,408,394.1,380.4,368.9,355.4,342.4,329.7,317.2,304.7,293.6,281.1,268.1,253.7,237,221.4,207,190.8,175,149.3,120,94.7,69.3,43.8,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1681.9,1633.7,1585.8,1538.1,1490.6,1443.4,1396.5,1349.8,1303.3,1257.1,1211.1,1165.4,1119.9,1074.7,1031.6,995.1,966.6,938.5,910.5,882.5,855.8,827.9,799.4,767.4,730.1,693.9,658.7,621.9,585.4,539.1,470.2,416.8,363.2,309.5,257,205.4,153.1,98.9,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1389,1348.8,1308.9,1269.2,1229.7,1190.5,1151.6,1112.9,1074.4,1036.2,998.2,960.6,923.1,885.9,850.9,812.5,773.4,734.7,696.1,657.6,620.3,581.8,542.7,510.1,487,465.1,444.2,421.7,399.4,367.4,325.3,288,250.5,212.8,176.4,140.8,104.6,66.5,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,976.6,953.3,930.3,907.5,884.9,862.6,840.6,818.8,797.2,775.9,754.8,734,713.4,693.2,675,661.1,653.3,645.8,638.5,631.2,625.1,617.8,610,594.5,567.5,541.6,516.9,490.4,464.2,428.2,380.8,354.8,328.6,302.3,277.1,252.9,228.1,204.4,183.1,163.8,139.8,118.5,98,76.4,63.4,48.6,33.3,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2019.5,1994.6,1970,1945.6,1921.4,1897.5,1873.9,1850.5,1827.3,1804.4,1781.7,1759.4,1737.3,1715.4,1695.7,1672.9,1649.7,1626.9,1604.2,1581.5,1560.1,1537.4,1514.2,1491,1467.5,1445.2,1424,1401.1,1378.4,1346,1300.6,1242.4,1184,1125.6,1068.3,1012,954.7,888,823.7,761.4,694.4,630.1,566.7,502.1,446.1,388.3,330.1,266.7,183.7,0.4,0,0,0,0,0,0,0,0,0,,,
Width of Segment #54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2436.9,2397.9,2359.2,2320.7,2282.4,2244.4,2206.7,2169.2,2131.9,2094.9,2058.1,2021.6,1985.3,1949.2,1915.3,1882.1,1851.8,1821.8,1792,1762.2,1733.6,1703.8,1673.5,1646,1622.7,1600.5,1579.4,1556.6,1534.1,1501.8,1452.7,1365.5,1278.1,1190.7,1104.4,1019,933.7,867.2,803.1,741,674.2,610.1,546.9,482.4,426.7,369.1,311,247.9,164.1,47.4,0,0,0,0,0,0,0,0,0,,,
Width of Segment #55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2487.5,2464.5,2441.8,2419.3,2397,2375,2353.3,2331.8,2310.5,2289.5,2268.7,2248.2,2227.8,2207.8,2189.9,2163.9,2133.2,2102.9,2072.7,2042.5,2013.6,1983.4,1952.7,1925.6,1903.8,1883,1863.4,1842.1,1821.1,1790.2,1743.7,1656.5,1569.1,1481.7,1395.4,1310,1224.1,1142.1,1062.3,984.5,902.2,822.4,743.5,663.4,592.1,518.8,445.1,400.2,339.9,270.2,189,88.1,0,0,0,0,0,0,0,,,
Width of Segment #56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2890.8,2859.4,2828.3,2797.4,2766.7,2736.3,2706.2,2676.3,2646.6,2617.2,2588,2559.1,2530.5,2502.1,2475.8,2450.5,2428.3,2406.3,2384.6,2362.9,2342.5,2320.8,2298.6,2271.1,2235.7,2201.3,2168,2133,2098.4,2053.9,1989.3,1944.5,1899.4,1854.2,1810.2,1767.1,1722.2,1643.1,1566.3,1491.5,1412.1,1335.2,1259.3,1182.2,1113.8,1043.5,972.7,905.9,819.8,698.6,565.8,413.5,282.7,48.4,0,0,0,0,0,,,
Width of Segment #57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,205,190.9,177.1,163.5,150.1,137,124.2,111.6,99.2,87.1,75.2,63.5,52,40.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,309.9,298.5,287.4,276.5,265.8,255.4,245.3,235.4,225.7,216.3,207.1,198.1,189.3,180.9,174.5,160.8,143,125.6,108.3,91,75,57.7,40,23.7,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,664.4,645.9,627.7,609.7,591.9,574.4,557.2,540.2,523.4,506.9,490.6,474.5,458.7,443.2,429.8,417.6,408.8,400.3,392,383.7,376.7,368.4,359.6,348.2,332.9,318.7,305.6,290.8,276.3,251.9,225.8,207.2,188.3,169.4,151.6,134.8,117.4,103.1,91.1,81.1,66.5,54.5,43.4,31.1,27.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Width of Segment #62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1211.6,1193.2,1175.1,1157.2,1139.5,1122.1,1105,1088.1,1071.4,1055,1038.8,1023,1007.3,992,978.7,963.2,948,933.1,918.4,903.7,890.3,875.6,860.4,846.6,834.7,823.9,814.3,802.9,791.8,771,748.4,711.9,675.2,638.4,602.8,568.1,532.7,497.6,464.7,433.8,398.4,365.5,333.6,300.4,276,249.6,222.9,204.8,168.1,145.8,111.9,58.5,0,0,0,0,0,0,0,,,
Width of Segment #63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
