$2/1/1990-8/29/2024 Sacramento River (proportional estimate),
,
JDAY,QIN
18574,26.46
18575,29.44
18576,29.58
18577,27.29
18578,26.45
18579,26.42
18580,30.35
18581,28.42
18582,29.32
18583,26.22
18584,26.47
18585,20.64
18586,25.26
18587,31.87
18588,26.46
18589,27.39
18590,25.42
18591,28.44
18592,28.09
18593,25.94
18594,24.29
18595,27.58
18596,39.65
18597,34.32
18598,29.18
18599,28.22
18600,28.22
18601,33.22
18602,22.61
18603,27.79
18604,26.41
18605,29.83
18606,28.09
18607,27.27
18608,32.22
18609,30.16
18610,51.87
18611,52.16
18612,42.65
18613,33.5
18614,31.35
18615,29.8
18616,27.69
18617,31.11
18618,29.26
18619,33.66
18620,32.66
18621,28.34
18622,27.96
18623,27.45
18624,27.17
18625,25.05
18626,29.69
18627,27.95
18628,27.91
18629,26.54
18630,27.17
18631,27.44
18632,27.73
18633,27.79
18634,29.26
18635,21.75
18636,39.35
18637,34.23
18638,52.78
18639,54.49
18640,36.05
18641,37.5
18642,32.09
18643,29.45
18644,28.26
18645,31.15
18646,27.84
18647,28.25
18648,31.36
18649,27.64
18650,30.66
18651,35.37
18652,42.05
18653,51.96
18654,40.16
18655,37.49
18656,32.71
18657,37.42
18658,32.7
18659,29.96
18660,28.07
18661,31.31
18662,30.33
18663,29.7
18664,31.32
18665,32.11
18666,31.22
18667,31.23
18668,47.01
18669,39.41
18670,49.57
18671,38.61
18672,34.04
18673,33.77
18674,34.06
18675,35.52
18676,43.5
18677,62.4
18678,77.64
18679,142.53
18680,209.96
18681,157.02
18682,95.72
18683,87.92
18684,89.4
18685,72.74
18686,60.9
18687,57.43
18688,53.76
18689,61.03
18690,52.4
18691,105.61
18692,150.5
18693,99.62
18694,82.89
18695,78.7
18696,72.05
18697,66.75
18698,57.77
18699,54.19
18700,54.74
18701,51.16
18702,52.48
18703,48.68
18704,48.3
18705,45.36
18706,50.67
18707,55.64
18708,53.88
18709,60.23
18710,59.67
18711,69.22
18712,80.22
18713,64.26
18714,57.55
18715,55.52
18716,54.98
18717,54.43
18718,55.55
18719,49.96
18720,49.56
18721,47.53
18722,43.13
18723,42.28
18724,58.76
18725,44.4
18726,41.86
18727,40.25
18728,39.34
18729,39.08
18730,38.33
18731,38.58
18732,37.22
18733,38.08
18734,38.33
18735,40.7
18736,47.94
18737,47.15
18738,54.58
18739,44.54
18740,42.74
18741,40.37
18742,46.63
18743,46.01
18744,49.49
18745,48.83
18746,47.75
18747,47.7
18748,46.17
18749,43.89
18750,40.38
18751,41.21
18752,40.63
18753,39.73
18754,40.57
18755,40.68
18756,41.12
18757,38.99
18758,40.43
18759,40.11
18760,41.06
18761,40.13
18762,38.88
18763,43.81
18764,40.46
18765,37.63
18766,37.59
18767,36.46
18768,34.13
18769,34.59
18770,34.91
18771,32.73
18772,32.84
18773,30.52
18774,31.09
18775,30.33
18776,28.18
18777,26.03
18778,29.25
18779,28.58
18780,27.33
18781,27.39
18782,25.12
18783,24.37
18784,28.73
18785,25.14
18786,24.81
18787,26.04
18788,27.37
18789,25.93
18790,25.14
18791,28.18
18792,26.21
18793,26.08
18794,24.83
18795,29.99
18796,23.18
18797,26.87
18798,25.15
18799,25.01
18800,27.11
18801,26.28
18802,25.37
18803,25.97
18804,25.2
18805,29.27
18806,44.33
18807,30.1
18808,27.75
18809,29.19
18810,25.26
18811,25.78
18812,25.15
18813,26.76
18814,27.23
18815,24.93
18816,26.69
18817,25.8
18818,23.38
18819,25.7
18820,14.04
18821,23.64
18822,25.34
18823,28.33
18824,25.29
18825,24.31
18826,25.41
18827,16.46
18828,21.43
18829,25.48
18830,26.47
18831,25.23
18832,24.37
18833,22.93
18834,26.04
18835,28.12
18836,25.19
18837,26.05
18838,25.75
18839,24.79
18840,26.17
18841,25.79
18842,24.97
18843,27.03
18844,25.39
18845,26.18
18846,23.99
18847,23.11
18848,23.98
18849,17.52
18850,21.6
18851,19.99
18852,24.01
18853,18.83
18854,32.44
18855,30.33
18856,23.18
18857,20.7
18858,17.46
18859,32.77
18860,32.78
18861,20.72
18862,19.01
18863,20.76
18864,20.13
18865,21.36
18866,21.9
18867,18.69
18868,20.53
18869,21.87
18870,21.43
18871,20.84
18872,20.16
18873,21.31
18874,19.32
18875,18.88
18876,20.78
18877,18.28
18878,20.1
18879,20.08
18880,20.8
18881,20.54
18882,19.53
18883,18.44
18884,21.93
18885,20.16
18886,21.78
18887,20.14
18888,20.97
18889,20.6
18890,20.55
18891,20.66
18892,21.36
18893,20.2
18894,19.83
18895,23.45
18896,28.13
18897,21.98
18898,19.46
18899,20.87
18900,18.55
18901,21.49
18902,18.85
18903,18.58
18904,19.95
18905,16.54
18906,16.54
18907,19.82
18908,20.44
18909,20.4
18910,19.43
18911,17.71
18912,20.42
18913,18.98
18914,20.05
18915,19.4
18916,20.37
18917,16.98
18918,21.44
18919,20.87
18920,20.3
18921,19.33
18922,19.58
18923,19.62
18924,20.68
18925,18.5
18926,20.76
18927,22.41
18928,20.89
18929,19.99
18930,24.35
18931,39.35
18932,25.64
18933,22.1
18934,20.32
18935,20.27
18936,22.07
18937,20.65
18938,21.02
18939,20.97
18940,22.01
18941,20.8
18942,20.78
18943,31.49
18944,62.8
18945,47.45
18946,36.38
18947,31.11
18948,30.58
18949,31.84
18950,26.01
18951,30.16
18952,33.29
18953,86.81
18954,84.94
18955,44.41
18956,60.93
18957,43.3
18958,37.55
18959,34.57
18960,50.15
18961,56.75
18962,45.69
18963,156.79
18964,185.4
18965,125.8
18966,78.63
18967,98.8
18968,101.58
18969,76.17
18970,64.17
18971,61.34
18972,39.51
18973,45.25
18974,40.89
18975,56.92
18976,60.95
18977,47.11
18978,49.51
18979,53.0
18980,66.42
18981,95.87
18982,113.59
18983,87.34
18984,120.74
18985,114.73
18986,79.88
18987,66.09
18988,59.0
18989,56.06
18990,64.19
18991,78.97
18992,87.97
18993,135.47
18994,134.65
18995,377.44
18996,252.42
18997,154.67
18998,125.22
18999,129.16
19000,128.68
19001,119.29
19002,105.39
19003,92.57
19004,81.97
19005,73.4
19006,73.4
19007,67.4
19008,63.24
19009,62.94
19010,52.01
19011,51.23
19012,50.54
19013,45.87
19014,51.83
19015,46.98
19016,44.87
19017,42.29
19018,43.74
19019,46.88
19020,40.75
19021,39.19
19022,37.71
19023,37.45
19024,34.92
19025,35.19
19026,35.18
19027,35.25
19028,35.1
19029,35.25
19030,35.51
19031,67.09
19032,71.16
19033,57.08
19034,48.04
19035,46.37
19036,44.71
19037,46.46
19038,43.23
19039,42.52
19040,43.02
19041,43.73
19042,45.75
19043,84.74
19044,118.91
19045,92.6
19046,84.3
19047,83.68
19048,78.74
19049,71.64
19050,64.7
19051,65.83
19052,54.25
19053,55.28
19054,52.23
19055,48.27
19056,47.89
19057,49.75
19058,62.88
19059,71.77
19060,63.38
19061,63.95
19062,70.3
19063,69.06
19064,67.3
19065,67.12
19066,62.12
19067,58.78
19068,55.62
19069,52.46
19070,52.99
19071,49.6
19072,48.27
19073,46.72
19074,53.67
19075,75.55
19076,60.87
19077,56.57
19078,55.55
19079,52.2
19080,53.53
19081,49.61
19082,49.34
19083,51.72
19084,53.38
19085,53.12
19086,53.5
19087,58.86
19088,54.59
19089,53.21
19090,50.91
19091,52.18
19092,60.95
19093,58.77
19094,57.14
19095,53.91
19096,52.23
19097,56.45
19098,55.67
19099,58.03
19100,52.23
19101,45.31
19102,41.01
19103,43.67
19104,42.47
19105,41.25
19106,44.02
19107,41.54
19108,42.08
19109,42.84
19110,46.51
19111,42.23
19112,43.32
19113,43.33
19114,43.12
19115,39.74
19116,42.34
19117,38.78
19118,37.75
19119,39.95
19120,30.49
19121,33.41
19122,35.96
19123,37.23
19124,39.59
19125,35.26
19126,34.61
19127,35.54
19128,37.69
19129,36.19
19130,32.43
19131,33.1
19132,43.94
19133,44.82
19134,41.06
19135,35.57
19136,34.96
19137,35.83
19138,33.04
19139,30.9
19140,31.48
19141,32.9
19142,30.84
19143,32.61
19144,30.56
19145,36.24
19146,29.81
19147,29.58
19148,29.89
19149,27.95
19150,27.0
19151,25.59
19152,21.44
19153,21.35
19154,25.94
19155,25.95
19156,20.97
19157,26.97
19158,28.34
19159,21.63
19160,25.4
19161,23.35
19162,26.8
19163,20.52
19164,24.92
19165,24.94
19166,23.87
19167,20.38
19168,22.21
19169,20.18
19170,15.83
19171,16.62
19172,16.62
19173,21.68
19174,18.5
19175,20.79
19176,25.66
19177,24.35
19178,20.38
19179,20.59
19180,20.34
19181,18.34
19182,16.73
19183,16.87
19184,20.02
19185,22.59
19186,22.5
19187,25.21
19188,18.4
19189,22.46
19190,22.25
19191,23.06
19192,22.94
19193,22.25
19194,22.66
19195,20.92
19196,21.23
19197,18.4
19198,20.26
19199,22.15
19200,19.67
19201,18.5
19202,19.82
19203,17.71
19204,16.75
19205,23.15
19206,19.29
19207,18.42
19208,19.0
19209,20.65
19210,20.66
19211,19.52
19212,20.9
19213,21.35
19214,20.15
19215,21.32
19216,19.96
19217,22.06
19218,23.42
19219,20.84
19220,21.11
19221,22.01
19222,21.63
19223,16.48
19224,21.29
19225,20.23
19226,20.94
19227,18.23
19228,18.88
19229,17.3
19230,20.58
19231,20.57
19232,16.68
19233,19.81
19234,20.63
19235,22.09
19236,19.25
19237,20.28
19238,19.39
19239,18.17
19240,19.78
19241,17.25
19242,19.43
19243,16.43
19244,20.05
19245,12.72
19246,20.05
19247,19.74
19248,19.74
19249,19.97
19250,19.06
19251,16.73
19252,22.2
19253,18.77
19254,18.87
19255,18.77
19256,18.31
19257,16.54
19258,19.58
19259,17.19
19260,20.18
19261,17.54
19262,20.94
19263,17.74
19264,17.33
19265,19.71
19266,18.0
19267,17.74
19268,18.48
19269,17.98
19270,18.88
19271,18.68
19272,19.67
19273,19.05
19274,16.27
19275,18.77
19276,19.45
19277,19.99
19278,17.22
19279,16.31
19280,18.09
19281,19.67
19282,18.16
19283,17.92
19284,20.04
19285,17.29
19286,19.64
19287,19.55
19288,19.91
19289,19.07
19290,18.07
19291,18.61
19292,19.08
19293,17.66
19294,19.25
19295,18.37
19296,18.83
19297,18.15
19298,18.7
19299,19.68
19300,19.15
19301,19.29
19302,20.15
19303,19.37
19304,54.04
19305,36.04
19306,29.95
19307,24.1
19308,24.47
19309,24.66
19310,22.65
19311,22.26
19312,21.25
19313,21.74
19314,20.56
19315,24.96
19316,21.34
19317,21.84
19318,21.37
19319,21.22
19320,20.03
19321,23.22
19322,21.12
19323,20.68
19324,20.26
19325,21.9
19326,19.76
19327,21.74
19328,20.33
19329,19.88
19330,20.61
19331,20.65
19332,20.4
19333,20.54
19334,20.58
19335,22.82
19336,19.02
19337,26.74
19338,23.55
19339,24.46
19340,69.68
19341,216.77
19342,182.21
19343,317.58
19344,119.77
19345,72.81
19346,69.46
19347,133.27
19348,126.92
19349,73.81
19350,57.1
19351,44.41
19352,41.75
19353,53.54
19354,244.38
19355,539.31
19356,309.46
19357,234.95
19358,292.29
19359,161.8
19360,109.58
19361,87.9
19362,79.06
19363,69.45
19364,57.37
19365,65.92
19366,63.02
19367,64.13
19368,84.63
19369,99.15
19370,166.43
19371,234.16
19372,235.03
19373,180.99
19374,136.69
19375,106.98
19376,94.2
19377,85.65
19378,78.71
19379,78.59
19380,99.67
19381,116.14
19382,95.69
19383,90.32
19384,84.5
19385,86.37
19386,81.51
19387,75.77
19388,71.74
19389,66.27
19390,67.83
19391,62.09
19392,61.07
19393,57.1
19394,54.21
19395,54.37
19396,48.63
19397,49.36
19398,46.68
19399,43.77
19400,44.83
19401,43.56
19402,51.97
19403,45.25
19404,64.24
19405,84.63
19406,66.61
19407,61.14
19408,59.78
19409,54.29
19410,53.88
19411,50.19
19412,45.73
19413,48.81
19414,43.6
19415,46.04
19416,43.98
19417,42.03
19418,42.17
19419,41.48
19420,37.97
19421,36.98
19422,36.44
19423,37.37
19424,36.65
19425,35.44
19426,37.75
19427,35.73
19428,36.65
19429,36.8
19430,49.67
19431,93.24
19432,267.94
19433,159.74
19434,118.66
19435,97.28
19436,83.57
19437,77.81
19438,72.72
19439,74.71
19440,80.6
19441,71.64
19442,67.21
19443,71.99
19444,67.1
19445,63.7
19446,55.81
19447,61.75
19448,54.57
19449,58.27
19450,57.61
19451,57.21
19452,71.81
19453,54.14
19454,52.15
19455,52.12
19456,52.68
19457,51.85
19458,53.61
19459,54.24
19460,82.1
19461,113.26
19462,101.4
19463,90.36
19464,81.88
19465,76.36
19466,68.76
19467,64.68
19468,61.63
19469,67.87
19470,60.44
19471,66.28
19472,95.02
19473,118.59
19474,88.74
19475,84.2
19476,205.59
19477,205.61
19478,181.77
19479,138.69
19480,121.08
19481,116.37
19482,111.69
19483,99.9
19484,95.91
19485,90.89
19486,94.67
19487,95.1
19488,91.32
19489,89.91
19490,87.87
19491,85.02
19492,83.85
19493,87.52
19494,82.61
19495,76.2
19496,66.94
19497,64.74
19498,64.35
19499,61.56
19500,66.08
19501,64.9
19502,64.16
19503,59.31
19504,58.46
19505,55.66
19506,55.87
19507,54.79
19508,53.29
19509,49.86
19510,48.42
19511,48.48
19512,47.86
19513,44.12
19514,45.54
19515,43.35
19516,43.35
19517,43.01
19518,40.73
19519,45.36
19520,39.75
19521,35.45
19522,36.31
19523,34.33
19524,34.13
19525,29.3
19526,32.52
19527,32.13
19528,28.39
19529,25.99
19530,26.65
19531,26.82
19532,25.53
19533,28.27
19534,26.96
19535,29.79
19536,28.46
19537,25.75
19538,28.5
19539,28.34
19540,24.29
19541,26.92
19542,26.71
19543,25.84
19544,25.39
19545,25.4
19546,23.47
19547,26.62
19548,26.07
19549,26.08
19550,25.65
19551,24.26
19552,23.14
19553,26.25
19554,23.85
19555,25.02
19556,23.64
19557,23.47
19558,21.93
19559,23.88
19560,23.96
19561,23.47
19562,26.12
19563,22.65
19564,25.14
19565,20.75
19566,22.49
19567,21.7
19568,22.55
19569,22.57
19570,20.23
19571,22.1
19572,35.52
19573,25.5
19574,18.29
19575,20.46
19576,17.59
19577,16.7
19578,17.6
19579,16.76
19580,16.58
19581,17.89
19582,18.65
19583,18.98
19584,18.15
19585,19.84
19586,19.94
19587,18.79
19588,20.83
19589,19.63
19590,19.61
19591,20.15
19592,21.08
19593,20.73
19594,20.95
19595,20.14
19596,20.95
19597,20.53
19598,19.8
19599,21.27
19600,21.02
19601,19.66
19602,21.27
19603,22.09
19604,19.56
19605,19.74
19606,22.71
19607,21.06
19608,19.29
19609,22.04
19610,21.57
19611,20.56
19612,20.75
19613,20.75
19614,20.92
19615,21.07
19616,21.19
19617,22.16
19618,18.49
19619,21.32
19620,21.97
19621,21.25
19622,22.26
19623,22.05
19624,19.97
19625,22.16
19626,22.87
19627,21.33
19628,22.6
19629,21.22
19630,22.27
19631,22.18
19632,20.62
19633,21.78
19634,18.79
19635,23.76
19636,22.37
19637,21.02
19638,22.2
19639,22.16
19640,20.02
19641,20.7
19642,20.49
19643,21.63
19644,19.46
19645,35.22
19646,19.07
19647,20.3
19648,19.88
19649,22.16
19650,19.42
19651,21.16
19652,19.74
19653,21.5
19654,18.61
19655,19.17
19656,20.65
19657,21.84
19658,21.26
19659,24.78
19660,17.96
19661,21.2
19662,19.92
19663,21.49
19664,25.42
19665,22.03
19666,21.98
19667,22.81
19668,21.82
19669,27.76
19670,47.07
19671,49.29
19672,31.39
19673,24.49
19674,24.66
19675,21.73
19676,35.81
19677,39.63
19678,33.41
19679,28.41
19680,25.5
19681,25.86
19682,27.44
19683,24.99
19684,23.12
19685,20.71
19686,21.41
19687,22.48
19688,22.83
19689,24.8
19690,22.14
19691,32.12
19692,30.34
19693,34.35
19694,36.05
19695,32.41
19696,31.53
19697,55.39
19698,173.74
19699,86.22
19700,50.03
19701,50.55
19702,50.13
19703,44.66
19704,51.99
19705,86.51
19706,162.4
19707,74.65
19708,56.98
19709,72.29
19710,17.76
19711,44.67
19712,42.25
19713,37.73
19714,35.76
19715,61.14
19716,193.91
19717,111.1
19718,80.53
19719,59.74
19720,61.75
19721,69.45
19722,50.19
19723,58.67
19724,169.18
19725,102.0
19726,71.87
19727,59.03
19728,59.03
19729,41.52
19730,60.55
19731,79.79
19732,107.24
19733,110.47
19734,92.02
19735,84.33
19736,75.97
19737,72.55
19738,67.69
19739,67.4
19740,57.12
19741,57.67
19742,54.4
19743,52.48
19744,50.27
19745,38.12
19746,55.39
19747,44.19
19748,40.17
19749,43.79
19750,49.18
19751,44.66
19752,40.0
19753,41.68
19754,51.12
19755,40.87
19756,63.07
19757,71.37
19758,58.86
19759,54.24
19760,53.99
19761,51.85
19762,49.66
19763,47.4
19764,44.05
19765,44.37
19766,43.3
19767,45.49
19768,47.04
19769,55.77
19770,226.46
19771,719.24
19772,509.14
19773,266.18
19774,198.16
19775,156.31
19776,138.77
19777,112.9
19778,108.54
19779,217.89
19780,305.78
19781,217.82
19782,157.37
19783,131.27
19784,145.83
19785,121.12
19786,108.61
19787,96.67
19788,89.29
19789,82.46
19790,78.44
19791,79.85
19792,81.09
19793,82.37
19794,81.79
19795,78.25
19796,75.48
19797,74.38
19798,74.44
19799,72.51
19800,71.43
19801,69.57
19802,67.88
19803,64.73
19804,65.28
19805,64.9
19806,65.25
19807,64.81
19808,76.0
19809,68.32
19810,67.11
19811,61.49
19812,59.27
19813,61.75
19814,56.5
19815,55.55
19816,51.14
19817,52.35
19818,47.69
19819,48.18
19820,47.28
19821,52.57
19822,50.88
19823,49.02
19824,47.1
19825,47.71
19826,45.02
19827,50.8
19828,46.94
19829,47.32
19830,42.25
19831,46.49
19832,44.79
19833,64.05
19834,75.4
19835,81.94
19836,69.82
19837,65.12
19838,54.41
19839,55.81
19840,54.3
19841,53.38
19842,51.35
19843,48.08
19844,47.77
19845,46.2
19846,46.2
19847,47.19
19848,49.41
19849,45.81
19850,44.85
19851,45.09
19852,41.34
19853,40.45
19854,45.44
19855,40.37
19856,38.72
19857,38.88
19858,39.42
19859,36.74
19860,37.47
19861,38.17
19862,42.97
19863,36.89
19864,35.4
19865,35.72
19866,34.48
19867,34.64
19868,33.63
19869,34.94
19870,32.65
19871,36.57
19872,34.4
19873,33.36
19874,34.39
19875,27.23
19876,34.9
19877,31.06
19878,31.19
19879,30.05
19880,30.25
19881,27.62
19882,27.62
19883,23.76
19884,30.66
19885,28.83
19886,32.75
19887,25.92
19888,23.98
19889,29.39
19890,27.06
19891,26.78
19892,26.71
19893,29.3
19894,27.63
19895,26.03
19896,24.23
19897,23.36
19898,25.02
19899,24.96
19900,21.97
19901,25.95
19902,23.8
19903,28.19
19904,22.84
19905,27.68
19906,26.41
19907,28.96
19908,21.84
19909,26.19
19910,26.78
19911,23.8
19912,20.1
19913,21.5
19914,23.61
19915,20.81
19916,20.8
19917,23.95
19918,20.53
19919,22.06
19920,22.49
19921,25.11
19922,20.05
19923,24.32
19924,22.64
19925,26.89
19926,29.89
19927,21.94
19928,21.92
19929,19.91
19930,21.18
19931,24.07
19932,17.38
19933,20.12
19934,21.3
19935,20.74
19936,19.81
19937,18.92
19938,20.72
19939,19.43
19940,21.43
19941,16.07
19942,19.56
19943,18.42
19944,19.97
19945,19.5
19946,19.5
19947,19.83
19948,19.42
19949,19.62
19950,19.01
19951,18.36
19952,20.43
19953,18.66
19954,18.83
19955,19.2
19956,19.16
19957,17.55
19958,19.1
19959,17.98
19960,17.76
19961,19.77
19962,18.21
19963,17.35
19964,15.18
19965,19.16
19966,17.3
19967,16.52
19968,18.56
19969,17.38
19970,17.41
19971,19.11
19972,19.76
19973,18.39
19974,19.48
19975,18.37
19976,18.16
19977,19.24
19978,19.38
19979,17.79
19980,17.84
19981,18.25
19982,17.08
19983,16.34
19984,18.33
19985,16.78
19986,19.94
19987,19.15
19988,17.89
19989,20.3
19990,18.11
19991,19.9
19992,19.12
19993,20.23
19994,18.55
19995,19.57
19996,18.27
19997,18.56
19998,18.44
19999,18.38
20000,19.49
20001,19.5
20002,19.12
20003,19.41
20004,18.63
20005,20.17
20006,20.17
20007,18.79
20008,18.07
20009,18.29
20010,20.87
20011,18.86
20012,18.97
20013,29.75
20014,25.27
20015,22.22
20016,61.17
20017,29.73
20018,24.8
20019,21.73
20020,37.24
20021,26.12
20022,29.32
20023,36.16
20024,28.74
20025,26.17
20026,25.67
20027,23.13
20028,23.61
20029,21.36
20030,20.92
20031,8.2
20032,15.61
20033,19.79
20034,21.09
20035,23.28
20036,23.56
20037,24.24
20038,26.19
20039,26.24
20040,21.94
20041,22.72
20042,22.16
20043,21.69
20044,23.36
20045,22.96
20046,22.72
20047,21.81
20048,22.11
20049,21.23
20050,19.83
20051,22.66
20052,22.42
20053,23.43
20054,23.61
20055,24.99
20056,21.35
20057,19.98
20058,20.73
20059,21.07
20060,23.05
20061,17.2
20062,22.26
20063,19.85
20064,41.06
20065,63.6
20066,177.82
20067,104.67
20068,63.28
20069,49.1
20070,42.26
20071,37.69
20072,36.63
20073,33.68
20074,34.0
20075,33.49
20076,28.21
20077,27.72
20078,26.82
20079,26.97
20080,27.34
20081,27.67
20082,24.15
20083,25.36
20084,41.05
20085,73.63
20086,67.31
20087,75.86
20088,101.35
20089,79.85
20090,74.85
20091,67.55
20092,58.51
20093,45.47
20094,42.7
20095,39.59
20096,47.8
20097,44.4
20098,54.54
20099,55.87
20100,57.09
20101,49.9
20102,39.48
20103,42.95
20104,38.98
20105,36.77
20106,36.07
20107,42.41
20108,44.79
20109,48.19
20110,46.19
20111,47.66
20112,45.19
20113,44.78
20114,51.64
20115,111.55
20116,108.64
20117,153.38
20118,118.93
20119,86.71
20120,72.0
20121,62.69
20122,58.67
20123,53.48
20124,53.49
20125,47.51
20126,45.98
20127,47.37
20128,42.39
20129,43.41
20130,40.45
20131,39.49
20132,38.96
20133,54.45
20134,52.16
20135,51.63
20136,48.48
20137,44.54
20138,47.34
20139,49.35
20140,86.91
20141,76.15
20142,71.59
20143,60.65
20144,57.49
20145,51.9
20146,49.57
20147,71.23
20148,93.82
20149,91.02
20150,92.39
20151,80.42
20152,71.39
20153,64.6
20154,56.15
20155,53.74
20156,53.84
20157,52.29
20158,55.65
20159,51.09
20160,52.87
20161,46.27
20162,49.76
20163,46.87
20164,44.61
20165,43.37
20166,44.15
20167,69.82
20168,84.36
20169,101.67
20170,188.7
20171,164.39
20172,115.65
20173,91.75
20174,78.49
20175,103.74
20176,117.6
20177,103.49
20178,92.48
20179,79.27
20180,74.56
20181,67.6
20182,78.57
20183,72.59
20184,74.13
20185,71.21
20186,70.68
20187,96.25
20188,74.65
20189,73.65
20190,70.94
20191,69.75
20192,63.25
20193,59.7
20194,57.62
20195,57.21
20196,52.24
20197,54.04
20198,51.23
20199,48.72
20200,48.84
20201,50.22
20202,60.0
20203,51.19
20204,50.93
20205,48.61
20206,47.87
20207,51.47
20208,51.49
20209,55.16
20210,51.42
20211,53.37
20212,52.29
20213,61.21
20214,82.23
20215,73.88
20216,75.12
20217,152.94
20218,244.22
20219,174.81
20220,133.56
20221,118.88
20222,108.85
20223,104.97
20224,71.91
20225,178.85
20226,104.51
20227,191.68
20228,206.33
20229,163.17
20230,138.64
20231,122.44
20232,108.8
20233,99.97
20234,86.95
20235,87.3
20236,82.68
20237,75.5
20238,67.45
20239,69.27
20240,57.4
20241,58.7
20242,57.03
20243,54.31
20244,48.28
20245,52.37
20246,48.02
20247,46.54
20248,48.45
20249,46.08
20250,46.11
20251,45.76
20252,40.81
20253,40.42
20254,37.44
20255,33.45
20256,47.42
20257,61.5
20258,71.82
20259,58.94
20260,48.91
20261,44.76
20262,42.67
20263,37.26
20264,34.69
20265,33.15
20266,34.99
20267,30.43
20268,39.11
20269,38.08
20270,35.61
20271,33.72
20272,32.82
20273,34.78
20274,31.71
20275,30.31
20276,30.31
20277,31.57
20278,29.48
20279,28.84
20280,29.56
20281,29.66
20282,21.69
20283,28.77
20284,30.08
20285,30.65
20286,28.05
20287,26.31
20288,25.96
20289,28.34
20290,25.64
20291,27.11
20292,24.34
20293,23.44
20294,22.14
20295,9.75
20296,14.17
20297,23.93
20298,23.04
20299,23.23
20300,23.29
20301,22.72
20302,24.88
20303,22.25
20304,35.93
20305,15.07
20306,18.66
20307,22.61
20308,21.67
20309,22.93
20310,23.27
20311,22.74
20312,22.44
20313,25.08
20314,20.19
20315,21.35
20316,22.13
20317,20.57
20318,22.37
20319,20.69
20320,21.6
20321,20.23
20322,18.74
20323,22.54
20324,20.35
20325,19.86
20326,21.35
20327,16.18
20328,19.1
20329,26.73
20330,12.8
20331,19.05
20332,21.24
20333,20.42
20334,20.29
20335,20.35
20336,19.66
20337,19.05
20338,18.24
20339,19.9
20340,21.39
20341,22.86
20342,20.05
20343,19.18
20344,21.56
20345,22.64
20346,20.68
20347,23.84
20348,21.87
20349,21.46
20350,20.89
20351,19.7
20352,18.74
20353,21.6
20354,22.73
20355,20.75
20356,20.25
20357,20.47
20358,21.96
20359,26.69
20360,20.61
20361,20.71
20362,16.3
20363,20.56
20364,20.56
20365,19.82
20366,18.77
20367,18.83
20368,23.42
20369,22.25
20370,20.87
20371,21.9
20372,21.7
20373,22.21
20374,26.24
20375,20.7
20376,19.62
20377,20.65
20378,19.09
20379,23.25
20380,22.01
20381,22.77
20382,21.84
20383,22.11
20384,21.33
20385,20.3
20386,18.99
20387,17.13
20388,27.76
20389,17.85
20390,28.66
20391,22.93
20392,20.02
20393,17.71
20394,25.92
20395,22.82
20396,34.04
20397,27.69
20398,20.05
20399,33.83
20400,94.8
20401,50.42
20402,32.19
20403,35.8
20404,28.72
20405,26.93
20406,24.75
20407,22.99
20408,24.75
20409,31.14
20410,25.36
20411,19.73
20412,30.46
20413,24.99
20414,23.98
20415,21.78
20416,23.64
20417,22.01
20418,30.58
20419,24.43
20420,22.92
20421,33.68
20422,22.9
20423,33.4
20424,106.4
20425,62.8
20426,39.53
20427,33.63
20428,27.34
20429,34.46
20430,30.77
20431,29.99
20432,28.91
20433,26.33
20434,26.33
20435,25.72
20436,24.2
20437,27.93
20438,28.01
20439,28.38
20440,27.23
20441,46.1
20442,133.39
20443,126.87
20444,163.82
20445,238.91
20446,209.57
20447,125.94
20448,125.18
20449,200.8
20450,239.57
20451,420.52
20452,255.29
20453,349.27
20454,484.31
20455,382.44
20456,339.82
20457,287.68
20458,278.74
20459,209.91
20460,166.61
20461,142.67
20462,128.22
20463,116.01
20464,122.36
20465,125.0
20466,109.21
20467,96.65
20468,155.44
20469,124.24
20470,108.06
20471,101.26
20472,123.64
20473,109.23
20474,105.65
20475,91.91
20476,84.01
20477,77.84
20478,80.92
20479,71.91
20480,74.21
20481,67.72
20482,114.77
20483,109.32
20484,133.76
20485,130.02
20486,120.97
20487,130.33
20488,128.01
20489,144.71
20490,129.02
20491,116.1
20492,90.86
20493,96.9
20494,91.32
20495,84.93
20496,79.62
20497,75.83
20498,71.83
20499,69.79
20500,66.96
20501,62.47
20502,63.51
20503,61.48
20504,54.61
20505,55.27
20506,51.89
20507,49.46
20508,50.98
20509,51.96
20510,49.97
20511,59.89
20512,197.53
20513,242.86
20514,192.82
20515,155.21
20516,133.56
20517,128.75
20518,185.64
20519,185.64
20520,187.43
20521,147.56
20522,127.57
20523,121.19
20524,102.74
20525,85.48
20526,105.92
20527,95.89
20528,105.45
20529,155.3
20530,162.43
20531,129.15
20532,112.19
20533,109.86
20534,112.25
20535,90.83
20536,87.98
20537,107.71
20538,179.47
20539,150.93
20540,144.35
20541,148.05
20542,166.81
20543,152.09
20544,188.61
20545,198.23
20546,192.82
20547,235.68
20548,225.08
20549,187.27
20550,180.18
20551,154.79
20552,179.36
20553,183.92
20554,173.21
20555,232.63
20556,352.19
20557,266.43
20558,219.94
20559,219.11
20560,217.02
20561,182.21
20562,152.47
20563,160.12
20564,152.72
20565,141.3
20566,143.34
20567,134.57
