$2/1/1990-8/29/2024 Sacramento River (proportional estimate),
,
JDAY,QIN
16581,69.93
16582,67.28
16583,63.99
16584,62.66
16585,68.0
16586,53.57
16587,65.22
16588,56.36
16589,58.64
16590,59.97
16591,42.8
16592,56.92
16593,54.85
16594,50.01
16595,54.39
16596,42.56
16597,44.62
16598,43.61
16599,54.76
16600,42.49
16601,77.59
16602,64.38
16603,70.39
16604,53.8
16605,52.17
16606,60.14
16607,51.09
16608,52.06
16609,49.12
16610,53.71
16611,44.79
16612,48.04
16613,43.83
16614,42.12
16615,39.89
16616,47.83
16617,42.86
16618,39.0
16619,34.04
16620,34.35
16621,39.98
16622,37.23
16623,34.16
16624,43.15
16625,26.83
16626,33.13
16627,35.07
16628,37.73
16629,28.04
16630,35.05
16631,30.45
16632,33.85
16633,30.49
16634,33.56
16635,37.8
16636,33.41
16637,35.35
16638,34.57
16639,35.29
16640,32.8
16641,15.01
16642,29.67
16643,30.74
16644,23.96
16645,26.73
16646,46.99
16647,28.86
16648,9.67
16649,19.43
16650,21.84
16651,40.19
16652,15.97
16653,35.78
16654,31.55
16655,20.39
16656,21.23
16657,31.33
16658,25.4
16659,38.04
16660,23.41
16661,28.51
16662,27.37
16663,28.59
16664,25.04
16665,29.29
16666,29.21
16667,20.16
16668,31.63
16669,29.67
16670,30.31
16671,10.58
16672,28.2
16673,27.47
16674,19.26
16675,27.79
16676,29.29
16677,21.74
16678,29.52
16679,15.8
16680,24.34
16681,22.63
16682,23.67
16683,23.6
16684,30.22
16685,20.48
16686,22.33
16687,28.55
16688,16.7
16689,30.18
16690,31.08
16691,9.72
16692,17.22
16693,24.07
16694,23.67
16695,18.01
16696,25.83
16697,29.39
16698,19.81
16699,28.2
16700,19.23
16701,21.33
16702,21.91
16703,19.91
16704,28.59
16705,26.46
16706,17.45
16707,20.76
16708,23.77
16709,31.17
16710,16.79
16711,28.77
16712,17.84
16713,21.17
16714,24.18
16715,18.33
16716,20.15
16717,28.16
16718,23.84
16719,18.47
16720,29.04
16721,27.58
16722,18.63
16723,25.76
16724,23.48
16725,26.85
16726,27.91
16727,18.65
16728,21.68
16729,27.65
16730,22.74
16731,21.44
16732,26.74
16733,16.73
16734,26.18
16735,23.26
16736,20.47
16737,20.13
16738,30.74
16739,31.0
16740,17.01
16741,26.63
16742,23.72
16743,24.18
16744,15.52
16745,20.42
16746,27.57
16747,21.97
16748,24.45
16749,26.06
16750,24.88
16751,20.26
16752,21.05
16753,24.11
16754,23.7
16755,27.42
16756,21.7
16757,22.95
16758,22.63
16759,24.48
16760,27.16
16761,14.52
16762,24.52
16763,21.78
16764,23.06
16765,21.33
16766,16.49
16767,27.42
16768,17.38
16769,16.71
16770,20.31
16771,28.96
16772,19.62
16773,27.11
16774,27.06
16775,25.48
16776,33.29
16777,20.94
16778,25.1
16779,27.98
16780,34.21
16781,70.61
16782,184.17
16783,121.88
16784,87.37
16785,146.83
16786,93.03
16787,57.66
16788,47.29
16789,31.8
16790,52.94
16791,41.28
16792,24.98
16793,35.84
16794,28.05
16795,31.0
16796,26.52
16797,25.9
16798,34.19
16799,43.97
16800,35.97
16801,37.68
16802,38.56
16803,41.28
16804,32.58
16805,34.82
16806,36.21
16807,26.59
16808,39.94
16809,28.4
16810,36.45
16811,42.76
16812,27.98
16813,43.96
16814,31.37
16815,32.53
16816,38.51
16817,94.99
16818,102.7
16819,74.58
16820,51.2
16821,99.07
16822,87.55
16823,62.19
16824,60.13
16825,86.23
16826,83.11
16827,64.76
16828,77.59
16829,76.02
16830,57.69
16831,48.87
16832,56.55
16833,78.8
16834,53.56
16835,66.27
16836,159.2
16837,297.28
16838,212.51
16839,194.1
16840,155.79
16841,140.21
16842,130.08
16843,110.04
16844,104.65
16845,95.79
16846,82.05
16847,81.45
16848,87.65
16849,235.51
16850,334.47
16851,369.25
16852,385.83
16853,421.13
16854,265.45
16855,211.66
16856,177.38
16857,140.19
16858,129.92
16859,113.09
16860,126.44
16861,149.32
16862,122.69
16863,113.2
16864,114.19
16865,195.48
16866,191.03
16867,162.08
16868,139.6
16869,117.82
16870,118.22
16871,121.53
16872,150.03
16873,144.06
16874,127.23
16875,119.29
16876,104.82
16877,97.66
16878,92.86
16879,80.88
16880,86.99
16881,82.68
16882,77.2
16883,67.78
16884,75.64
16885,76.45
16886,60.54
16887,55.5
16888,78.74
16889,60.74
16890,59.89
16891,62.07
16892,60.02
16893,91.53
16894,93.82
16895,82.02
16896,80.39
16897,74.32
16898,71.54
16899,59.68
16900,71.88
16901,69.26
16902,71.2
16903,50.05
16904,65.58
16905,56.61
16906,64.42
16907,59.33
16908,70.99
16909,79.76
16910,70.14
16911,74.88
16912,69.85
16913,68.0
16914,67.21
16915,63.03
16916,92.69
16917,73.19
16918,74.89
16919,65.47
16920,76.42
16921,59.16
16922,67.97
16923,57.69
16924,57.42
16925,58.04
16926,54.68
16927,48.48
16928,50.33
16929,49.54
16930,52.6
16931,44.36
16932,50.87
16933,37.24
16934,42.67
16935,48.01
16936,39.75
16937,60.5
16938,102.74
16939,214.2
16940,263.21
16941,156.28
16942,112.17
16943,122.36
16944,104.85
16945,89.55
16946,90.04
16947,90.04
16948,74.26
16949,71.37
16950,78.99
16951,72.28
16952,55.36
16953,58.47
16954,60.82
16955,55.5
16956,52.14
16957,53.24
16958,42.96
16959,65.43
16960,37.49
16961,39.42
16962,42.56
16963,35.84
16964,51.41
16965,37.37
16966,32.35
16967,39.9
16968,45.26
16969,28.0
16970,33.14
16971,25.76
16972,32.08
16973,37.03
16974,44.66
16975,12.63
16976,46.08
16977,20.59
16978,40.79
16979,33.64
16980,34.96
16981,26.31
16982,44.32
16983,19.75
16984,25.17
16985,49.64
16986,23.47
16987,34.73
16988,28.55
16989,35.66
16990,27.53
16991,23.62
16992,36.05
16993,34.16
16994,30.47
16995,13.98
16996,42.45
16997,9.33
16998,31.02
16999,32.24
17000,29.65
17001,31.78
17002,14.58
17003,39.84
17004,15.59
17005,25.45
17006,32.69
17007,25.71
17008,14.63
17009,37.72
17010,19.64
17011,24.51
17012,27.33
17013,23.95
17014,22.55
17015,24.89
17016,23.7
17017,23.59
17018,27.48
17019,25.89
17020,27.33
17021,20.3
17022,30.4
17023,28.46
17024,23.8
17025,20.02
17026,31.71
17027,20.97
17028,21.56
17029,23.02
17030,19.1
17031,19.23
17032,21.07
17033,39.39
17034,10.83
17035,43.68
17036,24.15
17037,32.76
17038,6.45
17039,27.08
17040,26.51
17041,24.85
17042,18.91
17043,30.57
17044,20.02
17045,25.54
17046,12.64
17047,26.44
17048,26.1
17049,26.08
17050,24.21
17051,18.1
17052,20.07
17053,23.6
17054,26.21
17055,20.76
17056,27.91
17057,21.95
17058,34.18
17059,20.46
17060,21.61
17061,32.43
17062,20.19
17063,22.66
17064,24.16
17065,30.06
17066,20.83
17067,17.38
17068,31.92
17069,24.0
17070,22.11
17071,26.99
17072,22.93
17073,18.2
17074,17.27
17075,32.09
17076,26.26
17077,28.58
17078,19.7
17079,28.67
17080,26.27
17081,20.57
17082,20.48
17083,23.92
17084,21.57
17085,34.08
17086,22.87
17087,24.88
17088,18.44
17089,19.41
17090,27.44
17091,27.02
17092,25.23
17093,23.55
17094,26.63
17095,16.62
17096,21.36
17097,30.91
17098,24.45
17099,23.37
17100,20.69
17101,28.69
17102,31.25
17103,21.81
17104,44.09
17105,34.88
17106,23.82
17107,13.52
17108,26.41
17109,23.37
17110,26.79
17111,27.57
17112,23.32
17113,25.27
17114,24.81
17115,19.55
17116,25.7
17117,25.46
17118,22.94
17119,28.87
17120,21.25
17121,24.66
17122,27.27
17123,40.18
17124,89.64
17125,118.67
17126,89.22
17127,67.05
17128,85.2
17129,64.86
17130,46.66
17131,42.41
17132,32.94
17133,33.7
17134,35.67
17135,33.3
17136,29.01
17137,38.41
17138,22.22
17139,36.56
17140,63.92
17141,32.38
17142,35.45
17143,107.51
17144,182.85
17145,405.11
17146,403.06
17147,238.18
17148,193.09
17149,173.65
17150,124.76
17151,98.58
17152,85.97
17153,72.41
17154,59.98
17155,55.08
17156,66.77
17157,53.99
17158,45.95
17159,64.4
17160,47.78
17161,58.58
17162,66.05
17163,100.13
17164,238.23
17165,480.46
17166,625.4
17167,1031.39
17168,1321.13
17169,731.22
17170,450.31
17171,351.39
17172,333.31
17173,229.09
17174,194.45
17175,156.7
17176,143.27
17177,112.04
17178,99.35
17179,93.52
17180,77.73
17181,73.77
17182,52.92
17183,66.57
17184,62.09
17185,67.91
17186,56.35
17187,58.43
17188,88.11
17189,105.3
17190,79.75
17191,81.31
17192,102.49
17193,317.13
17194,232.89
17195,220.93
17196,181.05
17197,164.86
17198,152.07
17199,141.51
17200,134.76
17201,127.31
17202,124.49
17203,102.41
17204,100.75
17205,90.77
17206,83.09
17207,81.58
17208,74.68
17209,75.69
17210,70.38
17211,70.59
17212,72.49
17213,65.72
17214,61.6
17215,60.95
17216,58.33
17217,75.77
17218,59.52
17219,66.08
17220,50.66
17221,56.79
17222,47.32
17223,62.24
17224,44.91
17225,55.32
17226,47.12
17227,51.39
17228,57.92
17229,51.77
17230,51.62
17231,52.73
17232,49.25
17233,45.06
17234,43.8
17235,48.4
17236,46.22
17237,51.0
17238,43.44
17239,42.2
17240,42.84
17241,50.16
17242,53.12
17243,62.64
17244,46.74
17245,60.26
17246,49.07
17247,62.35
17248,49.19
17249,52.19
17250,48.07
17251,55.81
17252,50.96
17253,50.49
17254,49.08
17255,52.56
17256,41.36
17257,42.88
17258,53.73
17259,37.76
17260,46.92
17261,42.0
17262,44.28
17263,39.06
17264,36.58
17265,40.92
17266,38.23
17267,44.81
17268,27.45
17269,41.61
17270,43.07
17271,34.05
17272,34.43
17273,42.19
17274,35.08
17275,60.8
17276,42.79
17277,75.84
17278,61.45
17279,66.48
17280,70.5
17281,51.73
17282,62.12
17283,50.8
17284,50.7
17285,61.57
17286,41.3
17287,46.99
17288,48.5
17289,45.69
17290,39.47
17291,49.54
17292,43.39
17293,41.01
17294,37.54
17295,35.51
17296,33.92
17297,41.43
17298,36.38
17299,39.94
17300,38.97
17301,29.51
17302,37.42
17303,33.17
17304,27.8
17305,30.68
17306,38.42
17307,27.66
17308,35.19
17309,22.18
17310,52.53
17311,35.06
17312,21.53
17313,29.85
17314,22.19
17315,30.05
17316,30.76
17317,32.2
17318,32.17
17319,36.15
17320,18.41
17321,44.83
17322,35.97
17323,29.84
17324,32.91
17325,31.96
17326,37.93
17327,18.4
17328,34.98
17329,28.42
17330,30.54
17331,29.77
17332,37.88
17333,22.05
17334,25.38
17335,35.09
17336,28.22
17337,25.01
17338,30.91
17339,27.83
17340,27.17
17341,14.48
17342,32.53
17343,18.96
17344,28.91
17345,22.66
17346,13.73
17347,33.72
17348,30.9
17349,27.44
17350,25.04
17351,32.6
17352,17.24
17353,29.26
17354,21.24
17355,33.7
17356,23.94
17357,26.0
17358,19.19
17359,31.09
17360,22.85
17361,21.14
17362,27.05
17363,24.81
17364,21.72
17365,24.0
17366,24.32
17367,22.08
17368,25.38
17369,27.49
17370,24.97
17371,19.99
17372,21.35
17373,23.29
17374,25.33
17375,23.4
17376,24.42
17377,22.91
17378,28.17
17379,23.55
17380,27.63
17381,24.13
17382,24.77
17383,20.59
17384,22.92
17385,15.82
17386,20.03
17387,21.76
17388,25.39
17389,22.49
17390,28.2
17391,24.14
17392,16.12
17393,29.12
17394,24.07
17395,22.01
17396,22.44
17397,20.64
17398,25.61
17399,31.06
17400,25.15
17401,27.18
17402,23.18
17403,18.5
17404,25.65
17405,21.25
17406,24.23
17407,25.33
17408,23.52
17409,20.4
17410,24.75
17411,24.88
17412,21.46
17413,38.5
17414,30.56
17415,24.45
17416,10.73
17417,25.17
17418,24.33
17419,36.11
17420,22.68
17421,33.46
17422,21.44
17423,18.55
17424,31.87
17425,33.72
17426,30.3
17427,25.37
17428,29.82
17429,25.41
17430,19.67
17431,23.67
17432,25.41
17433,27.38
17434,22.3
17435,24.46
17436,20.71
17437,21.7
17438,24.67
17439,15.16
17440,19.93
17441,26.03
17442,19.38
17443,26.02
17444,20.84
17445,15.77
17446,37.24
17447,15.61
17448,36.72
17449,27.69
17450,37.06
17451,15.72
17452,27.32
17453,27.94
17454,24.82
17455,23.61
17456,25.27
17457,28.67
17458,23.77
17459,24.26
17460,28.56
17461,22.18
17462,21.11
17463,23.18
17464,21.34
17465,24.31
17466,21.62
17467,34.31
17468,24.69
17469,30.78
17470,17.54
17471,23.29
17472,25.61
17473,25.73
17474,29.34
17475,17.3
17476,24.9
17477,25.99
17478,28.36
17479,32.3
17480,13.1
17481,32.78
17482,25.64
17483,26.01
17484,33.85
17485,35.05
17486,43.72
17487,70.74
17488,56.47
17489,38.23
17490,99.05
17491,69.73
17492,17.68
17493,40.27
17494,42.0
17495,64.76
17496,83.24
17497,98.86
17498,71.06
17499,54.05
17500,56.68
17501,57.0
17502,35.58
17503,54.47
17504,51.3
17505,39.68
17506,43.16
17507,31.73
17508,82.31
17509,68.39
17510,53.69
17511,49.82
17512,35.84
17513,44.44
17514,44.51
17515,49.26
17516,47.83
17517,32.46
17518,59.39
17519,38.79
17520,48.2
17521,45.65
17522,38.82
17523,38.75
17524,32.8
17525,42.34
17526,27.27
17527,37.1
17528,25.97
17529,34.55
17530,35.51
17531,30.52
17532,36.34
17533,35.38
17534,76.89
17535,126.11
17536,121.55
17537,91.8
17538,77.01
17539,70.0
17540,55.76
17541,56.59
17542,51.97
17543,138.08
17544,240.11
17545,181.13
17546,236.49
17547,236.77
17548,217.6
17549,305.54
17550,335.2
17551,306.06
17552,225.24
17553,168.18
17554,138.79
17555,114.04
17556,108.14
17557,106.09
17558,172.48
17559,208.1
17560,160.58
17561,220.09
17562,135.41
17563,196.39
17564,253.45
17565,271.2
17566,481.19
17567,336.38
17568,365.18
17569,418.64
17570,463.89
17571,375.16
17572,242.93
17573,186.66
17574,161.91
17575,178.9
17576,199.53
17577,252.43
17578,209.28
17579,179.03
17580,161.28
17581,165.02
17582,234.04
17583,240.22
17584,227.83
17585,199.75
17586,177.32
17587,164.61
17588,139.63
17589,115.84
17590,103.85
17591,98.02
17592,100.75
17593,102.54
17594,110.12
17595,106.42
17596,102.06
17597,94.98
17598,88.93
17599,86.17
17600,79.76
17601,71.61
17602,78.35
17603,61.0
17604,101.81
17605,93.69
17606,97.02
17607,106.88
17608,107.81
17609,98.83
17610,98.48
17611,96.84
17612,108.54
17613,232.97
17614,405.44
17615,368.99
17616,215.66
17617,177.2
17618,149.68
17619,137.85
17620,127.52
17621,111.02
17622,117.06
17623,107.71
17624,115.74
17625,121.09
17626,124.56
17627,112.06
17628,116.67
17629,105.19
17630,110.65
17631,111.84
17632,118.63
17633,126.24
17634,119.21
17635,117.16
17636,110.23
17637,103.44
17638,98.04
17639,85.36
17640,91.33
17641,82.15
17642,82.97
17643,91.12
17644,88.96
17645,89.93
17646,98.0
17647,90.49
17648,89.87
17649,90.04
17650,87.72
17651,95.48
17652,89.42
17653,102.23
17654,108.55
17655,96.04
17656,93.91
17657,89.8
17658,91.31
17659,94.79
17660,109.22
17661,107.46
17662,106.88
17663,112.35
17664,114.88
17665,113.09
17666,117.9
17667,121.11
17668,133.86
17669,125.84
17670,119.04
17671,127.22
17672,103.55
17673,110.72
17674,101.16
17675,93.94
17676,103.88
17677,109.55
17678,116.88
17679,115.4
17680,160.36
17681,194.07
17682,165.05
17683,142.47
17684,125.36
17685,126.48
17686,130.18
17687,110.04
17688,113.11
17689,108.11
17690,105.89
17691,103.55
17692,103.74
17693,105.91
17694,107.35
17695,116.22
17696,113.07
17697,106.27
17698,134.71
17699,107.3
17700,93.8
17701,102.05
17702,87.57
17703,88.49
17704,74.52
17705,87.35
17706,73.67
17707,77.37
17708,75.15
17709,66.07
17710,78.6
17711,57.14
17712,55.28
17713,62.47
17714,64.87
17715,56.11
17716,42.67
17717,62.83
17718,48.09
17719,54.57
17720,47.96
17721,47.59
17722,48.0
17723,47.31
17724,43.52
17725,45.19
17726,41.1
17727,45.35
17728,42.38
17729,35.27
17730,42.32
17731,38.61
17732,41.5
17733,37.04
17734,33.67
17735,42.02
17736,38.58
17737,41.73
17738,30.1
17739,39.31
17740,29.11
17741,37.91
17742,32.79
17743,34.87
17744,29.37
17745,40.03
17746,28.94
17747,51.11
17748,45.56
17749,22.34
17750,28.94
17751,36.54
17752,31.35
17753,36.23
17754,29.23
17755,35.19
17756,28.89
17757,33.58
17758,35.95
17759,37.44
17760,28.13
17761,17.36
17762,34.5
17763,28.2
17764,36.59
17765,37.47
17766,27.13
17767,25.62
17768,33.01
17769,22.01
17770,33.02
17771,27.19
17772,34.36
17773,36.47
17774,25.87
17775,26.82
17776,31.36
17777,28.91
17778,36.08
17779,25.36
17780,29.16
17781,29.37
17782,34.24
17783,29.09
17784,30.65
17785,30.18
17786,32.44
17787,32.71
17788,21.62
17789,25.78
17790,28.34
17791,27.99
17792,31.41
17793,25.18
17794,24.46
17795,26.82
17796,30.94
17797,33.94
17798,34.23
17799,29.27
17800,34.48
17801,22.75
17802,25.38
17803,20.25
17804,32.34
17805,35.13
17806,44.41
17807,16.25
17808,11.54
17809,28.74
17810,38.17
17811,39.51
17812,29.57
17813,31.71
17814,38.83
17815,10.96
17816,29.7
17817,30.62
17818,19.15
17819,33.7
17820,34.62
17821,36.08
17822,34.64
17823,28.42
17824,26.9
17825,27.36
17826,29.52
17827,30.22
17828,36.48
17829,39.46
17830,32.84
17831,28.87
17832,49.04
17833,15.23
17834,32.48
17835,29.47
17836,32.81
17837,49.7
17838,9.77
17839,38.17
17840,33.45
17841,21.7
17842,82.67
17843,62.19
17844,35.59
17845,37.34
17846,49.53
17847,36.49
17848,34.08
17849,36.82
17850,32.82
17851,31.89
17852,36.58
17853,47.96
17854,36.3
17855,35.37
17856,33.32
17857,71.39
17858,58.84
17859,169.03
17860,96.59
17861,73.34
17862,87.99
17863,80.98
17864,69.58
17865,100.34
17866,238.4
17867,184.74
17868,156.67
17869,210.01
17870,132.52
17871,113.37
17872,88.13
17873,74.16
17874,66.77
17875,60.22
17876,54.38
17877,57.56
17878,54.79
17879,59.5
17880,60.57
17881,56.96
17882,53.31
17883,56.07
17884,56.06
17885,48.42
17886,43.72
17887,42.97
17888,39.29
17889,45.19
17890,34.1
17891,41.47
17892,43.1
17893,39.58
17894,42.15
17895,39.54
17896,39.85
17897,40.1
17898,39.21
17899,36.27
17900,39.34
17901,38.17
17902,32.87
17903,36.55
17904,37.2
17905,35.95
17906,39.19
17907,28.36
17908,34.57
17909,38.03
17910,35.08
17911,38.3
17912,38.23
17913,43.4
17914,76.29
17915,126.01
17916,138.81
17917,160.29
17918,131.99
17919,154.73
17920,179.82
17921,127.67
17922,103.58
17923,96.84
17924,82.54
17925,71.03
17926,67.7
17927,62.12
17928,62.53
17929,51.82
17930,54.16
17931,49.87
17932,51.0
17933,52.48
17934,132.96
17935,250.07
17936,175.83
17937,252.02
17938,170.9
17939,140.31
17940,119.06
17941,109.44
17942,98.62
17943,96.87
17944,117.16
17945,117.57
17946,130.54
17947,119.13
17948,133.45
17949,135.65
17950,126.31
17951,135.84
17952,139.38
17953,184.39
17954,151.67
17955,134.93
17956,191.51
17957,190.69
17958,163.86
17959,164.36
17960,148.7
17961,135.27
17962,126.05
17963,112.36
17964,126.96
17965,112.71
17966,104.42
17967,96.67
17968,93.41
17969,86.15
17970,88.76
17971,80.94
17972,79.9
17973,80.91
17974,81.48
17975,79.6
17976,82.03
17977,82.54
17978,83.71
17979,78.67
17980,134.9
17981,161.52
17982,124.81
17983,109.51
17984,98.89
17985,91.61
17986,91.02
17987,89.68
17988,78.83
17989,76.46
17990,75.22
17991,68.46
17992,87.16
17993,68.09
17994,75.13
17995,98.23
17996,97.71
17997,86.31
17998,81.85
17999,83.96
18000,85.57
18001,78.44
18002,82.82
18003,84.45
18004,80.66
18005,88.28
18006,86.84
18007,91.45
18008,89.61
18009,85.51
18010,80.97
18011,81.65
18012,77.87
18013,82.5
18014,78.56
18015,73.04
18016,73.84
18017,71.21
18018,70.87
18019,74.64
18020,74.88
18021,70.58
18022,71.86
18023,68.54
18024,71.79
18025,65.99
18026,62.67
18027,60.35
18028,61.82
18029,61.55
18030,58.13
18031,56.53
18032,54.4
18033,62.47
18034,49.51
18035,57.32
18036,56.91
18037,57.17
18038,54.87
18039,55.55
18040,55.77
18041,58.88
18042,61.6
18043,59.4
18044,58.33
18045,55.41
18046,60.08
18047,52.12
18048,52.97
18049,50.13
18050,52.91
18051,48.41
18052,48.66
18053,44.85
18054,52.41
18055,43.26
18056,47.11
18057,43.8
18058,41.99
18059,43.59
18060,36.9
18061,40.54
18062,36.91
18063,40.71
18064,37.15
18065,38.19
18066,36.74
18067,29.5
18068,33.28
18069,37.53
18070,33.02
18071,33.77
18072,33.06
18073,34.27
18074,35.77
18075,33.85
18076,32.29
18077,32.03
18078,33.32
18079,34.69
18080,31.54
18081,34.19
18082,30.32
18083,29.48
18084,31.63
18085,29.57
18086,30.67
18087,30.69
18088,32.71
18089,26.63
18090,30.29
18091,26.08
18092,33.89
18093,33.99
18094,29.97
18095,22.73
18096,28.35
18097,21.35
18098,30.97
18099,29.01
18100,27.74
18101,28.01
18102,30.92
18103,26.64
18104,28.01
18105,26.63
18106,29.55
18107,28.31
18108,21.36
18109,30.18
18110,31.08
18111,24.58
18112,25.92
18113,23.32
18114,28.56
18115,24.34
18116,25.86
18117,23.74
18118,27.19
18119,29.85
18120,26.07
18121,27.48
18122,27.42
18123,27.02
18124,26.77
18125,27.04
18126,28.03
18127,24.93
18128,26.9
18129,29.64
18130,25.87
18131,27.17
18132,26.28
18133,27.33
18134,29.5
18135,24.24
18136,27.01
18137,26.27
18138,22.45
18139,28.76
18140,25.16
18141,23.87
18142,29.03
18143,25.08
18144,27.04
18145,25.94
18146,25.84
18147,28.94
18148,24.11
18149,24.78
18150,26.35
18151,23.98
18152,22.71
18153,24.7
18154,25.21
18155,25.84
18156,25.07
18157,27.6
18158,25.75
18159,28.28
18160,25.41
18161,26.67
18162,24.88
18163,29.46
18164,28.55
18165,24.66
18166,23.33
18167,20.84
18168,25.91
18169,22.55
18170,28.02
18171,27.26
18172,24.09
18173,27.14
18174,23.47
18175,24.86
18176,32.28
18177,23.67
18178,28.11
18179,26.59
18180,26.21
18181,25.34
18182,27.27
18183,28.04
18184,25.34
18185,25.45
18186,26.76
18187,28.04
18188,23.55
18189,28.72
18190,29.58
18191,27.19
18192,26.4
18193,27.14
18194,24.32
18195,27.15
18196,26.42
18197,34.41
18198,48.89
18199,23.75
18200,33.56
18201,36.54
18202,29.13
18203,29.81
18204,30.19
18205,33.37
18206,28.85
18207,30.29
18208,31.76
18209,38.77
18210,28.89
18211,56.71
18212,45.25
18213,34.08
18214,27.99
18215,27.71
18216,35.55
18217,43.46
18218,41.15
18219,29.85
18220,47.36
18221,45.17
18222,36.22
18223,29.8
18224,31.85
18225,31.32
18226,35.65
18227,29.78
18228,30.94
18229,27.69
18230,45.87
18231,61.42
18232,54.21
18233,44.38
18234,41.14
18235,36.46
18236,33.36
18237,33.66
18238,34.16
18239,33.58
18240,36.95
18241,31.3
18242,32.87
18243,32.63
18244,35.13
18245,31.05
18246,31.3
18247,28.74
18248,32.64
18249,28.62
18250,27.01
18251,35.63
18252,31.64
18253,27.48
18254,31.02
18255,29.1
18256,27.68
18257,30.29
18258,26.91
18259,28.32
18260,26.85
18261,27.74
18262,25.67
18263,30.7
18264,28.33
18265,27.59
18266,30.78
18267,29.65
18268,28.1
18269,27.66
18270,30.48
18271,27.78
18272,38.72
18273,91.64
18274,53.1
18275,56.53
18276,115.41
18277,183.48
18278,207.56
18279,113.61
18280,101.48
18281,114.77
18282,167.78
18283,112.6
18284,83.85
18285,118.22
18286,150.01
18287,134.97
18288,105.64
18289,91.61
18290,79.2
18291,68.57
18292,88.23
18293,88.32
18294,79.2
18295,79.48
18296,73.71
18297,72.23
18298,125.08
18299,139.97
18300,99.0
18301,87.09
18302,79.8
18303,92.78
18304,143.84
18305,220.41
18306,307.0
18307,453.43
18308,252.08
18309,174.99
18310,142.64
18311,119.08
18312,105.86
18313,101.32
18314,105.75
18315,184.04
18316,201.73
18317,143.97
18318,127.2
18319,229.17
18320,339.66
18321,243.24
18322,249.22
18323,191.17
18324,162.92
18325,131.7
18326,129.28
18327,149.4
18328,137.64
18329,136.33
18330,156.15
18331,165.11
18332,165.11
18333,153.75
18334,136.38
18335,123.62
18336,112.6
18337,105.98
18338,100.73
18339,95.88
18340,86.55
18341,85.63
18342,82.98
18343,77.13
18344,75.17
18345,73.6
18346,71.47
18347,69.55
18348,66.25
18349,66.28
18350,67.16
18351,63.94
18352,62.66
18353,62.45
18354,63.47
18355,55.24
18356,61.42
18357,66.73
18358,62.84
18359,65.03
18360,61.76
18361,63.79
18362,63.75
18363,57.69
18364,61.71
18365,62.04
18366,103.77
18367,90.85
18368,85.21
18369,104.36
18370,171.47
18371,134.19
18372,109.52
18373,93.76
18374,87.9
18375,81.35
18376,74.64
18377,71.28
18378,70.18
18379,67.24
18380,61.94
18381,64.43
18382,59.1
18383,58.41
18384,57.02
18385,53.79
18386,57.62
18387,38.94
18388,53.84
18389,51.76
18390,54.73
18391,49.43
18392,50.02
18393,54.52
18394,48.1
18395,47.03
18396,48.38
18397,49.14
18398,54.41
18399,49.48
18400,48.52
18401,47.96
18402,46.6
18403,49.81
18404,50.9
18405,50.73
18406,53.8
18407,51.14
18408,51.53
18409,46.69
18410,47.07
18411,45.55
18412,42.36
18413,42.39
18414,38.09
18415,41.58
18416,40.01
18417,40.86
18418,36.9
18419,39.05
18420,35.68
18421,38.28
18422,40.82
18423,38.8
18424,37.24
18425,34.75
18426,38.15
18427,35.73
18428,35.59
18429,39.88
18430,37.93
18431,33.95
18432,33.32
18433,34.79
18434,34.48
18435,33.21
18436,32.91
18437,32.79
18438,27.28
18439,35.01
18440,30.06
18441,32.67
18442,32.08
18443,28.8
18444,31.81
18445,29.96
18446,26.89
18447,32.21
18448,29.01
18449,30.65
18450,32.25
18451,29.56
18452,30.65
18453,28.18
18454,30.27
18455,28.61
18456,29.97
18457,27.35
18458,30.13
18459,29.51
18460,29.06
18461,26.81
18462,27.74
18463,27.74
18464,29.64
18465,28.39
18466,31.11
18467,29.69
18468,27.02
18469,25.97
18470,31.38
18471,29.95
18472,27.57
18473,30.56
18474,26.22
18475,28.42
18476,26.33
18477,29.36
18478,30.84
18479,26.57
18480,28.78
18481,25.91
18482,29.12
18483,23.75
18484,26.67
18485,26.27
18486,26.84
18487,28.25
18488,26.98
18489,27.9
18490,26.76
18491,26.11
18492,26.51
18493,28.8
18494,24.84
18495,24.29
18496,25.91
18497,26.74
18498,27.89
18499,22.83
18500,26.6
18501,26.11
18502,25.66
18503,23.83
18504,23.53
18505,24.99
18506,25.39
18507,48.33
18508,33.4
18509,27.82
18510,27.68
18511,25.85
18512,25.09
18513,25.5
18514,27.79
18515,25.38
18516,27.08
18517,22.93
18518,25.61
18519,26.8
18520,27.19
18521,24.95
18522,25.97
18523,25.62
18524,26.67
18525,26.7
18526,25.29
18527,25.76
18528,29.56
18529,25.38
18530,25.79
18531,24.31
18532,25.46
18533,24.6
18534,24.73
18535,25.66
18536,25.11
18537,25.19
18538,24.19
18539,20.87
18540,29.04
18541,26.5
18542,24.71
18543,26.76
18544,26.4
18545,27.8
18546,27.76
18547,28.13
18548,25.32
18549,26.85
18550,24.94
18551,19.19
18552,24.92
18553,24.74
18554,24.85
18555,24.66
18556,25.41
18557,25.36
18558,25.59
18559,26.19
18560,25.4
18561,28.88
18562,30.13
18563,28.28
18564,38.94
18565,39.13
18566,37.34
18567,29.41
18568,27.7
18569,30.38
18570,26.6
18571,22.5
18572,29.57
18573,26.02
