$10/1/1950-8/29/2024 McCloud River (proportional estimate),
,
JDAY,QIN
13847,12.9
13848,11.64
13849,9.34
13850,12.48
13851,11.31
13852,11.97
13853,14.73
13854,11.89
13855,12.15
13856,9.0
13857,11.29
13858,12.04
13859,8.78
13860,14.09
13861,13.2
13862,12.97
13863,12.35
13864,14.1
13865,9.93
13866,11.5
13867,13.19
13868,11.58
13869,10.83
13870,13.59
13871,12.52
13872,11.82
13873,11.25
13874,13.59
13875,12.98
13876,10.55
13877,12.6
13878,12.17
13879,13.42
13880,13.07
13881,11.29
13882,11.42
13883,11.02
13884,12.99
13885,11.92
13886,13.25
13887,9.88
13888,13.89
13889,10.8
13890,13.63
13891,11.38
13892,12.09
13893,13.1
13894,13.21
13895,12.3
13896,13.65
13897,11.42
13898,13.31
13899,13.45
13900,12.04
13901,10.82
13902,15.46
13903,12.24
13904,12.47
13905,12.1
13906,12.34
13907,12.52
13908,11.81
13909,13.81
13910,13.41
13911,11.36
13912,13.07
13913,24.43
13914,19.62
13915,15.17
13916,15.31
13917,13.53
13918,11.39
13919,14.72
13920,17.32
13921,19.44
13922,16.13
13923,18.8
13924,26.68
13925,19.89
13926,17.55
13927,29.44
13928,22.34
13929,16.91
13930,19.21
13931,15.2
13932,18.8
13933,92.85
13934,69.08
13935,35.31
13936,28.34
13937,23.39
13938,22.43
13939,28.08
13940,19.98
13941,18.67
13942,17.62
13943,19.84
13944,18.04
13945,16.64
13946,18.07
13947,18.61
13948,14.46
13949,15.02
13950,14.97
13951,14.22
13952,13.69
13953,15.54
13954,14.45
13955,13.07
13956,15.7
13957,15.89
13958,14.37
13959,20.77
13960,16.15
13961,24.61
13962,27.34
13963,37.07
13964,25.23
13965,27.34
13966,18.85
13967,17.01
13968,15.55
13969,19.26
13970,16.91
13971,19.45
13972,18.64
13973,16.44
13974,17.78
13975,15.5
13976,18.73
13977,19.59
13978,17.61
13979,19.21
13980,18.29
13981,19.14
13982,21.11
13983,19.01
13984,20.69
13985,17.61
13986,17.19
13987,20.98
13988,14.06
13989,16.62
13990,17.92
13991,17.13
13992,20.82
13993,19.51
13994,31.26
13995,26.13
13996,23.98
13997,23.68
13998,19.8
13999,19.21
14000,20.66
14001,12.87
14002,26.6
14003,19.34
14004,22.78
14005,15.58
14006,20.68
14007,20.6
14008,18.33
14009,14.75
14010,18.52
14011,15.44
14012,17.82
14013,18.41
14014,13.3
14015,17.07
14016,15.94
14017,7.71
14018,17.82
14019,14.58
14020,17.92
14021,20.84
14022,15.44
14023,27.07
14024,20.09
14025,22.54
14026,30.55
14027,28.66
14028,26.24
14029,28.64
14030,36.22
14031,33.18
14032,27.0
14033,60.73
14034,43.03
14035,40.25
14036,50.88
14037,71.12
14038,60.93
14039,126.6
14040,285.57
14041,247.52
14042,238.63
14043,165.2
14044,126.47
14045,92.79
14046,76.5
14047,74.37
14048,71.75
14049,105.56
14050,103.62
14051,81.97
14052,73.54
14053,64.24
14054,65.47
14055,70.98
14056,125.35
14057,94.15
14058,81.95
14059,75.48
14060,71.43
14061,62.94
14062,60.95
14063,60.29
14064,61.59
14065,63.18
14066,60.21
14067,54.93
14068,52.91
14069,50.59
14070,50.67
14071,45.64
14072,47.03
14073,42.63
14074,42.17
14075,47.16
14076,33.86
14077,39.67
14078,37.21
14079,37.36
14080,33.25
14081,35.91
14082,33.21
14083,38.67
14084,35.58
14085,39.09
14086,34.63
14087,34.5
14088,31.7
14089,29.75
14090,30.23
14091,27.58
14092,32.43
14093,27.92
14094,28.8
14095,24.48
14096,26.09
14097,22.73
14098,27.03
14099,24.84
14100,23.71
14101,23.35
14102,28.67
14103,20.23
14104,26.59
14105,20.47
14106,20.8
14107,23.18
14108,23.45
14109,20.83
14110,21.17
14111,19.54
14112,19.34
14113,20.09
14114,17.72
14115,19.75
14116,21.43
14117,17.46
14118,18.27
14119,17.82
14120,20.38
14121,18.0
14122,18.83
14123,16.95
14124,18.31
14125,16.43
14126,17.21
14127,19.69
14128,15.62
14129,15.74
14130,18.7
14131,16.71
14132,13.9
14133,15.51
14134,16.01
14135,14.25
14136,15.68
14137,15.5
14138,16.59
14139,15.07
14140,15.51
14141,13.71
14142,16.45
14143,12.43
14144,13.01
14145,14.3
14146,15.12
14147,14.1
14148,15.08
14149,13.18
14150,13.71
14151,14.62
14152,13.63
14153,14.53
14154,12.41
14155,12.83
14156,10.59
14157,13.26
14158,12.07
14159,13.45
14160,12.9
14161,12.62
14162,12.35
14163,12.13
14164,13.23
14165,12.86
14166,11.76
14167,11.77
14168,12.84
14169,11.66
14170,11.73
14171,13.23
14172,9.54
14173,12.45
14174,9.82
14175,9.08
14176,11.0
14177,7.44
14178,10.31
14179,11.63
14180,9.54
14181,7.44
14182,9.18
14183,8.91
14184,9.47
14185,12.68
14186,8.61
14187,10.97
14188,9.25
14189,8.9
14190,9.69
14191,6.51
14192,7.42
14193,8.71
14194,9.96
14195,11.41
14196,12.56
14197,8.98
14198,17.83
14199,12.18
14200,11.53
14201,9.58
14202,12.32
14203,13.79
14204,13.18
14205,10.15
14206,13.18
14207,11.67
14208,13.21
14209,12.94
14210,12.85
14211,11.97
14212,12.09
14213,9.94
14214,13.54
14215,14.26
14216,12.37
14217,11.92
14218,10.56
14219,9.26
14220,12.55
14221,11.81
14222,15.75
14223,9.73
14224,12.79
14225,11.17
14226,9.12
14227,13.69
14228,10.83
14229,11.09
14230,12.59
14231,17.74
14232,22.88
14233,18.56
14234,14.29
14235,14.08
14236,18.4
14237,10.14
14238,15.95
14239,14.09
14240,11.12
14241,14.01
14242,13.67
14243,14.92
14244,14.34
14245,15.64
14246,12.26
14247,11.48
14248,12.28
14249,13.6
14250,13.15
14251,11.8
14252,15.16
14253,13.21
14254,11.65
14255,13.17
14256,12.18
14257,11.93
14258,13.85
14259,13.74
14260,12.22
14261,11.72
14262,12.59
14263,20.46
14264,7.06
14265,12.8
14266,27.71
14267,35.34
14268,80.8
14269,43.84
14270,35.14
14271,25.23
14272,28.5
14273,20.71
14274,19.48
14275,18.92
14276,16.1
14277,18.58
14278,16.76
14279,17.32
14280,16.46
14281,15.13
14282,10.58
14283,16.33
14284,14.74
14285,14.15
14286,14.97
14287,17.64
14288,11.65
14289,14.58
14290,13.45
14291,14.52
14292,13.56
14293,12.75
14294,16.44
14295,15.72
14296,10.75
14297,16.47
14298,14.25
14299,11.34
14300,14.46
14301,18.45
14302,18.62
14303,13.2
14304,14.89
14305,12.58
14306,14.58
14307,14.76
14308,12.59
14309,16.39
14310,12.96
14311,14.56
14312,14.09
14313,13.55
14314,13.51
14315,14.59
14316,14.61
14317,12.94
14318,11.72
14319,12.87
14320,14.39
14321,13.71
14322,13.03
14323,13.71
14324,11.49
14325,12.82
14326,11.59
14327,13.99
14328,16.95
14329,11.13
14330,13.54
14331,11.61
14332,11.59
14333,13.58
14334,12.66
14335,13.63
14336,12.17
14337,14.58
14338,13.95
14339,14.04
14340,12.01
14341,12.31
14342,14.39
14343,13.79
14344,37.27
14345,65.23
14346,45.5
14347,31.88
14348,26.3
14349,34.8
14350,78.45
14351,57.39
14352,39.3
14353,33.28
14354,26.79
14355,25.26
14356,17.39
14357,22.45
14358,19.79
14359,19.18
14360,18.24
14361,25.51
14362,17.73
14363,17.35
14364,17.52
14365,16.76
14366,16.67
14367,22.6
14368,16.26
14369,20.35
14370,16.24
14371,24.18
14372,22.46
14373,21.04
14374,20.55
14375,18.19
14376,18.78
14377,20.71
14378,16.01
14379,18.38
14380,18.4
14381,18.63
14382,17.46
14383,18.33
14384,22.3
14385,21.14
14386,17.41
14387,16.38
14388,17.36
14389,19.03
14390,18.49
14391,22.46
14392,21.92
14393,20.92
14394,25.21
14395,25.08
14396,24.85
14397,25.22
14398,35.43
14399,54.2
14400,54.63
14401,49.48
14402,42.65
14403,36.78
14404,35.83
14405,30.55
14406,37.61
14407,32.65
14408,30.97
14409,27.88
14410,27.94
14411,27.54
14412,27.86
14413,25.68
14414,26.93
14415,27.87
14416,25.03
14417,25.25
14418,22.94
14419,26.61
14420,23.08
14421,23.49
14422,19.03
14423,21.77
14424,18.8
14425,27.21
14426,21.73
14427,20.1
14428,20.07
14429,20.65
14430,16.83
14431,19.44
14432,20.18
14433,18.27
14434,19.43
14435,20.0
14436,18.76
14437,18.24
14438,18.02
14439,17.65
14440,17.68
14441,17.4
14442,17.59
14443,18.58
14444,17.87
14445,15.43
14446,16.1
14447,16.43
14448,17.09
14449,18.44
14450,20.47
14451,17.57
14452,16.55
14453,16.79
14454,15.4
14455,16.28
14456,14.69
14457,15.11
14458,14.45
14459,15.22
14460,13.88
14461,14.46
14462,13.04
14463,16.83
14464,7.46
14465,13.22
14466,9.67
14467,14.86
14468,12.8
14469,13.04
14470,13.02
14471,11.97
14472,16.43
14473,15.12
14474,10.23
14475,12.66
14476,14.82
14477,21.66
14478,22.37
14479,58.68
14480,69.45
14481,37.03
14482,29.34
14483,36.42
14484,123.22
14485,115.27
14486,64.51
14487,65.9
14488,68.09
14489,58.57
14490,51.16
14491,42.73
14492,36.48
14493,37.33
14494,29.47
14495,30.48
14496,26.93
14497,24.23
14498,24.54
14499,20.78
14500,21.23
14501,20.2
14502,21.31
14503,18.78
14504,18.99
14505,12.33
14506,22.43
14507,20.17
14508,18.6
14509,14.99
14510,16.37
14511,16.2
14512,14.62
14513,13.97
14514,16.9
14515,14.55
14516,14.96
14517,14.13
14518,15.12
14519,12.21
14520,15.79
14521,12.51
14522,14.62
14523,13.56
14524,13.82
14525,14.53
14526,15.03
14527,13.6
14528,12.57
14529,13.6
14530,12.7
14531,13.89
14532,13.94
14533,13.74
14534,12.53
14535,11.88
14536,12.78
14537,14.97
14538,10.8
14539,13.81
14540,12.21
14541,11.57
14542,11.49
14543,10.73
14544,11.95
14545,13.14
14546,11.92
14547,12.33
14548,10.81
14549,11.22
14550,12.51
14551,12.25
14552,12.28
14553,12.39
14554,12.19
14555,11.46
14556,10.5
14557,13.24
14558,11.58
14559,13.66
14560,11.43
14561,12.04
14562,11.24
14563,11.36
14564,11.91
14565,11.45
14566,11.41
14567,14.18
14568,11.38
14569,12.73
14570,13.18
14571,11.96
14572,11.84
14573,12.11
14574,11.63
14575,11.97
14576,12.04
14577,12.87
14578,9.69
14579,12.13
14580,11.31
14581,11.96
14582,10.74
14583,11.27
14584,11.85
14585,11.04
14586,11.29
14587,10.94
14588,11.8
14589,11.04
14590,11.67
14591,14.24
14592,11.58
14593,11.76
14594,11.19
14595,11.7
14596,13.99
14597,11.72
14598,13.05
14599,12.04
14600,12.51
14601,10.71
14602,14.63
14603,8.7
14604,12.58
14605,14.01
14606,11.45
14607,12.3
14608,12.9
14609,13.0
14610,12.31
14611,9.9
14612,13.35
14613,11.17
14614,12.73
14615,11.95
14616,12.93
14617,12.51
14618,10.02
14619,11.16
14620,12.9
14621,10.77
14622,12.54
14623,11.0
14624,12.15
14625,10.59
14626,13.15
14627,9.28
14628,14.12
14629,11.62
14630,12.22
14631,13.7
14632,10.15
14633,14.44
14634,11.4
14635,15.36
14636,12.16
14637,11.19
14638,8.3
14639,15.4
14640,12.21
14641,18.42
14642,11.7
14643,14.17
14644,14.69
14645,8.26
14646,13.1
14647,14.3
14648,13.26
14649,12.04
14650,11.74
14651,13.24
14652,14.04
14653,13.72
14654,7.42
14655,16.73
14656,12.79
14657,12.42
14658,12.46
14659,13.22
14660,10.89
14661,13.69
14662,12.06
14663,13.41
14664,14.21
14665,14.45
14666,16.37
14667,9.31
14668,12.61
14669,12.35
14670,10.78
14671,13.38
14672,12.88
14673,11.1
14674,12.2
14675,12.03
14676,11.68
14677,9.72
14678,18.16
14679,10.05
14680,12.72
14681,19.6
14682,7.67
14683,15.3
14684,14.14
14685,8.21
14686,15.07
14687,11.91
14688,15.36
14689,10.99
14690,14.79
14691,14.06
14692,14.64
14693,6.45
14694,5.93
14695,9.07
14696,15.67
14697,14.21
14698,13.43
14699,10.77
14700,5.48
14701,13.85
14702,13.23
14703,14.73
14704,17.27
14705,9.26
14706,9.11
14707,14.78
14708,9.75
14709,14.11
14710,15.48
14711,10.72
14712,11.74
14713,13.24
14714,19.5
14715,11.0
14716,13.73
14717,11.77
14718,13.98
14719,13.47
14720,16.5
14721,11.2
14722,19.89
14723,3.78
14724,13.26
14725,15.67
14726,11.06
14727,13.41
14728,10.46
14729,15.54
14730,10.06
14731,10.57
14732,12.35
14733,11.77
14734,10.06
14735,28.42
14736,18.52
14737,16.6
14738,17.82
14739,17.96
14740,14.68
14741,16.66
14742,13.67
14743,11.53
14744,15.18
14745,13.28
14746,13.38
14747,11.21
14748,16.47
14749,17.58
14750,15.79
14751,19.37
14752,0.33
14753,9.94
14754,13.81
14755,13.41
14756,11.98
14757,13.39
14758,14.06
14759,6.39
14760,19.3
14761,14.1
14762,24.86
14763,33.76
14764,95.02
14765,113.37
14766,74.63
14767,50.26
14768,30.9
14769,25.01
14770,26.9
14771,25.71
14772,21.61
14773,28.37
14774,27.97
14775,23.47
14776,26.89
14777,20.02
14778,31.86
14779,21.43
14780,28.84
14781,38.16
14782,25.25
14783,29.53
14784,62.19
14785,54.16
14786,45.86
14787,55.29
14788,36.57
14789,42.56
14790,33.55
14791,33.55
14792,31.49
14793,38.45
14794,36.6
14795,29.01
14796,32.94
14797,30.93
14798,30.94
14799,31.8
14800,24.09
14801,28.37
14802,21.86
14803,21.35
14804,20.54
14805,20.86
14806,25.63
14807,32.13
14808,22.19
14809,19.27
14810,25.42
14811,21.44
14812,13.91
14813,20.09
14814,28.9
14815,20.59
14816,28.93
14817,15.76
14818,25.45
14819,22.7
14820,18.42
14821,28.28
14822,20.56
14823,22.07
14824,24.81
14825,21.39
14826,16.22
14827,16.47
14828,28.02
14829,26.16
14830,23.15
14831,18.54
14832,24.9
14833,17.75
14834,13.99
14835,23.6
14836,16.96
14837,13.85
14838,12.62
14839,34.42
14840,15.81
14841,20.43
14842,25.15
14843,23.98
14844,29.85
14845,28.71
14846,18.42
14847,27.24
14848,28.74
14849,23.12
14850,20.79
14851,28.29
14852,21.05
14853,7.5
14854,23.08
14855,18.45
14856,19.23
14857,12.26
14858,14.4
14859,16.98
14860,15.53
14861,12.98
14862,13.47
14863,18.92
14864,10.97
14865,11.68
14866,13.96
14867,15.1
14868,10.92
14869,11.53
14870,12.82
14871,15.21
14872,11.93
14873,13.42
14874,13.64
14875,11.81
14876,4.75
14877,11.11
14878,23.12
14879,9.96
14880,12.73
14881,12.98
14882,13.01
14883,14.13
14884,12.49
14885,11.09
14886,13.96
14887,11.28
14888,12.64
14889,15.9
14890,11.55
14891,7.93
14892,15.59
14893,9.79
14894,2.0
14895,9.79
14896,10.55
14897,17.91
14898,19.46
14899,2.18
14900,17.77
14901,8.57
14902,7.27
14903,13.3
14904,18.31
14905,10.37
14906,5.45
14907,13.83
14908,10.64
14909,9.27
14910,15.51
14911,11.94
14912,14.21
14913,4.39
14914,10.35
14915,3.64
14916,21.66
14917,6.22
14918,5.52
14919,18.92
14920,12.29
14921,7.81
14922,11.52
14923,9.14
14924,11.18
14925,12.1
14926,8.32
14927,6.31
14928,8.69
14929,12.7
14930,14.84
14931,11.15
14932,11.18
14933,11.13
14934,11.53
14935,10.19
14936,10.32
14937,9.83
14938,12.52
14939,11.17
14940,9.11
14941,9.66
14942,11.79
14943,4.85
14944,15.68
14945,12.13
14946,10.98
14947,9.31
14948,11.65
14949,12.51
14950,7.55
14951,17.0
14952,2.84
14953,12.85
14954,14.74
14955,4.36
14956,12.52
14957,10.62
14958,7.49
14959,18.83
14960,7.92
14961,13.58
14962,7.03
14963,13.97
14964,8.35
14965,20.02
14966,0.84
14967,11.16
14968,6.99
14969,20.87
14970,8.81
14971,9.31
14972,11.79
14973,10.87
14974,6.42
14975,14.75
14976,14.89
14977,13.19
14978,7.34
14979,12.2
14980,5.42
14981,11.01
14982,15.35
14983,8.32
14984,12.2
14985,12.77
14986,9.06
14987,14.14
14988,7.32
14989,16.98
14990,4.5
14991,15.87
14992,5.24
14993,10.71
14994,14.29
14995,11.34
14996,11.1
14997,7.11
14998,11.21
14999,12.81
15000,15.68
15001,10.35
15002,9.08
15003,17.19
15004,15.18
15005,8.04
15006,12.5
15007,0.62
15008,7.37
15009,13.47
15010,20.02
15011,7.97
15012,14.74
15013,2.8
15014,14.13
15015,6.94
15016,13.32
15017,15.23
15018,13.27
15019,3.39
15020,15.51
15021,14.56
15022,3.38
15023,17.46
15024,18.52
15025,11.68
15026,15.57
15027,10.58
15028,11.85
15029,12.98
15030,13.26
15031,13.5
15032,12.19
15033,10.03
15034,13.09
15035,7.08
15036,16.98
15037,10.93
15038,14.61
15039,11.02
15040,14.77
15041,9.19
15042,16.94
15043,5.23
15044,17.81
15045,16.35
15046,8.72
15047,12.18
15048,11.6
15049,12.36
15050,6.81
15051,8.01
15052,17.42
15053,12.55
15054,18.71
15055,7.71
15056,12.81
15057,9.58
15058,14.41
15059,16.71
15060,5.68
15061,15.75
15062,12.06
15063,10.11
15064,20.98
15065,25.52
15066,15.17
15067,14.69
15068,14.5
15069,13.04
15070,12.38
15071,24.14
15072,32.79
15073,22.35
15074,21.42
15075,17.25
15076,14.69
15077,14.82
15078,13.54
15079,14.12
15080,14.68
15081,12.57
15082,13.12
15083,13.38
15084,14.1
15085,11.58
15086,13.16
15087,12.04
15088,12.84
15089,12.84
15090,13.52
15091,10.71
15092,14.41
15093,11.97
15094,12.43
15095,16.02
15096,10.75
15097,14.91
15098,14.48
15099,8.04
15100,16.38
15101,18.33
15102,9.6
15103,20.72
15104,3.74
15105,11.18
15106,17.43
15107,19.54
15108,47.25
15109,76.79
15110,99.58
15111,80.84
15112,86.96
15113,93.9
15114,70.42
15115,56.3
15116,55.94
15117,99.31
15118,139.3
15119,94.01
15120,79.57
15121,58.65
15122,45.01
15123,39.7
15124,37.1
15125,35.06
15126,31.82
15127,30.07
15128,35.34
15129,30.23
15130,26.26
15131,37.29
15132,59.95
15133,56.27
15134,48.04
15135,39.12
15136,38.37
15137,30.91
15138,24.43
15139,34.5
15140,20.59
15141,28.68
15142,70.01
15143,99.06
15144,67.95
15145,51.19
15146,42.72
15147,36.41
15148,33.08
15149,32.63
15150,30.8
15151,27.39
15152,30.29
15153,24.97
15154,30.24
15155,32.38
15156,18.17
15157,27.75
15158,23.12
15159,30.45
15160,18.64
15161,34.15
15162,24.2
15163,26.84
15164,19.44
15165,23.82
15166,19.46
15167,23.07
15168,24.5
15169,21.1
15170,50.25
15171,45.27
15172,41.28
15173,38.76
15174,40.16
15175,53.0
15176,46.07
15177,31.45
15178,50.04
15179,21.46
15180,34.75
15181,26.29
15182,23.11
15183,28.89
15184,23.65
15185,23.54
15186,30.79
15187,23.14
15188,23.54
15189,22.82
15190,22.24
15191,19.51
15192,30.16
15193,21.41
15194,21.47
15195,20.07
15196,21.55
15197,22.69
15198,18.73
15199,26.15
15200,13.0
15201,19.08
15202,20.75
15203,16.88
15204,19.67
15205,10.46
15206,22.43
15207,13.79
15208,18.81
15209,13.2
15210,16.53
15211,10.81
15212,17.81
15213,15.24
15214,15.17
15215,14.33
15216,14.84
15217,13.44
15218,8.59
15219,10.7
15220,21.24
15221,18.33
15222,4.87
15223,16.12
15224,10.48
15225,12.46
15226,14.81
15227,13.78
15228,11.38
15229,10.15
15230,11.59
15231,12.23
15232,10.26
15233,10.73
15234,17.73
15235,11.03
15236,11.04
15237,10.89
15238,13.83
15239,14.23
15240,10.59
15241,15.67
15242,8.98
15243,14.32
15244,7.65
15245,17.46
15246,4.18
15247,18.46
15248,23.15
15249,24.33
15250,18.17
15251,21.24
15252,4.07
15253,11.44
15254,12.02
15255,16.52
15256,14.05
15257,15.2
15258,8.58
15259,12.14
15260,8.02
15261,7.2
15262,20.16
15263,13.93
15264,10.42
15265,10.75
15266,12.07
15267,8.13
15268,11.37
15269,15.39
15270,11.74
15271,8.59
15272,7.45
15273,14.68
15274,11.58
15275,10.82
15276,11.49
15277,8.2
15278,12.35
15279,10.66
15280,14.64
15281,4.48
15282,8.68
15283,14.9
15284,12.81
15285,7.75
15286,10.93
15287,13.28
15288,3.34
15289,14.54
15290,8.44
15291,14.76
15292,8.68
15293,15.6
15294,2.71
15295,14.41
15296,4.99
15297,12.45
15298,14.91
15299,8.6
15300,5.37
15301,4.34
15302,8.48
15303,9.17
15304,10.04
15305,15.93
15306,8.37
15307,13.22
15308,7.85
15309,11.4
15310,14.56
15311,12.65
15312,10.96
15313,4.97
15314,13.29
15315,16.39
15316,1.08
15317,12.93
15318,13.15
15319,9.42
15320,9.08
15321,11.98
15322,8.12
15323,13.15
15324,6.07
15325,13.08
15326,12.33
15327,7.83
15328,7.3
15329,11.61
15330,9.87
15331,6.74
15332,13.75
15333,15.25
15334,11.25
15335,5.53
15336,10.06
15337,9.9
15338,13.02
15339,17.24
15340,3.68
15341,13.91
15342,9.51
15343,9.99
15344,9.13
15345,7.62
15346,17.93
15347,8.81
15348,9.65
15349,13.42
15350,13.96
15351,9.86
15352,5.05
15353,17.98
15354,7.43
15355,8.23
15356,8.94
15357,15.36
15358,5.31
15359,14.62
15360,8.06
15361,14.16
15362,9.64
15363,11.4
15364,15.82
15365,6.74
15366,13.97
15367,8.37
15368,12.24
15369,14.73
15370,33.27
15371,38.68
15372,6.46
15373,28.93
15374,20.12
15375,16.42
15376,8.01
15377,13.29
15378,15.03
15379,8.75
15380,5.79
15381,20.28
15382,8.23
15383,12.69
15384,13.24
15385,9.51
15386,5.99
15387,18.23
15388,10.58
15389,13.4
15390,12.03
15391,12.82
15392,17.67
15393,2.23
15394,16.56
15395,11.25
15396,14.71
15397,13.84
15398,3.29
15399,14.93
15400,12.6
15401,12.8
15402,11.56
15403,2.61
15404,29.09
15405,4.05
15406,8.48
15407,10.81
15408,29.21
15409,19.0
15410,45.29
15411,43.03
15412,109.96
15413,69.36
15414,18.4
15415,26.04
15416,31.04
15417,22.27
15418,26.73
15419,31.18
15420,15.05
15421,13.26
15422,11.76
15423,18.21
15424,17.09
15425,16.71
15426,11.42
15427,14.75
15428,14.0
15429,18.04
15430,30.56
15431,22.66
15432,30.26
15433,69.44
15434,58.49
15435,27.55
15436,23.03
15437,34.37
15438,13.25
15439,23.37
15440,18.28
15441,28.3
15442,40.43
15443,15.79
15444,38.89
15445,12.72
15446,34.43
15447,54.84
15448,61.78
15449,50.47
15450,60.69
15451,27.04
15452,55.07
15453,185.0
15454,169.58
15455,135.1
15456,81.54
15457,60.76
15458,47.57
15459,37.17
15460,37.61
15461,38.26
15462,36.95
15463,34.93
15464,29.8
15465,29.61
15466,25.65
15467,36.4
15468,27.63
15469,39.54
15470,34.83
15471,47.38
15472,56.75
15473,68.58
15474,63.09
15475,96.76
15476,76.77
15477,71.06
15478,57.14
15479,47.83
15480,47.83
15481,43.51
15482,39.74
15483,133.87
15484,129.14
15485,86.85
15486,79.34
15487,69.22
15488,63.8
15489,60.93
15490,40.27
15491,39.79
15492,43.77
15493,38.94
15494,33.84
15495,38.31
15496,40.27
15497,40.41
15498,49.37
15499,47.16
15500,54.36
15501,54.72
15502,65.5
15503,69.41
15504,71.96
15505,68.83
15506,78.75
15507,95.96
15508,128.99
15509,321.62
15510,259.28
15511,197.8
15512,143.07
15513,121.89
15514,105.77
15515,160.13
15516,224.38
15517,149.65
15518,113.66
15519,108.07
15520,90.85
15521,85.52
15522,74.0
15523,75.27
15524,72.78
15525,71.46
15526,68.39
15527,83.52
15528,75.88
15529,71.75
15530,69.61
15531,63.44
15532,65.26
15533,60.58
15534,57.23
15535,54.3
15536,50.81
15537,50.16
15538,49.58
15539,50.22
15540,76.95
15541,60.17
15542,61.22
15543,57.0
15544,52.95
15545,50.92
15546,56.03
15547,52.06
15548,48.55
15549,49.01
15550,46.45
15551,44.87
15552,47.27
15553,47.36
15554,41.2
15555,38.12
15556,59.62
15557,47.82
15558,44.83
15559,46.25
15560,43.29
15561,42.6
15562,41.81
15563,36.8
15564,50.34
15565,37.77
15566,37.18
15567,39.71
15568,34.69
15569,34.29
15570,41.29
15571,35.16
15572,39.4
15573,30.15
15574,31.29
15575,34.96
15576,27.93
15577,27.97
15578,40.45
15579,37.78
15580,44.97
15581,28.62
15582,33.64
15583,40.4
15584,98.83
15585,80.93
15586,63.19
15587,51.81
15588,58.01
15589,54.41
15590,40.22
15591,50.63
15592,40.48
15593,46.3
15594,34.73
15595,41.77
15596,41.27
15597,41.78
15598,31.59
15599,30.41
15600,33.86
15601,30.89
15602,35.29
15603,25.19
15604,18.42
15605,29.86
15606,24.7
15607,21.73
15608,17.53
15609,33.34
15610,17.0
15611,20.02
15612,20.89
15613,20.43
15614,16.49
15615,23.96
15616,15.49
15617,20.98
15618,22.32
15619,12.75
15620,15.49
15621,23.73
15622,18.36
15623,17.9
15624,16.93
15625,12.37
15626,20.22
15627,14.22
15628,15.42
15629,13.79
15630,20.24
15631,18.72
15632,12.85
15633,17.95
15634,13.73
15635,17.95
15636,14.57
15637,16.76
15638,3.04
15639,21.16
15640,23.82
15641,14.99
15642,18.44
15643,4.91
15644,23.36
15645,11.85
15646,12.64
15647,16.78
15648,21.78
15649,6.16
15650,14.1
15651,15.68
15652,14.12
15653,12.8
15654,17.7
15655,12.57
15656,12.53
15657,13.16
15658,14.18
15659,14.19
15660,14.96
15661,11.44
15662,7.47
15663,23.94
15664,12.87
15665,18.19
15666,13.96
15667,15.29
15668,17.14
15669,9.09
15670,14.14
15671,13.54
15672,17.21
15673,10.59
15674,15.48
15675,10.81
15676,17.4
15677,10.69
15678,17.05
15679,11.75
15680,9.98
15681,12.89
15682,4.37
15683,23.93
15684,11.9
15685,9.9
15686,14.2
15687,12.94
15688,10.92
15689,17.91
15690,11.38
15691,14.84
15692,13.31
15693,14.12
15694,22.13
15695,6.37
15696,11.82
15697,5.08
15698,17.39
15699,18.63
15700,8.19
15701,11.13
15702,13.18
15703,13.96
15704,15.54
15705,9.67
15706,15.86
15707,10.94
15708,13.31
15709,15.62
15710,11.57
15711,14.43
15712,12.2
15713,10.93
15714,19.2
15715,23.81
15716,18.09
15717,10.03
15718,4.27
15719,11.96
15720,10.07
15721,20.65
15722,15.87
15723,16.74
15724,19.34
15725,15.93
15726,13.76
15727,11.66
15728,16.27
15729,15.08
15730,10.89
15731,14.8
15732,12.98
15733,12.51
15734,16.4
15735,16.09
15736,12.69
15737,15.61
15738,15.36
15739,12.89
15740,14.74
15741,14.09
15742,9.31
15743,16.03
15744,9.74
15745,17.53
15746,11.04
15747,14.85
15748,12.61
15749,17.72
15750,8.88
15751,13.38
15752,12.33
15753,12.98
15754,17.22
15755,7.27
15756,14.7
15757,8.27
15758,14.84
15759,15.04
15760,13.47
15761,13.07
15762,10.77
15763,5.38
15764,21.04
15765,5.96
15766,28.18
15767,15.23
15768,15.24
15769,10.17
15770,14.35
15771,12.28
15772,15.08
15773,17.95
15774,26.55
15775,58.03
15776,35.06
15777,29.17
15778,34.26
15779,26.27
15780,38.08
15781,30.11
15782,20.41
15783,16.85
15784,17.64
15785,16.6
15786,10.35
15787,19.89
15788,15.78
15789,16.85
15790,14.9
15791,10.12
15792,18.71
15793,7.44
15794,19.07
15795,15.32
15796,14.28
15797,15.75
15798,14.56
15799,4.43
15800,22.87
15801,11.51
15802,21.04
15803,19.57
15804,13.83
15805,17.25
15806,9.27
15807,16.92
15808,22.36
15809,14.62
15810,12.88
15811,16.56
15812,14.44
15813,7.86
15814,16.27
15815,20.93
15816,13.46
15817,15.22
15818,13.57
15819,16.84
15820,15.47
15821,38.67
15822,70.21
15823,51.69
15824,37.64
15825,26.64
15826,26.96
15827,13.9
15828,24.66
15829,22.06
15830,18.94
15831,11.01
15832,17.12
15833,18.95
15834,21.16
15835,27.24
15836,23.78
15837,23.26
15838,10.56
15839,36.45
15840,20.72
