$10/1/1950-8/29/2024 Sacramento River (proportional estimate),
,
JDAY,QIN
14581,18.72
14582,16.82
14583,17.64
14584,18.55
14585,17.28
14586,17.68
14587,17.13
14588,18.48
14589,17.29
14590,18.26
14591,22.3
14592,18.12
14593,18.42
14594,17.52
14595,18.31
14596,21.9
14597,18.35
14598,20.43
14599,18.85
14600,19.58
14601,16.78
14602,22.91
14603,13.62
14604,19.7
14605,21.93
14606,17.92
14607,19.26
14608,20.2
14609,20.35
14610,19.27
14611,15.5
14612,20.9
14613,17.49
14614,19.93
14615,18.72
14616,20.24
14617,19.58
14618,15.69
14619,17.48
14620,20.2
14621,16.87
14622,19.64
14623,17.23
14624,19.02
14625,16.59
14626,20.59
14627,14.53
14628,22.11
14629,18.19
14630,19.13
14631,21.44
14632,15.89
14633,22.61
14634,17.85
14635,24.05
14636,19.04
14637,17.52
14638,12.99
14639,24.12
14640,19.12
14641,28.84
14642,18.31
14643,22.19
14644,23.01
14645,12.93
14646,20.51
14647,22.39
14648,20.76
14649,18.86
14650,18.38
14651,20.73
14652,21.99
14653,21.48
14654,11.62
14655,26.19
14656,20.03
14657,19.45
14658,19.5
14659,20.7
14660,17.05
14661,21.44
14662,18.88
14663,20.99
14664,22.24
14665,22.62
14666,25.62
14667,14.58
14668,19.74
14669,19.34
14670,16.89
14671,20.94
14672,20.16
14673,17.38
14674,19.1
14675,18.84
14676,18.28
14677,15.22
14678,28.43
14679,15.74
14680,19.91
14681,30.69
14682,12.0
14683,23.96
14684,22.14
14685,12.85
14686,23.6
14687,18.64
14688,24.05
14689,17.2
14690,23.15
14691,22.01
14692,22.92
14693,10.1
14694,9.29
14695,14.2
14696,24.53
14697,22.24
14698,21.02
14699,16.86
14700,8.58
14701,21.68
14702,20.72
14703,23.07
14704,27.03
14705,14.5
14706,14.27
14707,23.15
14708,15.26
14709,22.09
14710,24.23
14711,16.79
14712,18.39
14713,20.73
14714,30.52
14715,17.22
14716,21.5
14717,18.44
14718,21.89
14719,21.09
14720,25.83
14721,17.53
14722,31.14
14723,5.92
14724,20.76
14725,24.54
14726,17.32
14727,20.99
14728,16.38
14729,24.33
14730,15.76
14731,16.55
14732,19.34
14733,18.44
14734,15.75
14735,44.5
14736,29.0
14737,26.0
14738,27.9
14739,28.12
14740,22.98
14741,26.09
14742,21.41
14743,18.06
14744,23.77
14745,20.8
14746,20.94
14747,17.55
14748,25.78
14749,27.52
14750,24.72
14751,30.33
14752,0.52
14753,15.56
14754,21.63
14755,21.0
14756,18.75
14757,20.96
14758,22.02
14759,10.01
14760,30.22
14761,22.08
14762,38.93
14763,52.86
14764,148.77
14765,177.51
14766,116.85
14767,78.69
14768,48.38
14769,39.16
14770,42.11
14771,40.25
14772,33.84
14773,44.42
14774,43.79
14775,36.75
14776,42.1
14777,31.35
14778,49.89
14779,33.55
14780,45.15
14781,59.74
14782,39.53
14783,46.23
14784,97.36
14785,84.79
14786,71.81
14787,86.56
14788,57.26
14789,66.63
14790,52.53
14791,52.53
14792,49.3
14793,60.2
14794,57.31
14795,45.41
14796,51.57
14797,48.43
14798,48.44
14799,49.79
14800,37.71
14801,44.41
14802,34.23
14803,33.42
14804,32.16
14805,32.66
14806,40.13
14807,50.3
14808,34.75
14809,30.17
14810,39.8
14811,33.56
14812,21.78
14813,31.46
14814,45.25
14815,32.24
14816,45.29
14817,24.68
14818,39.84
14819,35.54
14820,28.83
14821,44.28
14822,32.19
14823,34.56
14824,38.85
14825,33.48
14826,25.39
14827,25.79
14828,43.87
14829,40.96
14830,36.24
14831,29.04
14832,38.98
14833,27.8
14834,21.91
14835,36.95
14836,26.55
14837,21.68
14838,19.77
14839,53.89
14840,24.75
14841,31.99
14842,39.38
14843,37.55
14844,46.73
14845,44.95
14846,28.83
14847,42.64
14848,45.0
14849,36.19
14850,32.55
14851,44.29
14852,32.96
14853,11.75
14854,36.13
14855,28.9
14856,30.11
14857,19.2
14858,22.55
14859,26.59
14860,24.31
14861,20.32
14862,21.1
14863,29.63
14864,17.18
14865,18.3
14866,21.86
14867,23.64
14868,17.09
14869,18.05
14870,20.07
14871,23.81
14872,18.68
14873,21.01
14874,21.35
14875,18.49
14876,7.44
14877,17.4
14878,36.2
14879,15.6
14880,19.93
14881,20.32
14882,20.37
14883,22.12
14884,19.56
14885,17.36
14886,21.86
14887,17.66
14888,19.8
14889,24.9
14890,18.08
14891,12.42
14892,24.4
14893,15.34
14894,3.12
14895,15.33
14896,16.52
14897,28.04
14898,30.47
14899,3.41
14900,27.82
14901,13.42
14902,11.38
14903,20.82
14904,28.67
14905,16.24
14906,8.53
14907,21.66
14908,16.66
14909,14.52
14910,24.29
14911,18.7
14912,22.25
14913,6.87
14914,16.21
14915,5.69
14916,33.91
14917,9.74
14918,8.65
14919,29.62
14920,19.24
14921,12.24
14922,18.03
14923,14.31
14924,17.5
14925,18.94
14926,13.03
14927,9.88
14928,13.6
14929,19.88
14930,23.23
14931,17.46
14932,17.51
14933,17.43
14934,18.05
14935,15.96
14936,16.15
14937,15.39
14938,19.6
14939,17.49
14940,14.26
14941,15.12
14942,18.46
14943,7.59
14944,24.56
14945,19.0
14946,17.2
14947,14.57
14948,18.24
14949,19.58
14950,11.82
14951,26.62
14952,4.45
14953,20.12
14954,23.08
14955,6.83
14956,19.6
14957,16.63
14958,11.73
14959,29.49
14960,12.41
14961,21.25
14962,11.01
14963,21.87
14964,13.07
14965,31.35
14966,1.31
14967,17.47
14968,10.94
14969,32.68
14970,13.8
14971,14.57
14972,18.47
14973,17.01
14974,10.05
14975,23.1
14976,23.32
14977,20.65
14978,11.49
14979,19.1
14980,8.48
14981,17.24
14982,24.03
14983,13.03
14984,19.1
14985,20.0
14986,14.18
14987,22.14
14988,11.46
14989,26.59
14990,7.04
14991,24.85
14992,8.21
14993,16.78
14994,22.38
14995,17.76
14996,17.38
14997,11.14
14998,17.55
14999,20.06
15000,24.56
15001,16.2
15002,14.21
15003,26.92
15004,23.77
15005,12.58
15006,19.56
15007,0.97
15008,11.54
15009,21.08
15010,31.34
15011,12.47
15012,23.08
15013,4.39
15014,22.13
15015,10.86
15016,20.86
15017,23.84
15018,20.78
15019,5.31
15020,24.28
15021,22.79
15022,5.3
15023,27.34
15024,28.99
15025,18.3
15026,24.39
15027,16.57
15028,18.55
15029,20.32
15030,20.76
15031,21.14
15032,19.09
15033,15.7
15034,20.49
15035,11.08
15036,26.59
15037,17.11
15038,22.88
15039,17.25
15040,23.13
15041,14.39
15042,26.52
15043,8.19
15044,27.89
15045,25.6
15046,13.66
15047,19.07
15048,18.17
15049,19.36
15050,10.66
15051,12.55
15052,27.27
15053,19.64
15054,29.3
15055,12.06
15056,20.06
15057,15.01
15058,22.57
15059,26.16
15060,8.9
15061,24.67
15062,18.88
15063,15.83
15064,32.85
15065,39.95
15066,23.75
15067,23.01
15068,22.71
15069,20.41
15070,19.39
15071,37.79
15072,51.34
15073,34.99
15074,33.54
15075,27.01
15076,23.0
15077,23.2
15078,21.21
15079,22.1
15080,22.98
15081,19.69
15082,20.54
15083,20.94
15084,22.08
15085,18.14
15086,20.61
15087,18.86
15088,20.1
15089,20.11
15090,21.17
15091,16.78
15092,22.56
15093,18.75
15094,19.46
15095,25.08
15096,16.82
15097,23.34
15098,22.68
15099,12.59
15100,25.65
15101,28.71
15102,15.02
15103,32.44
15104,5.85
15105,17.5
15106,27.3
15107,30.59
15108,73.98
15109,120.24
15110,155.91
15111,126.57
15112,136.16
15113,147.02
15114,110.25
15115,88.14
15116,87.59
15117,155.49
15118,218.11
15119,147.2
15120,124.59
15121,91.83
15122,70.48
15123,62.16
15124,58.08
15125,54.89
15126,49.83
15127,47.07
15128,55.33
15129,47.34
15130,41.11
15131,58.38
15132,93.87
15133,88.11
15134,75.21
15135,61.25
15136,60.08
15137,48.39
15138,38.25
15139,54.02
15140,32.23
15141,44.9
15142,109.61
15143,155.09
15144,106.4
15145,80.14
15146,66.89
15147,57.01
15148,51.8
15149,51.09
15150,48.22
15151,42.88
15152,47.43
15153,39.09
15154,47.35
15155,50.7
15156,28.45
15157,43.45
15158,36.2
15159,47.67
15160,29.18
15161,53.46
15162,37.88
15163,42.03
15164,30.44
15165,37.29
15166,30.46
15167,36.12
15168,38.36
15169,33.04
15170,78.68
15171,70.88
15172,64.63
15173,60.69
15174,62.88
15175,82.98
15176,72.13
15177,49.25
15178,78.35
15179,33.59
15180,54.4
15181,41.17
15182,36.18
15183,45.24
15184,37.03
15185,36.85
15186,48.21
15187,36.24
15188,36.86
15189,35.73
15190,34.83
15191,30.55
15192,47.22
15193,33.52
15194,33.61
15195,31.43
15196,33.74
15197,35.52
15198,29.32
15199,40.95
15200,20.35
15201,29.88
15202,32.49
15203,26.43
15204,30.79
15205,16.38
15206,35.13
15207,21.6
15208,29.45
15209,20.66
15210,25.88
15211,16.92
15212,27.88
15213,23.86
15214,23.75
15215,22.44
15216,23.23
15217,21.05
15218,13.45
15219,16.75
15220,33.26
15221,28.71
15222,7.62
15223,25.24
15224,16.41
15225,19.5
15226,23.19
15227,21.58
15228,17.81
15229,15.89
15230,18.15
15231,19.15
15232,16.07
15233,16.79
15234,27.77
15235,17.27
15236,17.28
15237,17.06
15238,21.66
15239,22.28
15240,16.58
15241,24.54
15242,14.07
15243,22.42
15244,11.97
15245,27.33
15246,6.55
15247,28.9
15248,36.24
15249,38.1
15250,28.45
15251,33.26
15252,6.38
15253,17.92
15254,18.82
15255,25.87
15256,22.0
15257,23.8
15258,13.43
15259,19.01
15260,12.56
15261,11.27
15262,31.56
15263,21.81
15264,16.32
15265,16.84
15266,18.9
15267,12.73
15268,17.81
15269,24.1
15270,18.38
15271,13.45
15272,11.67
15273,22.98
15274,18.13
15275,16.94
15276,17.98
15277,12.84
15278,19.34
15279,16.69
15280,22.92
15281,7.02
15282,13.6
15283,23.33
15284,20.06
15285,12.14
15286,17.11
15287,20.8
15288,5.23
15289,22.76
15290,13.22
15291,23.11
15292,13.59
15293,24.42
15294,4.24
15295,22.56
15296,7.82
15297,19.49
15298,23.34
15299,13.47
15300,8.41
15301,6.79
15302,13.27
15303,14.36
15304,15.72
15305,24.94
15306,13.11
15307,20.69
15308,12.29
15309,17.85
15310,22.8
15311,19.8
15312,17.17
15313,7.79
15314,20.8
15315,25.66
15316,1.68
15317,20.24
15318,20.59
15319,14.74
15320,14.22
15321,18.75
15322,12.72
15323,20.59
15324,9.51
15325,20.48
15326,19.3
15327,12.25
15328,11.43
15329,18.17
15330,15.46
15331,10.56
15332,21.53
15333,23.88
15334,17.62
15335,8.65
15336,15.75
15337,15.5
15338,20.38
15339,27.0
15340,5.76
15341,21.78
15342,14.89
15343,15.65
15344,14.3
15345,11.94
15346,28.07
15347,13.79
15348,15.12
15349,21.01
15350,21.86
15351,15.44
15352,7.91
15353,28.15
15354,11.63
15355,12.89
15356,13.99
15357,24.05
15358,8.31
15359,22.89
15360,12.62
15361,22.17
15362,15.09
15363,17.85
15364,24.77
15365,10.56
15366,21.87
15367,13.11
15368,19.16
15369,23.06
15370,52.09
15371,60.56
15372,10.12
15373,45.3
15374,31.5
15375,25.7
15376,12.54
15377,20.81
15378,23.53
15379,13.7
15380,9.07
15381,31.75
15382,12.89
15383,19.87
15384,20.73
15385,14.88
15386,9.37
15387,28.55
15388,16.57
15389,20.99
15390,18.84
15391,20.07
15392,27.67
15393,3.5
15394,25.93
15395,17.61
15396,23.03
15397,21.67
15398,5.16
15399,23.38
15400,19.74
15401,20.04
15402,18.09
15403,4.09
15404,45.55
15405,6.34
15406,13.28
15407,16.93
15408,45.74
15409,29.75
15410,70.91
15411,67.37
15412,172.16
15413,108.6
15414,28.81
15415,40.78
15416,48.6
15417,34.87
15418,41.85
15419,48.83
15420,23.57
15421,20.76
15422,18.41
15423,28.52
15424,26.75
15425,26.17
15426,17.88
15427,23.09
15428,21.92
15429,28.25
15430,47.85
15431,35.48
15432,47.37
15433,108.72
15434,91.58
15435,43.13
15436,36.06
15437,53.82
15438,20.75
15439,36.59
15440,28.62
15441,44.3
15442,63.3
15443,24.72
15444,60.89
15445,19.92
15446,53.91
15447,85.86
15448,96.73
15449,79.02
15450,95.02
15451,42.34
15452,86.23
15453,289.66
15454,265.51
15455,211.52
15456,127.68
15457,95.14
15458,74.49
15459,58.19
15460,58.89
15461,59.91
15462,57.85
15463,54.7
15464,46.66
15465,46.36
15466,40.16
15467,56.99
15468,43.26
15469,61.91
15470,54.53
15471,74.19
15472,88.85
15473,107.37
15474,98.77
15475,151.49
15476,120.2
15477,111.25
15478,89.46
15479,74.88
15480,74.88
15481,68.13
15482,62.22
15483,209.6
15484,202.2
15485,135.98
15486,124.22
15487,108.38
15488,99.9
15489,95.4
15490,63.05
15491,62.31
15492,68.54
15493,60.98
15494,52.98
15495,59.99
15496,63.05
15497,63.27
15498,77.3
15499,73.84
15500,85.11
15501,85.68
15502,102.55
15503,108.68
15504,112.67
15505,107.77
15506,123.29
15507,150.25
15508,201.96
15509,503.57
15510,405.97
15511,309.69
15512,224.0
15513,190.84
15514,165.6
15515,250.72
15516,351.31
15517,234.3
15518,177.97
15519,169.2
15520,142.25
15521,133.9
15522,115.86
15523,117.85
15524,113.95
15525,111.88
15526,107.08
15527,130.76
15528,118.8
15529,112.33
15530,108.99
15531,99.33
15532,102.17
15533,94.86
15534,89.6
15535,85.02
15536,79.56
15537,78.54
15538,77.63
15539,78.63
15540,120.48
15541,94.22
15542,95.86
15543,89.25
15544,82.9
15545,79.72
15546,87.73
15547,81.51
15548,76.01
15549,76.74
15550,72.73
15551,70.26
15552,74.01
15553,74.15
15554,64.51
15555,59.68
15556,93.35
15557,74.87
15558,70.19
15559,72.41
15560,67.78
15561,66.69
15562,65.46
15563,57.62
15564,78.82
15565,59.13
15566,58.21
15567,62.17
15568,54.31
15569,53.69
15570,64.65
15571,55.06
15572,61.69
15573,47.21
15574,48.99
15575,54.75
15576,43.73
15577,43.8
15578,63.33
15579,59.16
15580,70.42
15581,44.81
15582,52.67
15583,63.26
15584,154.73
15585,126.72
15586,98.93
15587,81.12
15588,90.82
15589,85.2
15590,62.98
15591,79.28
15592,63.38
15593,72.49
15594,54.38
15595,65.39
15596,64.62
15597,65.42
15598,49.46
15599,47.61
15600,53.02
15601,48.36
15602,55.25
15603,39.43
15604,28.85
15605,46.76
15606,38.67
15607,34.02
15608,27.44
15609,52.2
15610,26.62
15611,31.35
15612,32.71
15613,31.98
15614,25.82
15615,37.52
15616,24.26
15617,32.84
15618,34.94
15619,19.96
15620,24.26
15621,37.15
15622,28.75
15623,28.03
15624,26.51
15625,19.37
15626,31.66
15627,22.27
15628,24.15
15629,21.59
15630,31.7
15631,29.31
15632,20.12
15633,28.11
15634,21.49
15635,28.11
15636,22.82
15637,26.25
15638,4.77
15639,33.14
15640,37.3
15641,23.47
15642,28.87
15643,7.68
15644,36.57
15645,18.55
15646,19.8
15647,26.27
15648,34.1
15649,9.64
15650,22.08
15651,24.54
15652,22.11
15653,20.04
15654,27.71
15655,19.69
15656,19.61
15657,20.61
15658,22.2
15659,22.21
15660,23.42
15661,17.91
15662,11.7
15663,37.48
15664,20.15
15665,28.48
15666,21.86
15667,23.94
15668,26.84
15669,14.23
15670,22.14
15671,21.2
15672,26.94
15673,16.58
15674,24.24
15675,16.93
15676,27.25
15677,16.75
15678,26.7
15679,18.39
15680,15.63
15681,20.19
15682,6.84
15683,37.47
15684,18.63
15685,15.51
15686,22.24
15687,20.26
15688,17.1
15689,28.04
15690,17.82
15691,23.24
15692,20.84
15693,22.11
15694,34.65
15695,9.97
15696,18.5
15697,7.95
15698,27.23
15699,29.18
15700,12.83
15701,17.43
15702,20.64
15703,21.86
15704,24.33
15705,15.15
15706,24.83
15707,17.13
15708,20.84
15709,24.46
15710,18.11
15711,22.6
15712,19.1
15713,17.11
15714,30.06
15715,37.28
15716,28.33
15717,15.71
15718,6.69
15719,18.72
15720,15.76
15721,32.33
15722,24.85
15723,26.21
15724,30.28
15725,24.94
15726,21.55
15727,18.25
15728,25.47
15729,23.61
15730,17.06
15731,23.18
15732,20.32
15733,19.58
15734,25.67
15735,25.19
15736,19.87
15737,24.44
15738,24.05
15739,20.19
15740,23.08
15741,22.06
15742,14.58
15743,25.1
15744,15.25
15745,27.44
15746,17.29
15747,23.25
15748,19.75
15749,27.74
15750,13.9
15751,20.95
15752,19.31
15753,20.33
15754,26.97
15755,11.39
15756,23.02
15757,12.95
15758,23.24
15759,23.55
15760,21.09
15761,20.47
15762,16.86
15763,8.43
15764,32.95
15765,9.33
15766,44.12
15767,23.85
15768,23.86
15769,15.92
15770,22.47
15771,19.23
15772,23.61
15773,28.11
15774,41.57
15775,90.86
15776,54.89
15777,45.67
15778,53.65
15779,41.12
15780,59.62
15781,47.15
15782,31.96
15783,26.38
15784,27.61
15785,25.98
15786,16.21
15787,31.15
15788,24.71
15789,26.39
15790,23.33
15791,15.84
15792,29.29
15793,11.64
15794,29.85
15795,23.99
15796,22.36
15797,24.66
15798,22.79
15799,6.94
15800,35.81
15801,18.03
15802,32.95
15803,30.65
15804,21.65
15805,27.01
15806,14.52
15807,26.49
15808,35.01
15809,22.89
15810,20.17
15811,25.93
15812,22.6
15813,12.31
15814,25.47
15815,32.77
15816,21.08
15817,23.83
15818,21.25
15819,26.36
15820,24.23
15821,60.54
15822,109.93
15823,80.93
15824,58.94
15825,41.71
15826,42.21
15827,21.76
15828,38.61
15829,34.54
15830,29.65
15831,17.24
15832,26.8
15833,29.67
15834,33.13
15835,42.64
15836,37.23
15837,36.42
15838,16.54
15839,57.07
15840,32.44
15841,24.18
15842,17.06
15843,37.64
15844,36.36
15845,27.22
15846,67.8
15847,66.35
15848,60.78
15849,53.08
15850,72.86
15851,54.9
15852,42.12
15853,43.05
15854,48.18
15855,56.86
15856,59.65
15857,51.28
15858,39.53
15859,53.67
15860,58.3
15861,45.76
15862,50.16
15863,58.63
15864,24.78
15865,47.74
15866,38.09
15867,48.58
15868,42.92
15869,41.97
15870,34.21
15871,41.93
15872,35.29
15873,48.31
15874,42.0
15875,33.77
15876,36.37
15877,33.55
15878,33.56
15879,30.23
15880,30.43
15881,39.16
15882,22.11
15883,22.69
15884,29.37
15885,43.47
15886,30.0
15887,31.22
15888,36.14
15889,17.33
15890,31.51
15891,18.72
15892,42.83
15893,34.5
15894,13.76
15895,30.91
15896,41.74
15897,40.54
15898,16.71
15899,19.4
15900,30.7
15901,27.62
15902,27.56
15903,25.53
15904,35.43
15905,30.29
15906,20.73
15907,27.88
15908,31.06
15909,26.98
15910,27.84
15911,37.15
15912,30.15
15913,43.41
15914,39.35
15915,30.95
15916,34.66
15917,17.38
15918,21.73
15919,29.78
15920,31.57
15921,27.19
15922,44.67
15923,22.15
15924,44.06
15925,26.33
15926,31.89
15927,29.13
15928,42.54
15929,35.41
15930,29.29
15931,41.29
15932,23.61
15933,23.23
15934,31.82
15935,31.19
15936,18.15
15937,22.43
15938,29.32
15939,30.78
15940,27.2
15941,30.81
15942,17.77
15943,34.2
15944,15.48
15945,34.13
15946,19.24
15947,19.93
15948,27.09
15949,30.56
15950,17.17
15951,22.19
15952,20.15
15953,27.88
15954,21.29
15955,20.73
15956,14.7
15957,24.39
15958,26.62
15959,21.0
15960,4.27
15961,22.7
15962,29.18
15963,6.2
15964,24.54
15965,25.38
15966,18.71
15967,13.36
15968,11.25
15969,32.85
15970,13.39
15971,19.54
15972,24.67
15973,11.57
15974,21.71
15975,12.3
15976,29.29
15977,12.29
15978,21.41
15979,15.44
15980,20.84
15981,18.15
15982,16.21
15983,19.9
15984,17.41
15985,18.49
15986,15.59
15987,21.9
15988,19.98
15989,10.18
15990,15.74
15991,22.17
15992,13.14
15993,19.81
15994,9.5
15995,23.44
15996,10.43
15997,16.29
15998,16.64
15999,19.26
16000,14.34
16001,18.63
16002,13.5
16003,8.44
16004,31.89
16005,6.08
16006,17.24
16007,19.96
16008,16.75
16009,6.0
16010,30.51
16011,10.26
16012,17.3
16013,20.17
16014,22.19
16015,9.01
16016,6.31
16017,9.28
16018,24.69
16019,18.63
16020,15.66
16021,14.3
16022,14.18
16023,26.0
16024,7.4
16025,19.91
16026,16.7
16027,13.25
16028,12.67
16029,14.6
16030,15.44
16031,8.03
16032,26.35
16033,15.54
16034,18.35
16035,17.49
16036,19.25
16037,13.53
16038,6.31
16039,22.16
16040,19.39
16041,21.32
16042,15.68
16043,10.89
16044,17.14
16045,13.97
16046,14.89
16047,15.53
16048,18.61
16049,13.62
16050,18.94
16051,14.72
16052,9.59
16053,21.89
16054,19.79
16055,13.66
16056,22.61
16057,19.49
16058,13.95
16059,11.97
16060,11.41
16061,25.32
16062,14.14
16063,9.75
16064,13.0
16065,24.82
16066,13.22
16067,20.58
16068,17.72
16069,14.71
16070,24.62
16071,11.92
16072,5.83
16073,16.29
16074,22.48
16075,18.73
16076,18.78
16077,16.73
16078,17.45
16079,13.72
16080,13.74
16081,26.99
16082,14.48
16083,16.01
16084,21.36
16085,19.73
16086,12.93
16087,14.91
16088,24.64
16089,16.0
16090,15.43
16091,16.89
16092,24.45
16093,25.96
16094,27.46
16095,32.37
16096,7.28
16097,24.58
16098,19.77
16099,5.8
16100,22.8
16101,8.4
16102,26.08
16103,20.12
16104,22.05
16105,9.61
16106,30.65
16107,17.27
16108,19.48
16109,14.96
16110,24.26
16111,50.96
16112,40.55
16113,30.15
16114,19.33
16115,20.27
16116,30.29
16117,11.68
16118,26.83
16119,16.73
16120,22.82
16121,18.04
16122,12.24
16123,28.65
16124,18.27
16125,21.71
16126,6.7
16127,26.93
16128,23.44
16129,31.33
16130,16.82
16131,16.16
16132,22.12
16133,23.58
16134,15.08
16135,32.54
16136,25.87
16137,20.16
16138,18.23
16139,21.48
16140,27.8
16141,22.3
16142,15.53
16143,20.07
16144,29.26
16145,21.79
16146,41.39
16147,13.13
16148,38.34
16149,26.74
16150,18.25
16151,40.97
16152,23.94
16153,22.81
16154,29.54
16155,9.94
16156,29.94
16157,20.83
16158,26.21
16159,23.91
16160,29.53
16161,20.12
16162,22.36
16163,15.09
16164,30.3
16165,12.15
16166,33.23
16167,31.16
16168,27.33
16169,51.48
16170,124.73
16171,342.32
16172,683.96
16173,525.25
16174,428.63
16175,509.03
16176,546.35
16177,557.71
16178,303.7
16179,212.13
16180,156.42
16181,124.98
16182,100.38
16183,93.38
16184,79.28
16185,107.61
16186,163.38
16187,163.11
16188,152.26
16189,130.04
16190,152.91
16191,145.58
16192,144.43
16193,186.15
16194,285.78
16195,309.84
16196,224.52
16197,181.76
16198,143.1
16199,128.55
16200,110.69
16201,100.31
16202,103.74
16203,85.75
16204,81.19
16205,82.07
16206,73.44
16207,82.84
16208,76.8
16209,68.44
16210,52.94
16211,69.02
16212,60.2
16213,61.91
16214,48.42
16215,63.5
16216,57.44
16217,65.18
16218,59.46
16219,59.65
16220,41.0
16221,50.25
16222,55.27
16223,56.24
16224,99.58
16225,140.28
16226,121.44
16227,114.97
16228,85.86
16229,85.84
16230,125.36
16231,532.16
16232,586.99
16233,560.85
16234,363.15
16235,448.51
16236,614.65
16237,467.38
16238,275.98
16239,203.19
16240,213.07
16241,183.93
16242,272.58
16243,258.85
16244,272.57
16245,230.47
16246,186.11
16247,165.12
16248,143.4
16249,136.15
16250,124.35
16251,122.3
16252,114.92
16253,111.08
16254,106.75
16255,105.16
16256,94.75
16257,95.53
16258,100.28
16259,176.05
16260,354.57
16261,268.0
16262,191.08
16263,160.77
16264,137.4
16265,131.23
16266,149.75
16267,133.48
16268,116.17
16269,108.19
16270,103.3
16271,102.06
16272,94.92
16273,130.46
16274,88.69
16275,84.9
16276,83.35
16277,80.77
16278,78.17
16279,78.19
16280,87.24
16281,86.99
16282,152.31
16283,162.82
16284,244.9
16285,221.24
16286,207.22
16287,193.84
16288,166.6
16289,154.15
16290,139.26
16291,126.19
16292,123.23
16293,117.97
16294,106.86
16295,107.23
16296,101.87
16297,94.77
16298,94.59
16299,88.81
16300,87.26
16301,86.16
16302,78.42
16303,85.4
16304,74.96
16305,81.37
16306,78.25
16307,68.59
16308,69.93
16309,67.28
16310,63.99
16311,62.66
16312,68.0
16313,53.57
16314,65.22
16315,56.36
16316,58.64
16317,59.97
16318,42.8
16319,56.92
16320,54.85
16321,50.01
16322,54.39
16323,42.56
16324,44.62
16325,43.61
16326,54.76
16327,42.49
16328,77.59
16329,64.38
16330,70.39
16331,53.8
16332,52.17
16333,60.14
16334,51.09
16335,52.06
16336,49.12
16337,53.71
16338,44.79
16339,48.04
16340,43.83
16341,42.12
16342,39.89
16343,47.83
16344,42.86
16345,39.0
16346,34.04
16347,34.35
16348,39.98
16349,37.23
16350,34.16
16351,43.15
16352,26.83
16353,33.13
16354,35.07
16355,37.73
16356,28.04
16357,35.05
16358,30.45
16359,33.85
16360,30.49
16361,33.56
16362,37.8
16363,33.41
16364,35.35
16365,34.57
16366,35.29
16367,32.8
16368,15.01
16369,29.67
16370,30.74
16371,23.96
16372,26.73
16373,46.99
16374,28.86
16375,9.67
16376,19.43
16377,21.84
16378,40.19
16379,15.97
16380,35.78
16381,31.55
16382,20.39
16383,21.23
16384,31.33
16385,25.4
16386,38.04
16387,23.41
16388,28.51
16389,27.37
16390,28.59
16391,25.04
16392,29.29
16393,29.21
16394,20.16
16395,31.63
16396,29.67
16397,30.31
16398,10.58
16399,28.2
16400,27.47
16401,19.26
16402,27.79
16403,29.29
16404,21.74
16405,29.52
16406,15.8
16407,24.34
16408,22.63
16409,23.67
16410,23.6
16411,30.22
16412,20.48
16413,22.33
16414,28.55
16415,16.7
16416,30.18
16417,31.08
16418,9.72
16419,17.22
16420,24.07
16421,23.67
16422,18.01
16423,25.83
16424,29.39
16425,19.81
16426,28.2
16427,19.23
16428,21.33
16429,21.91
16430,19.91
16431,28.59
16432,26.46
16433,17.45
16434,20.76
16435,23.77
16436,31.17
16437,16.79
16438,28.77
16439,17.84
16440,21.17
16441,24.18
16442,18.33
16443,20.15
16444,28.16
16445,23.84
16446,18.47
16447,29.04
16448,27.58
16449,18.63
16450,25.76
16451,23.48
16452,26.85
16453,27.91
16454,18.65
16455,21.68
16456,27.65
16457,22.74
16458,21.44
16459,26.74
16460,16.73
16461,26.18
16462,23.26
16463,20.47
16464,20.13
16465,30.74
16466,31.0
16467,17.01
16468,26.63
16469,23.72
16470,24.18
16471,15.52
16472,20.42
16473,27.57
16474,21.97
16475,24.45
16476,26.06
16477,24.88
16478,20.26
16479,21.05
16480,24.11
16481,23.7
16482,27.42
16483,21.7
16484,22.95
16485,22.63
16486,24.48
16487,27.16
16488,14.52
16489,24.52
16490,21.78
16491,23.06
16492,21.33
16493,16.49
16494,27.42
16495,17.38
16496,16.71
16497,20.31
16498,28.96
16499,19.62
16500,27.11
16501,27.06
16502,25.48
16503,33.29
16504,20.94
16505,25.1
16506,27.98
16507,34.21
16508,70.61
16509,184.17
16510,121.88
16511,87.37
16512,146.83
16513,93.03
16514,57.66
16515,47.29
16516,31.8
16517,52.94
16518,41.28
16519,24.98
16520,35.84
16521,28.05
16522,31.0
16523,26.52
16524,25.9
16525,34.19
16526,43.97
16527,35.97
16528,37.68
16529,38.56
16530,41.28
16531,32.58
16532,34.82
16533,36.21
16534,26.59
16535,39.94
16536,28.4
16537,36.45
16538,42.76
16539,27.98
16540,43.96
16541,31.37
16542,32.53
16543,38.51
16544,94.99
16545,102.7
16546,74.58
16547,51.2
16548,99.07
16549,87.55
16550,62.19
16551,60.13
16552,86.23
16553,83.11
16554,64.76
16555,77.59
16556,76.02
16557,57.69
16558,48.87
16559,56.55
16560,78.8
16561,53.56
16562,66.27
16563,159.2
16564,297.28
16565,212.51
16566,194.1
16567,155.79
16568,140.21
16569,130.08
16570,110.04
16571,104.65
16572,95.79
16573,82.05
16574,81.45
