$2/1/1990-8/29/2024 McCloud River (proportional estimate),
,
JDAY,QIN
16613,27.99
16614,26.9
16615,25.48
16616,30.55
16617,27.38
16618,24.91
16619,21.74
16620,21.94
16621,25.53
16622,23.78
16623,21.82
16624,27.56
16625,17.14
16626,21.16
16627,22.4
16628,24.1
16629,17.91
16630,22.39
16631,19.45
16632,21.62
16633,19.48
16634,21.44
16635,24.14
16636,21.34
16637,22.58
16638,22.08
16639,22.54
16640,20.95
16641,9.58
16642,18.95
16643,19.63
16644,15.3
16645,17.07
16646,30.01
16647,18.43
16648,6.18
16649,12.41
16650,13.95
16651,25.67
16652,10.2
16653,22.85
16654,20.15
16655,13.02
16656,13.56
16657,20.01
16658,16.22
16659,24.29
16660,14.95
16661,18.21
16662,17.48
16663,18.26
16664,15.99
16665,18.71
16666,18.66
16667,12.87
16668,20.2
16669,18.95
16670,19.36
16671,6.76
16672,18.01
16673,17.55
16674,12.3
16675,17.75
16676,18.71
16677,13.88
16678,18.85
16679,10.09
16680,15.54
16681,14.46
16682,15.12
16683,15.07
16684,19.3
16685,13.08
16686,14.26
16687,18.23
16688,10.66
16689,19.27
16690,19.85
16691,6.21
16692,11.0
16693,15.38
16694,15.12
16695,11.5
16696,16.5
16697,18.77
16698,12.65
16699,18.01
16700,12.28
16701,13.62
16702,13.99
16703,12.71
16704,18.26
16705,16.9
16706,11.14
16707,13.26
16708,15.18
16709,19.91
16710,10.73
16711,18.37
16712,11.4
16713,13.52
16714,15.45
16715,11.71
16716,12.87
16717,17.99
16718,15.23
16719,11.8
16720,18.54
16721,17.62
16722,11.9
16723,16.45
16724,15.0
16725,17.15
16726,17.82
16727,11.91
16728,13.85
16729,17.66
16730,14.53
16731,13.7
16732,17.08
16733,10.69
16734,16.72
16735,14.86
16736,13.07
16737,12.86
16738,19.63
16739,19.8
16740,10.86
16741,17.01
16742,15.15
16743,15.44
16744,9.91
16745,13.04
16746,17.61
16747,14.03
16748,15.62
16749,16.64
16750,15.89
16751,12.94
16752,13.44
16753,15.4
16754,15.14
16755,17.52
16756,13.86
16757,14.66
16758,14.45
16759,15.63
16760,17.34
16761,9.27
16762,15.66
16763,13.91
16764,14.73
16765,13.62
16766,10.53
16767,17.52
16768,11.1
16769,10.67
16770,12.97
16771,18.49
16772,12.53
16773,17.32
16774,17.28
16775,16.28
16776,21.26
16777,13.38
16778,16.03
16779,17.87
16780,21.85
16781,45.1
16782,117.62
16783,77.84
16784,55.8
16785,93.78
16786,59.42
16787,36.83
16788,30.21
16789,20.31
16790,33.81
16791,26.37
16792,15.95
16793,22.89
16794,17.91
16795,19.8
16796,16.94
16797,16.54
16798,21.84
16799,28.09
16800,22.97
16801,24.07
16802,24.63
16803,26.37
16804,20.81
16805,22.24
16806,23.13
16807,16.98
16808,25.51
16809,18.14
16810,23.28
16811,27.31
16812,17.87
16813,28.08
16814,20.04
16815,20.78
16816,24.59
16817,60.67
16818,65.59
16819,47.64
16820,32.7
16821,63.28
16822,55.92
16823,39.72
16824,38.4
16825,55.08
16826,53.08
16827,41.36
16828,49.56
16829,48.55
16830,36.85
16831,31.21
16832,36.12
16833,50.33
16834,34.21
16835,42.33
16836,101.68
16837,189.87
16838,135.73
16839,123.97
16840,99.5
16841,89.55
16842,83.08
16843,70.28
16844,66.84
16845,61.18
16846,52.4
16847,52.02
16848,55.98
16849,150.42
16850,213.62
16851,235.83
16852,246.42
16853,268.97
16854,169.54
16855,135.19
16856,113.29
16857,89.54
16858,82.98
16859,72.23
16860,80.75
16861,95.37
16862,78.36
16863,72.3
16864,72.93
16865,124.85
16866,122.01
16867,103.52
16868,89.16
16869,75.25
16870,75.5
16871,77.62
16872,95.82
16873,92.01
16874,81.26
16875,76.19
16876,66.94
16877,62.37
16878,59.31
16879,51.65
16880,55.56
16881,52.81
16882,49.31
16883,43.29
16884,48.31
16885,48.83
16886,38.66
16887,35.45
16888,50.29
16889,38.79
16890,38.25
16891,39.64
16892,38.33
16893,58.46
16894,59.92
16895,52.38
16896,51.35
16897,47.47
16898,45.69
16899,38.12
16900,45.91
16901,44.24
16902,45.48
16903,31.97
16904,41.88
16905,36.15
16906,41.14
16907,37.89
16908,45.34
16909,50.94
16910,44.79
16911,47.83
16912,44.61
16913,43.43
16914,42.93
16915,40.26
16916,59.2
16917,46.74
16918,47.83
16919,41.81
16920,48.81
16921,37.79
16922,43.41
16923,36.84
16924,36.67
16925,37.07
16926,34.93
16927,30.96
16928,32.15
16929,31.64
16930,33.6
16931,28.33
16932,32.49
16933,23.78
16934,27.25
16935,30.66
16936,25.39
16937,38.64
16938,65.62
16939,136.8
16940,168.11
16941,99.82
16942,71.64
16943,78.15
16944,66.97
16945,57.2
16946,57.51
16947,57.51
16948,47.43
16949,45.59
16950,50.45
16951,46.16
16952,35.36
16953,37.34
16954,38.85
16955,35.45
16956,33.3
16957,34.01
16958,27.44
16959,41.79
16960,23.94
16961,25.18
16962,27.18
16963,22.89
16964,32.83
16965,23.87
16966,20.66
16967,25.48
16968,28.91
16969,17.88
16970,21.16
16971,16.46
16972,20.49
16973,23.65
16974,28.52
16975,8.07
16976,29.43
16977,13.15
16978,26.05
16979,21.48
16980,22.33
16981,16.8
16982,28.3
16983,12.62
16984,16.08
16985,31.7
16986,14.99
16987,22.18
16988,18.23
16989,22.78
16990,17.59
16991,15.09
16992,23.02
16993,21.82
16994,19.46
16995,8.93
16996,27.11
16997,5.96
16998,19.81
16999,20.59
17000,18.94
17001,20.3
17002,9.31
17003,25.44
17004,9.96
17005,16.26
17006,20.88
17007,16.42
17008,9.34
17009,24.09
17010,12.54
17011,15.66
17012,17.46
17013,15.3
17014,14.4
17015,15.9
17016,15.14
17017,15.07
17018,17.55
17019,16.53
17020,17.45
17021,12.96
17022,19.41
17023,18.18
17024,15.2
17025,12.78
17026,20.25
17027,13.39
17028,13.77
17029,14.7
17030,12.2
17031,12.28
17032,13.46
17033,25.16
17034,6.92
17035,27.9
17036,15.43
17037,20.92
17038,4.12
17039,17.29
17040,16.93
17041,15.87
17042,12.08
17043,19.53
17044,12.79
17045,16.31
17046,8.07
17047,16.89
17048,16.67
17049,16.66
17050,15.46
17051,11.56
17052,12.82
17053,15.07
17054,16.74
17055,13.26
17056,17.82
17057,14.02
17058,21.83
17059,13.07
17060,13.8
17061,20.71
17062,12.9
17063,14.47
17064,15.43
17065,19.2
17066,13.3
17067,11.1
17068,20.38
17069,15.33
17070,14.12
17071,17.24
17072,14.64
17073,11.63
17074,11.03
17075,20.5
17076,16.77
17077,18.26
17078,12.58
17079,18.31
17080,16.78
17081,13.14
17082,13.08
17083,15.28
17084,13.77
17085,21.77
17086,14.61
17087,15.89
17088,11.78
17089,12.4
17090,17.52
17091,17.26
17092,16.11
17093,15.04
17094,17.01
17095,10.62
17096,13.65
17097,19.74
17098,15.61
17099,14.93
17100,13.22
17101,18.33
17102,19.96
17103,13.93
17104,28.16
17105,22.28
17106,15.21
17107,8.64
17108,16.87
17109,14.93
17110,17.11
17111,17.61
17112,14.89
17113,16.14
17114,15.85
17115,12.49
17116,16.41
17117,16.26
17118,14.65
17119,18.44
17120,13.58
17121,15.75
17122,17.41
17123,25.66
17124,57.25
17125,75.8
17126,56.98
17127,42.82
17128,54.41
17129,41.43
17130,29.8
17131,27.09
17132,21.04
17133,21.52
17134,22.78
17135,21.27
17136,18.53
17137,24.53
17138,14.19
17139,23.35
17140,40.82
17141,20.68
17142,22.64
17143,68.67
17144,116.78
17145,258.74
17146,257.43
17147,152.12
17148,123.32
17149,110.91
17150,79.68
17151,62.96
17152,54.91
17153,46.25
17154,38.31
17155,35.18
17156,42.64
17157,34.48
17158,29.35
17159,41.13
17160,30.52
17161,37.41
17162,42.18
17163,63.95
17164,152.15
17165,306.87
17166,399.44
17167,658.74
17168,843.79
17169,467.02
17170,287.6
17171,224.42
17172,212.88
17173,146.32
17174,124.19
17175,100.08
17176,91.5
17177,71.56
17178,63.45
17179,59.73
17180,49.64
17181,47.12
17182,33.8
17183,42.52
17184,39.66
17185,43.37
17186,35.99
17187,37.32
17188,56.28
17189,67.25
17190,50.93
17191,51.93
17192,65.46
17193,202.55
17194,148.74
17195,141.11
17196,115.63
17197,105.29
17198,97.13
17199,90.38
17200,86.07
17201,81.31
17202,79.51
17203,65.41
17204,64.35
17205,57.97
17206,53.07
17207,52.1
17208,47.69
17209,48.34
17210,44.95
17211,45.08
17212,46.3
17213,41.98
17214,39.34
17215,38.93
17216,37.25
17217,48.4
17218,38.01
17219,42.2
17220,32.36
17221,36.27
17222,30.22
17223,39.75
17224,28.68
17225,35.33
17226,30.09
17227,32.82
17228,37.0
17229,33.06
17230,32.97
17231,33.68
17232,31.45
17233,28.78
17234,27.97
17235,30.91
17236,29.52
17237,32.57
17238,27.74
17239,26.95
17240,27.36
17241,32.04
17242,33.92
17243,40.01
17244,29.85
17245,38.49
17246,31.34
17247,39.83
17248,31.42
17249,33.33
17250,30.7
17251,35.65
17252,32.55
17253,32.25
17254,31.35
17255,33.57
17256,26.42
17257,27.39
17258,34.32
17259,24.12
17260,29.97
17261,26.83
17262,28.28
17263,24.95
17264,23.37
17265,26.14
17266,24.41
17267,28.62
17268,17.53
17269,26.58
17270,27.51
17271,21.75
17272,21.99
17273,26.95
17274,22.41
17275,38.83
17276,27.33
17277,48.44
17278,39.25
17279,42.46
17280,45.03
17281,33.04
17282,39.67
17283,32.44
17284,32.38
17285,39.32
17286,26.38
17287,30.01
17288,30.97
17289,29.18
17290,25.21
17291,31.64
17292,27.71
17293,26.2
17294,23.98
17295,22.68
17296,21.66
17297,26.46
17298,23.23
17299,25.51
17300,24.89
17301,18.85
17302,23.9
17303,21.19
17304,17.75
17305,19.59
17306,24.54
17307,17.66
17308,22.48
17309,14.17
17310,33.55
17311,22.39
17312,13.75
17313,19.07
17314,14.17
17315,19.19
17316,19.64
17317,20.57
17318,20.55
17319,23.09
17320,11.76
17321,28.63
17322,22.97
17323,19.06
17324,21.02
17325,20.41
17326,24.22
17327,11.75
17328,22.34
17329,18.15
17330,19.5
17331,19.01
17332,24.2
17333,14.08
17334,16.21
17335,22.41
17336,18.02
17337,15.97
17338,19.74
17339,17.77
17340,17.35
17341,9.25
17342,20.78
17343,12.11
17344,18.47
17345,14.47
17346,8.77
17347,21.53
17348,19.74
17349,17.53
17350,15.99
17351,20.82
17352,11.01
17353,18.69
17354,13.56
17355,21.53
17356,15.29
17357,16.61
17358,12.26
17359,19.86
17360,14.59
17361,13.5
17362,17.28
17363,15.85
17364,13.87
17365,15.33
17366,15.53
17367,14.1
17368,16.21
17369,17.55
17370,15.95
17371,12.77
17372,13.64
17373,14.88
17374,16.18
17375,14.94
17376,15.59
17377,14.63
17378,17.99
17379,15.04
17380,17.64
17381,15.41
17382,15.82
17383,13.15
17384,14.64
17385,10.1
17386,12.79
17387,13.9
17388,16.22
17389,14.37
17390,18.01
17391,15.42
17392,10.3
17393,18.6
17394,15.37
17395,14.06
17396,14.33
17397,13.18
17398,16.36
17399,19.84
17400,16.06
17401,17.36
17402,14.81
17403,11.82
17404,16.38
17405,13.57
17406,15.48
17407,16.18
17408,15.02
17409,13.03
17410,15.81
17411,15.89
17412,13.7
17413,24.59
17414,19.52
17415,15.61
17416,6.86
17417,16.08
17418,15.54
17419,23.06
17420,14.48
17421,21.37
17422,13.7
17423,11.85
17424,20.36
17425,21.54
17426,19.35
17427,16.2
17428,19.05
17429,16.23
17430,12.56
17431,15.12
17432,16.23
17433,17.48
17434,14.24
17435,15.62
17436,13.23
17437,13.86
17438,15.76
17439,9.68
17440,12.73
17441,16.63
17442,12.38
17443,16.62
17444,13.31
17445,10.07
17446,23.78
17447,9.97
17448,23.45
17449,17.68
17450,23.67
17451,10.04
17452,17.45
17453,17.84
17454,15.85
17455,15.08
17456,16.14
17457,18.31
17458,15.18
17459,15.5
17460,18.24
17461,14.17
17462,13.49
17463,14.81
17464,13.63
17465,15.53
17466,13.81
17467,21.91
17468,15.77
17469,19.66
17470,11.2
17471,14.87
17472,16.36
17473,16.43
17474,18.74
17475,11.05
17476,15.9
17477,16.6
17478,18.11
17479,20.63
17480,8.37
17481,20.94
17482,16.37
17483,16.61
17484,21.62
17485,22.39
17486,27.92
17487,45.18
17488,36.07
17489,24.41
17490,63.26
17491,44.54
17492,11.29
17493,25.72
17494,26.83
17495,41.36
17496,53.17
17497,63.14
17498,45.39
17499,34.52
17500,36.2
17501,36.4
17502,22.72
17503,34.79
17504,32.77
17505,25.35
17506,27.56
17507,20.27
17508,52.57
17509,43.68
17510,34.29
17511,31.82
17512,22.89
17513,28.38
17514,28.43
17515,31.46
17516,30.55
17517,20.73
17518,37.93
17519,24.77
17520,30.79
17521,29.16
17522,24.79
17523,24.75
17524,20.95
17525,27.04
17526,17.42
17527,23.69
17528,16.58
17529,22.07
17530,22.68
17531,19.49
17532,23.21
17533,22.6
17534,49.11
17535,80.54
17536,77.63
17537,58.63
17538,49.19
17539,44.71
17540,35.61
17541,36.14
17542,33.19
17543,88.19
17544,153.35
17545,115.68
17546,151.04
17547,151.22
17548,138.98
17549,195.15
17550,214.09
17551,195.47
17552,143.85
17553,107.41
17554,88.64
17555,72.83
17556,69.06
17557,67.76
17558,110.16
17559,132.91
17560,102.56
17561,140.57
17562,86.48
17563,125.43
17564,161.88
17565,173.21
17566,307.33
17567,214.84
17568,233.24
17569,267.38
17570,296.28
17571,239.61
17572,155.16
17573,119.22
17574,103.41
17575,114.26
17576,127.43
17577,161.23
17578,133.66
17579,114.34
17580,103.01
17581,105.4
17582,149.48
17583,153.43
17584,145.51
17585,127.58
17586,113.25
17587,105.13
17588,89.18
17589,73.98
17590,66.33
17591,62.6
17592,64.35
17593,65.49
17594,70.33
17595,67.97
17596,65.18
17597,60.66
17598,56.8
17599,55.04
17600,50.94
17601,45.73
17602,50.04
17603,38.96
17604,65.03
17605,59.84
17606,61.96
17607,68.26
17608,68.85
17609,63.12
17610,62.9
17611,61.85
17612,69.32
17613,148.8
17614,258.95
17615,235.67
17616,137.74
17617,113.18
17618,95.6
17619,88.04
17620,81.45
17621,70.9
17622,74.76
17623,68.79
17624,73.92
17625,77.34
17626,79.55
17627,71.57
17628,74.52
17629,67.18
17630,70.67
17631,71.43
17632,75.77
17633,80.63
17634,76.14
17635,74.83
17636,70.4
17637,66.06
17638,62.62
17639,54.52
17640,58.33
17641,52.47
17642,52.99
17643,58.2
17644,56.82
17645,57.44
17646,62.59
17647,57.79
17648,57.4
17649,57.51
17650,56.03
17651,60.98
17652,57.11
17653,65.29
17654,69.33
17655,61.34
17656,59.98
17657,57.35
17658,58.32
17659,60.54
17660,69.76
17661,68.63
17662,68.26
17663,71.76
17664,73.37
17665,72.23
17666,75.3
17667,77.35
17668,85.5
17669,80.37
17670,76.03
17671,81.25
17672,66.13
17673,70.72
17674,64.61
17675,60.0
17676,66.35
17677,69.97
17678,74.65
17679,73.71
17680,102.42
17681,123.95
17682,105.42
17683,90.99
17684,80.07
17685,80.78
17686,83.14
17687,70.28
17688,72.24
17689,69.05
17690,67.63
17691,66.14
17692,66.26
17693,67.64
17694,68.56
17695,74.23
17696,72.22
17697,67.88
17698,86.04
17699,68.53
17700,59.91
17701,65.18
17702,55.93
17703,56.52
17704,47.6
17705,55.79
17706,47.05
17707,49.41
17708,48.0
17709,42.2
17710,50.2
17711,36.49
17712,35.31
17713,39.9
17714,41.43
17715,35.83
17716,27.25
17717,40.13
17718,30.72
17719,34.85
17720,30.63
17721,30.39
17722,30.66
17723,30.22
17724,27.8
17725,28.86
17726,26.25
17727,28.97
17728,27.07
17729,22.53
17730,27.03
17731,24.66
17732,26.51
17733,23.66
17734,21.5
17735,26.84
17736,24.64
17737,26.65
17738,19.23
17739,25.11
17740,18.59
17741,24.21
17742,20.94
17743,22.27
17744,18.76
17745,25.57
17746,18.48
17747,32.64
17748,29.1
17749,14.27
17750,18.49
17751,23.34
17752,20.02
17753,23.14
17754,18.67
17755,22.47
17756,18.45
17757,21.45
17758,22.96
17759,23.91
17760,17.97
17761,11.09
17762,22.03
17763,18.01
17764,23.37
17765,23.93
17766,17.33
17767,16.36
17768,21.08
17769,14.06
17770,21.09
17771,17.36
17772,21.95
17773,23.3
17774,16.52
17775,17.13
17776,20.03
17777,18.46
17778,23.05
17779,16.2
17780,18.63
17781,18.76
17782,21.87
17783,18.58
17784,19.58
17785,19.27
17786,20.72
17787,20.89
17788,13.81
17789,16.47
17790,18.1
17791,17.88
17792,20.06
17793,16.08
17794,15.62
17795,17.13
17796,19.76
17797,21.68
17798,21.86
17799,18.69
17800,22.02
17801,14.53
17802,16.21
17803,12.93
17804,20.65
17805,22.43
17806,28.36
17807,10.38
17808,7.37
17809,18.35
17810,24.38
17811,25.23
17812,18.89
17813,20.25
17814,24.8
17815,7.0
17816,18.97
17817,19.56
17818,12.23
17819,21.52
17820,22.11
17821,23.05
17822,22.13
17823,18.15
17824,17.18
17825,17.47
17826,18.85
17827,19.3
17828,23.3
17829,25.2
17830,20.98
17831,18.44
17832,31.32
17833,9.73
17834,20.74
17835,18.82
17836,20.96
17837,31.74
17838,6.24
17839,24.38
17840,21.36
17841,13.86
17842,52.8
17843,39.72
17844,22.73
17845,23.85
17846,31.63
17847,23.31
17848,21.77
17849,23.52
17850,20.96
17851,20.37
17852,23.37
17853,30.63
17854,23.18
17855,22.59
17856,21.28
17857,45.6
17858,37.58
17859,107.96
17860,61.69
17861,46.84
17862,56.2
17863,51.72
17864,44.44
17865,64.08
17866,152.26
17867,117.99
17868,100.06
17869,134.13
17870,84.64
17871,72.41
17872,56.29
17873,47.37
17874,42.64
17875,38.46
17876,34.73
17877,36.76
17878,34.99
17879,38.0
17880,38.68
17881,36.38
17882,34.05
17883,35.81
17884,35.8
17885,30.93
17886,27.92
17887,27.44
17888,25.09
17889,28.86
17890,21.78
17891,26.48
17892,27.53
17893,25.28
17894,26.92
17895,25.25
17896,25.45
17897,25.61
17898,25.04
17899,23.16
17900,25.13
17901,24.38
17902,20.99
17903,23.34
17904,23.76
17905,22.96
17906,25.03
17907,18.11
17908,22.08
17909,24.29
17910,22.4
17911,24.46
17912,24.41
17913,27.72
17914,48.72
17915,80.48
17916,88.65
17917,102.37
17918,84.3
17919,98.83
17920,114.85
17921,81.54
17922,66.15
17923,61.85
17924,52.72
17925,45.37
17926,43.24
17927,39.67
17928,39.93
17929,33.1
17930,34.59
17931,31.85
17932,32.57
17933,33.52
17934,84.92
17935,159.72
17936,112.3
17937,160.96
17938,109.15
17939,89.61
17940,76.04
17941,69.9
17942,62.99
17943,61.87
17944,74.83
17945,75.09
17946,83.37
17947,76.09
17948,85.23
17949,86.64
17950,80.67
17951,86.76
17952,89.02
17953,117.77
17954,96.87
17955,86.18
17956,122.32
17957,121.79
17958,104.66
17959,104.97
17960,94.97
17961,86.4
17962,80.5
17963,71.77
17964,81.09
17965,71.99
17966,66.69
17967,61.74
17968,59.66
17969,55.02
17970,56.69
17971,51.69
17972,51.03
17973,51.67
17974,52.04
17975,50.84
17976,52.39
17977,52.72
17978,53.46
17979,50.24
17980,86.16
17981,103.16
17982,79.71
17983,69.94
17984,63.16
17985,58.51
17986,58.13
17987,57.28
17988,50.35
17989,48.83
17990,48.04
17991,43.72
17992,55.67
17993,43.49
17994,47.98
17995,62.74
17996,62.4
17997,55.12
17998,52.28
17999,53.63
18000,54.65
18001,50.1
18002,52.9
18003,53.94
18004,51.51
18005,56.39
18006,55.46
18007,58.41
18008,57.23
18009,54.61
18010,51.71
18011,52.15
18012,49.74
18013,52.69
18014,50.18
18015,46.65
18016,47.16
18017,45.48
18018,45.26
18019,47.67
18020,47.83
18021,45.08
18022,45.89
18023,43.77
18024,45.85
18025,42.15
18026,40.03
18027,38.55
18028,39.48
18029,39.31
18030,37.13
18031,36.1
18032,34.75
18033,39.9
18034,31.62
18035,36.61
18036,36.35
18037,36.51
18038,35.04
18039,35.48
18040,35.62
18041,37.61
18042,39.34
18043,37.94
18044,37.25
18045,35.39
18046,38.37
18047,33.29
18048,33.83
18049,32.02
18050,33.79
18051,30.92
18052,31.08
18053,28.64
18054,33.47
18055,27.63
18056,30.09
18057,27.98
18058,26.82
18059,27.84
18060,23.57
18061,25.89
18062,23.57
18063,26.0
18064,23.73
18065,24.39
18066,23.46
18067,18.84
18068,21.26
18069,23.97
18070,21.09
18071,21.57
18072,21.12
18073,21.89
18074,22.85
18075,21.62
18076,20.62
18077,20.45
18078,21.28
18079,22.16
18080,20.15
18081,21.84
18082,19.37
18083,18.83
18084,20.2
18085,18.89
18086,19.59
18087,19.6
18088,20.89
18089,17.01
18090,19.34
18091,16.65
18092,21.65
18093,21.71
18094,19.14
18095,14.51
18096,18.11
18097,13.63
18098,19.78
18099,18.53
18100,17.72
18101,17.89
18102,19.75
18103,17.01
18104,17.89
18105,17.01
18106,18.87
18107,18.08
18108,13.64
18109,19.28
18110,19.85
18111,15.7
18112,16.55
18113,14.89
18114,18.24
18115,15.55
18116,16.52
18117,15.16
18118,17.37
18119,19.07
18120,16.65
18121,17.55
18122,17.52
18123,17.26
18124,17.1
18125,17.27
18126,17.9
18127,15.92
18128,17.18
18129,18.93
18130,16.53
18131,17.36
18132,16.79
18133,17.45
18134,18.84
18135,15.48
18136,17.25
18137,16.78
18138,14.34
18139,18.37
18140,16.07
18141,15.25
18142,18.54
18143,16.02
18144,17.27
18145,16.56
18146,16.5
18147,18.49
18148,15.4
18149,15.83
18150,16.83
18151,15.32
18152,14.5
18153,15.77
18154,16.1
18155,16.5
18156,16.01
18157,17.63
18158,16.45
18159,18.06
18160,16.23
18161,17.03
18162,15.89
18163,18.82
18164,18.24
18165,15.75
18166,14.9
18167,13.31
18168,16.55
18169,14.4
18170,17.9
18171,17.41
18172,15.39
18173,17.33
18174,14.99
18175,15.88
18176,20.62
18177,15.12
18178,17.95
18179,16.98
18180,16.74
18181,16.18
18182,17.42
18183,17.91
18184,16.19
18185,16.25
18186,17.09
18187,17.91
18188,15.04
18189,18.34
18190,18.89
18191,17.37
18192,16.86
18193,17.34
18194,15.53
18195,17.34
18196,16.87
18197,21.98
18198,31.23
18199,15.17
18200,21.43
18201,23.34
18202,18.6
18203,19.04
18204,19.28
18205,21.31
18206,18.43
18207,19.34
18208,20.28
18209,24.76
18210,18.45
18211,36.22
18212,28.9
18213,21.77
18214,17.88
18215,17.7
18216,22.7
18217,27.76
18218,26.28
18219,19.07
18220,30.25
18221,28.85
18222,23.14
18223,19.03
18224,20.34
18225,20.0
18226,22.77
18227,19.02
18228,19.76
18229,17.69
18230,29.3
18231,39.23
18232,34.62
18233,28.34
18234,26.28
18235,23.29
18236,21.31
18237,21.5
18238,21.82
18239,21.44
18240,23.6
18241,19.99
18242,20.99
18243,20.84
18244,22.43
18245,19.83
18246,19.99
18247,18.35
18248,20.85
18249,18.28
18250,17.25
18251,22.76
18252,20.21
18253,17.55
18254,19.81
18255,18.58
18256,17.68
18257,19.35
18258,17.19
18259,18.09
18260,17.15
18261,17.72
18262,16.4
18263,19.61
18264,18.09
18265,17.62
18266,19.66
18267,18.94
18268,17.95
18269,17.67
18270,19.47
18271,17.74
18272,24.73
18273,58.53
18274,33.91
18275,36.11
18276,73.71
18277,117.19
18278,132.57
18279,72.56
18280,64.81
18281,73.3
18282,107.16
18283,71.92
18284,53.56
18285,75.51
18286,95.81
18287,86.2
18288,67.47
18289,58.51
18290,50.58
18291,43.8
18292,56.35
18293,56.41
18294,50.58
18295,50.76
18296,47.08
18297,46.13
18298,79.89
18299,89.39
18300,63.23
18301,55.62
18302,50.97
18303,59.26
18304,91.87
18305,140.78
18306,196.08
18307,289.6
18308,161.0
18309,111.77
18310,91.1
18311,76.05
18312,67.61
18313,64.71
18314,67.54
18315,117.54
18316,128.84
18317,91.95
18318,81.24
18319,146.37
18320,216.93
18321,155.36
18322,159.18
18323,122.1
18324,104.06
18325,84.12
18326,82.57
18327,95.42
18328,87.91
18329,87.07
18330,99.73
18331,105.45
18332,105.45
18333,98.2
18334,87.1
18335,78.95
18336,71.91
18337,67.69
18338,64.34
18339,61.23
18340,55.28
18341,54.69
18342,53.0
18343,49.26
18344,48.01
18345,47.01
18346,45.65
18347,44.42
18348,42.31
18349,42.33
18350,42.89
18351,40.84
18352,40.02
18353,39.88
18354,40.54
18355,35.28
18356,39.23
18357,42.62
18358,40.13
18359,41.54
18360,39.45
18361,40.74
18362,40.72
18363,36.85
18364,39.41
18365,39.62
18366,66.27
18367,58.03
18368,54.42
18369,66.65
18370,109.52
18371,85.71
18372,69.95
18373,59.88
18374,56.14
18375,51.96
18376,47.67
18377,45.53
18378,44.82
18379,42.94
18380,39.56
18381,41.15
18382,37.75
18383,37.31
18384,36.42
18385,34.35
18386,36.8
18387,24.87
18388,34.39
18389,33.06
18390,34.95
18391,31.57
18392,31.95
18393,34.82
18394,30.72
18395,30.04
18396,30.9
18397,31.39
18398,34.75
18399,31.6
18400,30.99
18401,30.63
18402,29.76
18403,31.81
18404,32.51
18405,32.4
18406,34.36
18407,32.66
18408,32.91
18409,29.82
18410,30.07
18411,29.09
18412,27.06
18413,27.07
18414,24.33
18415,26.56
18416,25.55
18417,26.09
18418,23.57
18419,24.94
18420,22.79
18421,24.45
18422,26.07
18423,24.78
18424,23.78
18425,22.2
18426,24.37
18427,22.82
18428,22.73
18429,25.47
18430,24.22
18431,21.68
18432,21.28
18433,22.22
18434,22.02
18435,21.21
18436,21.02
18437,20.94
18438,17.43
18439,22.36
18440,19.2
18441,20.87
18442,20.49
18443,18.4
18444,20.32
18445,19.13
18446,17.18
18447,20.57
18448,18.53
18449,19.57
18450,20.6
18451,18.88
18452,19.57
18453,18.0
18454,19.34
18455,18.27
18456,19.14
18457,17.47
18458,19.25
18459,18.85
18460,18.56
18461,17.12
18462,17.72
18463,17.72
18464,18.93
18465,18.13
18466,19.87
18467,18.96
18468,17.26
18469,16.59
18470,20.04
18471,19.13
18472,17.61
18473,19.52
18474,16.74
18475,18.15
18476,16.82
18477,18.75
18478,19.7
18479,16.97
18480,18.38
18481,16.55
18482,18.6
18483,15.17
18484,17.03
18485,16.78
18486,17.14
18487,18.04
18488,17.23
18489,17.82
18490,17.09
18491,16.68
18492,16.93
18493,18.4
18494,15.86
18495,15.51
18496,16.55
18497,17.08
18498,17.81
18499,14.58
18500,16.99
18501,16.68
18502,16.39
18503,15.22
18504,15.03
18505,15.96
18506,16.22
18507,30.87
18508,21.33
18509,17.77
18510,17.68
18511,16.51
18512,16.02
18513,16.29
18514,17.75
18515,16.21
18516,17.3
18517,14.64
18518,16.36
18519,17.12
18520,17.37
18521,15.93
18522,16.59
18523,16.36
18524,17.03
18525,17.05
18526,16.15
18527,16.46
18528,18.88
18529,16.21
18530,16.47
18531,15.52
18532,16.26
18533,15.71
18534,15.79
18535,16.39
18536,16.04
18537,16.09
18538,15.45
18539,13.33
18540,18.54
18541,16.92
18542,15.78
18543,17.09
18544,16.86
18545,17.75
18546,17.73
18547,17.97
18548,16.17
18549,17.15
18550,15.93
18551,12.26
18552,15.92
18553,15.8
18554,15.87
18555,15.75
18556,16.23
18557,16.2
18558,16.34
18559,16.73
18560,16.22
18561,18.45
18562,19.24
18563,18.06
18564,24.87
18565,24.99
18566,23.85
18567,18.78
18568,17.69
18569,19.4
18570,16.99
18571,14.37
18572,18.89
18573,16.62
18574,16.9
18575,18.8
18576,18.89
18577,17.43
18578,16.89
18579,16.87
18580,19.39
18581,18.15
18582,18.72
18583,16.75
18584,16.91
18585,13.18
18586,16.13
18587,20.35
18588,16.9
18589,17.49
18590,16.24
18591,18.16
18592,17.94
18593,16.57
18594,15.51
18595,17.62
18596,25.32
18597,21.92
18598,18.64
18599,18.02
18600,18.02
18601,21.22
18602,14.44
18603,17.75
18604,16.87
18605,19.05
18606,17.94
