$10/1/1950-8/29/2024 Pit River (proportional estimate),
,
JDAY,QIN
7461,117.9
7462,118.49
7463,118.14
7464,116.42
7465,121.12
7466,118.72
7467,220.61
7468,491.82
7469,355.54
7470,303.76
7471,277.85
7472,256.51
7473,246.89
7474,219.18
7475,217.26
7476,208.68
7477,199.93
7478,232.88
7479,312.44
7480,325.0
7481,603.67
7482,1085.96
7483,675.26
7484,605.17
7485,527.47
7486,471.42
7487,396.85
7488,362.15
7489,311.69
7490,288.12
7491,281.81
7492,274.28
7493,271.52
7494,263.71
7495,252.57
7496,325.4
7497,307.8
7498,277.08
7499,261.67
7500,250.88
7501,237.89
7502,240.33
7503,234.04
7504,236.7
7505,223.99
7506,219.86
7507,233.25
7508,211.16
7509,205.32
7510,198.82
7511,189.33
7512,198.61
7513,184.12
7514,191.6
7515,195.31
7516,199.11
7517,205.41
7518,204.17
7519,207.25
7520,227.76
7521,223.02
7522,227.11
7523,225.63
7524,223.7
7525,249.13
7526,241.45
7527,240.05
7528,237.78
7529,252.03
7530,236.18
7531,230.5
7532,214.59
7533,217.23
7534,201.41
7535,192.66
7536,170.17
7537,165.83
7538,165.04
7539,165.71
7540,162.55
7541,165.93
7542,169.45
7543,166.47
7544,173.59
7545,179.13
7546,165.58
7547,165.55
7548,157.34
7549,167.22
7550,159.67
7551,165.03
7552,176.92
7553,182.5
7554,183.11
7555,187.67
7556,191.32
7557,190.81
7558,181.24
7559,170.97
7560,161.21
7561,149.26
7562,154.58
7563,140.44
7564,125.62
7565,126.93
7566,125.67
7567,127.44
7568,118.89
7569,111.26
7570,101.68
7571,99.71
7572,106.79
7573,115.7
7574,110.33
7575,119.48
7576,111.81
7577,111.12
7578,107.38
7579,108.9
7580,110.4
7581,111.92
7582,116.08
7583,96.37
7584,101.39
7585,92.01
7586,85.17
7587,100.24
7588,92.22
7589,90.02
7590,84.7
7591,84.35
7592,71.87
7593,104.02
7594,86.99
7595,78.13
7596,72.9
7597,114.13
7598,90.16
7599,73.58
7600,81.41
7601,77.48
7602,75.2
7603,67.65
7604,79.64
7605,73.4
7606,73.77
7607,64.56
7608,76.45
7609,68.24
7610,68.38
7611,69.1
7612,65.92
7613,71.82
7614,70.23
7615,71.01
7616,66.5
7617,61.37
7618,69.99
7619,71.9
7620,66.64
7621,69.83
7622,67.53
7623,72.39
7624,62.19
7625,57.21
7626,62.7
7627,72.39
7628,40.61
7629,69.25
7630,58.55
7631,62.12
7632,66.27
7633,59.87
7634,60.33
7635,63.8
7636,28.98
7637,55.31
7638,67.23
7639,62.51
7640,68.96
7641,50.48
7642,74.29
7643,61.9
7644,74.89
7645,58.41
7646,54.59
7647,71.4
7648,70.3
7649,68.24
7650,67.09
7651,67.82
7652,74.38
7653,60.76
7654,64.06
7655,60.4
7656,64.89
7657,54.21
7658,57.29
7659,78.95
7660,69.58
7661,58.62
7662,72.43
7663,62.49
7664,62.87
7665,69.58
7666,72.6
7667,63.57
7668,51.73
7669,112.16
7670,63.74
7671,74.03
7672,74.17
7673,78.84
7674,73.4
7675,59.0
7676,94.01
7677,74.05
7678,64.51
7679,77.03
7680,78.32
7681,68.02
7682,75.3
7683,76.73
7684,74.78
7685,67.98
7686,62.07
7687,67.98
7688,79.07
7689,56.26
7690,80.1
7691,69.38
7692,78.32
7693,88.54
7694,82.47
7695,74.73
7696,73.33
7697,72.44
7698,74.5
7699,69.99
7700,84.98
7701,79.77
7702,73.0
7703,78.27
7704,70.44
7705,79.31
7706,74.8
7707,72.58
7708,71.08
7709,68.0
7710,78.56
7711,82.75
7712,108.88
7713,108.08
7714,137.23
7715,93.73
7716,87.46
7717,81.35
7718,80.13
7719,85.75
7720,83.11
7721,74.29
7722,83.83
7723,77.87
7724,72.81
7725,82.5
7726,74.94
7727,110.09
7728,105.41
7729,131.15
7730,106.27
7731,106.77
7732,94.33
7733,104.11
7734,110.73
7735,100.1
7736,86.88
7737,93.26
7738,101.26
7739,97.8
7740,107.37
7741,83.76
7742,89.95
7743,115.86
7744,86.48
7745,82.85
7746,84.54
7747,82.1
7748,76.54
7749,92.83
7750,78.32
7751,72.69
7752,98.42
7753,126.98
7754,106.27
7755,168.62
7756,157.58
7757,130.29
7758,103.57
7759,100.27
7760,96.94
7761,104.7
7762,91.29
7763,76.82
7764,109.06
7765,83.74
7766,80.83
7767,86.81
7768,88.1
7769,70.06
7770,81.81
7771,76.8
7772,75.57
7773,77.62
7774,44.74
7775,123.23
7776,80.97
7777,86.1
7778,79.05
7779,81.21
7780,85.54
7781,117.81
7782,126.77
7783,308.15
7784,667.24
7785,520.53
7786,292.22
7787,300.64
7788,244.11
7789,214.59
7790,169.09
7791,145.85
7792,135.93
7793,122.73
7794,108.88
7795,104.87
7796,111.01
7797,111.33
7798,111.99
7799,113.77
7800,131.79
7801,124.19
7802,120.57
7803,119.59
7804,116.45
7805,105.07
7806,120.93
7807,131.39
7808,119.83
7809,123.56
7810,124.04
7811,132.23
7812,121.98
7813,154.53
7814,148.95
7815,176.73
7816,227.57
7817,246.68
7818,238.29
7819,254.52
7820,264.11
7821,513.79
7822,547.92
7823,454.38
7824,469.31
7825,487.16
7826,431.26
7827,390.94
7828,362.26
7829,318.86
7830,295.74
7831,285.64
7832,297.92
7833,294.33
7834,274.38
7835,263.29
7836,251.84
7837,238.45
7838,230.08
7839,225.54
7840,224.74
7841,197.84
7842,198.57
7843,181.78
7844,283.71
7845,212.62
7846,221.33
7847,193.95
7848,199.62
7849,182.04
7850,173.64
7851,158.26
7852,165.46
7853,153.85
7854,164.9
7855,149.21
7856,148.51
7857,156.97
7858,329.35
7859,433.48
7860,314.95
7861,256.41
7862,222.27
7863,202.76
7864,267.25
7865,323.25
7866,271.91
7867,233.43
7868,226.02
7869,214.73
7870,210.58
7871,182.79
7872,180.02
7873,168.69
7874,158.56
7875,155.35
7876,174.25
7877,168.23
7878,142.92
7879,152.18
7880,140.39
7881,144.07
7882,134.43
7883,141.07
7884,132.35
7885,132.86
7886,126.28
7887,130.0
7888,132.09
7889,121.58
7890,140.81
7891,129.88
7892,116.94
7893,119.82
7894,124.87
7895,117.38
7896,123.29
7897,104.77
7898,106.36
7899,118.68
7900,119.71
7901,101.23
7902,120.39
7903,147.9
7904,123.63
7905,118.26
7906,112.63
7907,113.87
7908,106.84
7909,115.2
7910,114.39
7911,115.18
7912,95.13
7913,89.11
7914,91.0
7915,95.98
7916,97.1
7917,94.03
7918,87.72
7919,88.21
7920,86.72
7921,82.8
7922,93.16
7923,133.92
7924,107.31
7925,85.02
7926,97.32
7927,91.34
7928,83.22
7929,83.41
7930,64.7
7931,85.97
7932,82.96
7933,73.42
7934,87.82
7935,72.69
7936,71.82
7937,71.17
7938,84.88
7939,75.7
7940,70.26
7941,78.72
7942,72.76
7943,72.85
7944,71.38
7945,75.97
7946,63.12
7947,73.05
7948,69.67
7949,69.95
7950,65.3
7951,67.95
7952,66.8
7953,65.63
7954,63.19
7955,72.01
7956,63.83
7957,73.33
7958,55.6
7959,64.27
7960,56.61
7961,61.55
7962,73.58
7963,60.74
7964,62.52
7965,70.7
7966,57.83
7967,59.7
7968,60.26
7969,69.04
7970,63.22
7971,59.28
7972,60.52
7973,72.6
7974,56.04
7975,63.71
7976,59.52
7977,58.97
7978,70.51
7979,61.88
7980,70.39
7981,65.64
7982,59.04
7983,64.42
7984,62.02
7985,69.11
7986,59.86
7987,64.67
7988,59.12
7989,59.16
7990,58.79
7991,60.38
7992,70.13
7993,55.53
7994,69.24
7995,65.3
7996,58.74
7997,64.48
7998,62.44
7999,51.19
8000,72.37
8001,69.69
8002,61.04
8003,56.47
8004,70.72
8005,53.35
8006,76.66
8007,47.63
8008,74.31
8009,61.09
8010,60.61
8011,65.94
8012,47.7
8013,59.86
8014,58.67
8015,72.22
8016,50.04
8017,66.99
8018,66.73
8019,56.14
8020,63.41
8021,60.9
8022,75.25
8023,104.02
8024,55.25
8025,55.37
8026,54.33
8027,60.27
8028,58.25
8029,77.41
8030,63.69
8031,57.83
8032,87.0
8033,84.35
8034,71.05
8035,60.24
8036,90.96
8037,80.66
8038,62.49
8039,73.63
8040,64.14
8041,67.41
8042,67.37
8043,81.49
8044,65.77
8045,81.35
8046,110.4
8047,140.49
8048,94.53
8049,88.05
8050,92.48
8051,119.66
8052,89.91
8053,85.38
8054,89.84
8055,77.88
8056,76.02
8057,69.79
8058,102.61
8059,80.52
8060,67.13
8061,59.68
8062,64.6
8063,105.47
8064,75.43
8065,61.56
8066,76.16
8067,70.4
8068,71.26
8069,68.85
8070,110.98
8071,114.78
8072,90.05
8073,109.48
8074,72.32
8075,80.88
8076,102.97
8077,120.13
8078,145.05
8079,105.85
8080,218.74
8081,248.77
8082,238.57
8083,284.95
8084,169.44
8085,165.24
8086,149.07
8087,163.33
8088,110.66
8089,109.86
8090,109.06
8091,108.27
8092,107.47
8093,106.67
8094,105.87
8095,94.31
8096,85.83
8097,83.62
8098,90.63
8099,78.42
8100,114.72
8101,84.74
8102,78.11
8103,93.96
8104,85.85
8105,64.39
8106,71.03
8107,72.03
8108,62.63
8109,82.36
8110,74.22
8111,67.82
8112,74.22
8113,86.72
8114,145.74
8115,171.01
8116,224.17
8117,198.47
8118,289.08
8119,470.04
8120,333.26
8121,262.96
8122,218.13
8123,173.97
8124,179.71
8125,158.33
8126,135.26
8127,125.8
8128,122.62
8129,117.65
8130,115.51
8131,105.69
8132,99.0
8133,101.58
8134,101.79
8135,95.67
8136,117.53
8137,138.86
8138,132.91
8139,253.53
8140,329.51
8141,438.73
8142,313.02
8143,469.38
8144,1299.5
8145,852.99
8146,960.22
8147,593.27
8148,391.04
8149,308.29
8150,247.18
8151,224.9
8152,206.64
8153,189.77
8154,171.44
8155,159.36
8156,156.85
8157,175.71
8158,174.23
8159,180.93
8160,153.66
8161,150.45
8162,161.87
8163,342.57
8164,497.48
8165,361.3
8166,341.54
8167,324.94
8168,355.02
8169,527.07
8170,436.65
8171,426.99
8172,351.58
8173,387.76
8174,344.75
8175,296.92
8176,255.88
8177,230.67
8178,215.22
8179,198.97
8180,190.99
8181,181.96
8182,168.95
8183,343.13
8184,541.84
8185,489.45
8186,499.86
8187,486.94
8188,516.38
8189,437.49
8190,371.39
8191,314.99
8192,303.25
8193,337.32
8194,298.3
8195,263.76
8196,244.25
8197,261.46
8198,250.09
8199,235.67
8200,219.06
8201,209.07
8202,200.54
8203,198.41
8204,189.17
8205,182.2
8206,224.52
8207,233.6
8208,264.95
8209,229.24
8210,214.86
8211,198.07
8212,202.56
8213,194.84
8214,191.7
8215,183.02
8216,175.91
8217,184.92
8218,167.14
8219,163.49
8220,157.18
8221,158.64
8222,150.19
8223,157.35
8224,156.34
8225,150.08
8226,165.46
8227,162.18
8228,162.41
8229,179.97
8230,177.75
8231,183.94
8232,175.54
8233,184.34
8234,203.42
8235,169.47
8236,169.02
8237,170.1
8238,159.9
8239,151.06
8240,158.56
8241,161.24
8242,155.44
8243,157.83
8244,167.24
8245,176.71
8246,179.88
8247,174.56
8248,158.71
8249,148.99
8250,144.75
8251,152.4
8252,181.43
8253,142.29
8254,140.51
8255,148.67
8256,140.63
8257,147.89
8258,131.1
8259,136.36
8260,141.68
8261,149.63
8262,165.5
8263,159.55
8264,166.04
8265,160.25
8266,171.79
8267,122.05
8268,143.86
8269,136.34
8270,127.02
8271,122.92
8272,146.35
8273,120.81
8274,83.41
8275,127.66
8276,112.49
8277,124.82
8278,120.65
8279,118.98
8280,107.37
8281,104.51
8282,103.1
8283,104.28
8284,92.77
8285,96.23
8286,89.9
8287,86.22
8288,95.93
8289,81.63
8290,94.01
8291,78.34
8292,74.47
8293,77.22
8294,70.96
8295,74.61
8296,78.88
8297,74.75
8298,80.39
8299,84.61
8300,77.85
8301,72.17
8302,71.22
8303,69.5
8304,74.78
8305,71.14
8306,76.68
8307,72.79
8308,71.9
8309,65.92
8310,62.78
8311,56.32
8312,76.87
8313,59.52
8314,70.46
8315,67.6
8316,69.97
8317,60.01
8318,63.34
8319,70.09
8320,62.94
8321,61.36
8322,67.81
8323,61.25
8324,62.66
8325,67.77
8326,64.44
8327,59.66
8328,64.01
8329,54.54
8330,74.17
8331,65.05
8332,57.12
8333,64.02
8334,55.03
8335,63.81
8336,71.08
8337,60.1
8338,66.08
8339,54.49
8340,58.48
8341,63.43
8342,58.65
8343,66.69
8344,57.41
8345,44.98
8346,68.09
8347,57.83
8348,58.9
8349,55.76
8350,62.17
8351,56.21
8352,60.43
8353,61.55
8354,61.74
8355,52.41
8356,63.27
8357,46.8
8358,59.54
8359,57.45
8360,53.0
8361,54.4
8362,56.09
8363,50.6
8364,65.91
8365,57.07
8366,57.59
8367,55.44
8368,63.1
8369,62.31
8370,64.53
8371,55.62
8372,53.84
8373,64.3
8374,61.04
8375,57.97
8376,63.83
8377,61.81
8378,59.93
8379,57.47
8380,58.69
8381,51.02
8382,63.67
8383,66.41
8384,62.52
8385,89.71
8386,57.1
8387,62.91
8388,44.84
8389,67.25
8390,90.84
8391,70.47
8392,58.46
8393,74.89
8394,75.95
8395,68.94
8396,71.47
8397,64.08
8398,56.91
8399,59.59
8400,64.11
8401,65.78
8402,65.57
8403,52.65
8404,66.69
8405,58.81
8406,68.09
8407,91.54
8408,106.6
8409,70.82
8410,64.93
8411,68.63
8412,63.31
8413,67.54
8414,71.78
8415,63.69
8416,66.03
8417,64.13
8418,69.6
8419,56.25
8420,67.89
8421,69.39
8422,111.6
8423,218.17
8424,215.83
8425,130.85
8426,109.01
8427,86.03
8428,128.71
8429,89.97
8430,72.23
8431,77.87
8432,68.28
8433,78.56
8434,62.05
8435,73.42
8436,62.89
8437,170.29
8438,308.61
8439,346.3
8440,379.8
8441,567.77
8442,862.81
8443,1517.25
8444,1203.46
8445,670.65
8446,551.6
8447,645.63
8448,984.28
8449,811.65
8450,753.26
8451,482.42
8452,358.18
8453,320.1
8454,282.16
8455,248.04
8456,223.77
8457,194.13
8458,196.34
8459,163.37
8460,194.89
8461,239.18
8462,984.94
8463,911.68
8464,532.97
8465,454.04
8466,301.98
8467,279.49
8468,236.2
8469,241.15
8470,206.98
8471,206.09
8472,189.94
8473,225.49
8474,225.46
8475,275.29
8476,234.37
8477,250.08
8478,224.31
8479,265.42
8480,246.03
8481,224.66
8482,242.63
8483,480.5
8484,465.61
8485,364.0
8486,308.12
8487,279.26
8488,279.3
8489,337.22
8490,437.16
8491,586.37
8492,462.68
8493,399.08
8494,220.47
8495,271.07
8496,240.82
8497,232.12
8498,220.49
8499,190.92
8500,175.09
8501,173.57
8502,168.29
8503,161.16
8504,161.05
8505,186.38
8506,323.93
8507,561.7
8508,1701.4
8509,3327.49
8510,1782.98
8511,1495.52
8512,1387.2
8513,966.71
8514,795.09
8515,599.17
8516,480.85
8517,418.05
8518,367.4
8519,328.34
8520,298.93
8521,286.27
8522,271.0
8523,237.75
8524,344.7
8525,346.3
8526,275.18
8527,261.65
8528,246.92
8529,229.76
8530,215.92
8531,205.89
8532,194.93
8533,195.33
8534,179.97
8535,188.49
8536,198.14
8537,182.03
8538,176.88
8539,164.64
8540,183.02
8541,167.55
8542,203.4
8543,231.05
8544,198.22
8545,209.02
8546,172.77
8547,186.79
8548,161.97
8549,172.52
8550,174.82
8551,186.24
8552,536.23
8553,709.6
8554,532.98
8555,413.22
8556,332.65
8557,312.04
8558,346.67
8559,369.44
8560,334.78
8561,300.88
8562,322.92
8563,523.59
8564,616.36
8565,506.88
8566,435.73
8567,416.04
8568,362.99
8569,362.41
8570,354.11
8571,341.75
8572,313.04
8573,302.09
8574,252.24
8575,329.76
8576,254.87
8577,270.06
8578,312.86
8579,503.29
8580,687.91
8581,1489.96
8582,2089.53
8583,1113.91
8584,1223.29
8585,899.41
8586,672.0
8587,542.36
8588,487.21
8589,426.16
8590,380.04
8591,356.8
8592,340.86
8593,324.09
8594,298.96
8595,278.04
8596,262.98
8597,269.5
8598,267.84
8599,256.77
8600,247.22
8601,243.31
8602,227.85
8603,229.99
8604,231.23
8605,234.0
8606,257.26
8607,244.18
8608,241.99
8609,223.84
8610,211.33
8611,204.92
8612,202.53
8613,195.99
8614,207.76
8615,229.17
8616,224.39
8617,221.05
8618,192.85
8619,211.89
8620,221.78
8621,232.47
8622,262.86
8623,212.64
8624,207.46
8625,205.25
8626,199.91
8627,195.87
8628,199.06
8629,168.11
8630,170.88
8631,189.52
8632,167.45
8633,154.6
8634,146.68
8635,158.68
8636,153.48
8637,167.47
8638,171.51
8639,165.2
8640,182.81
8641,164.49
8642,170.27
8643,159.97
8644,147.05
8645,166.05
8646,146.56
8647,147.66
8648,151.65
8649,159.81
8650,149.58
8651,123.98
8652,133.99
8653,149.7
8654,125.41
8655,130.16
8656,137.36
8657,120.15
8658,114.27
8659,120.16
8660,122.2
8661,116.07
8662,120.44
8663,132.51
8664,116.36
8665,104.63
8666,107.16
8667,118.16
8668,96.92
8669,104.73
8670,98.13
8671,110.16
8672,99.96
8673,99.82
8674,95.89
8675,90.73
8676,82.99
8677,97.67
8678,92.36
8679,96.82
8680,90.42
8681,86.22
8682,172.44
8683,147.21
8684,114.41
8685,100.95
8686,100.67
8687,100.34
8688,97.8
8689,86.22
8690,85.26
8691,95.01
8692,85.45
8693,91.85
8694,86.18
8695,85.36
8696,91.24
8697,87.0
8698,103.06
8699,82.96
8700,95.27
8701,77.76
8702,75.3
8703,76.12
8704,71.85
8705,75.95
8706,83.69
8707,71.22
8708,81.53
8709,80.03
8710,85.9
8711,84.89
8712,78.53
8713,78.49
8714,74.76
8715,83.31
8716,66.85
8717,80.53
8718,71.5
8719,77.99
8720,72.79
8721,73.86
8722,75.77
8723,76.51
8724,70.7
8725,72.1
8726,77.87
8727,69.95
8728,73.58
8729,74.15
8730,76.18
8731,79.03
8732,65.64
8733,80.97
8734,70.77
8735,73.89
8736,74.59
8737,77.99
8738,73.98
8739,72.2
8740,80.45
8741,69.36
8742,67.81
8743,78.86
8744,79.17
8745,78.74
8746,62.37
8747,75.69
8748,85.29
8749,72.71
8750,80.85
8751,56.56
8752,37.19
8753,40.57
8754,23.15
8755,30.36
8756,25.0
8757,89.46
8758,65.4
8759,76.31
8760,64.41
8761,73.14
8762,80.6
8763,68.31
8764,73.09
8765,82.19
8766,68.97
8767,71.36
8768,83.06
8769,77.01
8770,60.0
8771,72.85
8772,72.25
8773,72.62
8774,77.26
8775,79.8
8776,85.15
8777,75.37
8778,75.25
8779,79.45
8780,79.7
8781,79.05
8782,65.61
8783,73.0
8784,64.13
8785,80.66
8786,60.83
8787,72.25
8788,73.94
8789,79.92
8790,75.15
8791,78.41
8792,75.11
8793,104.94
8794,129.75
8795,72.2
8796,85.64
8797,100.17
8798,77.66
8799,85.07
8800,81.56
8801,81.21
8802,83.34
8803,78.04
8804,90.07
8805,100.45
8806,83.2
8807,58.11
8808,126.76
8809,82.05
8810,77.5
8811,98.18
8812,84.27
8813,78.09
8814,84.37
8815,82.47
8816,79.28
8817,72.76
8818,126.25
8819,100.03
8820,91.17
8821,87.82
8822,101.4
8823,85.03
8824,77.08
8825,82.54
8826,77.19
8827,63.66
8828,81.09
8829,118.98
8830,303.27
8831,208.37
8832,127.47
8833,105.24
8834,95.42
8835,99.4
8836,89.9
8837,86.15
8838,90.28
8839,87.25
8840,85.26
8841,83.18
8842,85.7
8843,83.46
8844,83.31
8845,82.5
8846,81.74
8847,81.2
8848,89.34
8849,84.44
8850,76.8
8851,86.22
8852,76.11
8853,77.34
8854,159.48
8855,104.25
8856,74.95
8857,86.83
8858,82.14
8859,77.27
8860,79.7
8861,86.85
8862,74.1
8863,93.82
8864,103.22
8865,136.29
8866,161.56
8867,114.83
8868,115.72
8869,95.51
8870,94.17
8871,92.79
8872,81.23
8873,95.14
8874,84.95
8875,108.47
8876,98.89
8877,102.89
8878,74.55
8879,92.9
8880,82.38
8881,97.59
8882,82.59
8883,91.64
8884,92.2
8885,86.48
8886,89.29
8887,88.22
8888,82.64
8889,127.96
8890,128.36
8891,124.09
8892,169.09
8893,161.5
8894,131.9
8895,167.76
8896,251.02
8897,299.54
8898,537.86
8899,402.41
8900,293.7
8901,786.96
8902,953.16
8903,450.11
8904,348.29
8905,286.5
8906,234.85
8907,199.51
8908,213.29
8909,186.61
8910,160.93
8911,152.04
8912,147.61
8913,135.26
8914,136.76
8915,150.26
8916,148.95
8917,200.04
8918,209.73
8919,350.28
8920,317.9
8921,270.35
8922,266.05
8923,253.53
8924,411.77
8925,663.23
8926,520.01
8927,396.86
8928,345.78
8929,283.22
8930,289.97
8931,241.58
8932,254.02
8933,243.42
8934,345.8
8935,969.18
8936,981.53
8937,551.8
8938,480.47
8939,386.14
8940,350.21
8941,405.65
8942,695.78
8943,460.99
8944,378.02
8945,318.82
8946,299.7
8947,282.85
8948,265.92
8949,251.85
8950,240.49
8951,247.83
8952,240.52
8953,237.64
8954,213.23
8955,222.3
8956,215.66
8957,199.93
8958,201.73
8959,194.14
8960,203.85
8961,213.72
8962,233.23
8963,221.88
8964,219.09
8965,212.92
8966,205.35
8967,216.18
8968,206.91
8969,211.07
8970,223.71
8971,240.75
8972,381.66
8973,385.58
8974,328.67
8975,300.08
8976,265.28
8977,261.08
8978,253.79
8979,258.22
8980,220.19
8981,255.32
8982,250.62
8983,237.89
8984,230.91
8985,232.95
8986,226.66
8987,235.15
8988,223.77
8989,232.55
8990,227.72
8991,234.85
8992,250.69
8993,253.49
8994,264.11
8995,242.79
8996,253.09
8997,246.41
8998,225.25
8999,215.95
9000,202.39
9001,195.76
9002,192.82
9003,190.87
9004,194.02
9005,181.89
9006,198.82
9007,185.98
9008,193.93
9009,198.59
9010,200.82
9011,183.04
9012,178.21
9013,175.17
9014,168.09
9015,176.06
9016,172.42
9017,155.44
9018,140.13
9019,147.05
9020,147.63
9021,136.83
9022,132.93
9023,139.06
9024,123.2
9025,127.61
9026,111.48
9027,106.69
9028,108.43
9029,113.8
9030,104.04
9031,101.65
9032,113.35
9033,118.86
9034,115.96
9035,111.73
9036,106.39
9037,103.78
9038,97.73
9039,93.16
9040,95.63
9041,94.88
9042,89.08
9043,88.68
9044,91.43
9045,88.57
9046,85.61
9047,82.02
9048,95.06
9049,79.64
9050,92.58
9051,81.07
9052,80.32
9053,79.21
9054,105.22
9055,85.89
9056,91.59
9057,84.63
9058,79.92
9059,82.43
9060,81.27
9061,91.59
9062,84.16
9063,79.85
9064,72.29
9065,54.26
9066,74.9
9067,72.03
9068,71.64
9069,75.02
9070,73.46
9071,78.96
9072,82.8
9073,75.7
9074,71.1
9075,69.62
9076,73.87
9077,81.75
9078,76.38
9079,67.37
9080,76.14
9081,81.98
9082,78.84
9083,69.22
9084,72.53
9085,72.91
9086,76.96
9087,75.81
9088,65.94
9089,79.68
9090,75.02
9091,75.39
9092,76.8
9093,73.12
9094,69.78
9095,67.23
9096,74.73
9097,72.2
9098,80.12
9099,73.25
9100,53.51
9101,73.96
9102,68.24
9103,72.72
9104,72.48
9105,70.65
9106,71.68
9107,78.13
9108,70.18
9109,91.64
9110,80.95
9111,67.0
9112,81.56
9113,66.17
9114,70.56
9115,89.91
9116,71.64
9117,69.74
9118,72.1
9119,77.13
9120,61.23
9121,76.54
9122,85.8
9123,69.38
9124,71.73
9125,73.73
9126,72.08
9127,79.73
9128,63.71
9129,54.8
9130,81.6
9131,74.47
9132,58.67
9133,73.14
9134,75.53
9135,69.83
9136,74.97
9137,67.49
9138,79.4
9139,74.33
9140,109.25
9141,117.67
9142,99.57
9143,99.68
9144,80.81
9145,78.51
9146,87.4
9147,88.57
9148,75.91
9149,73.68
9150,77.38
9151,83.04
9152,64.55
9153,79.54
9154,69.67
9155,81.63
9156,103.03
9157,105.87
9158,93.45
9159,78.32
9160,90.16
9161,125.69
9162,87.61
9163,94.05
9164,90.16
9165,73.4
9166,72.13
9167,79.8
9168,87.23
9169,88.14
9170,85.33
9171,93.4
9172,64.42
9173,80.94
9174,81.07
9175,83.13
9176,76.61
9177,122.9
9178,117.51
9179,82.7
9180,87.79
9181,80.39
9182,86.5
9183,76.07
9184,89.25
9185,82.8
9186,81.51
9187,80.53
9188,77.55
9189,88.61
9190,71.68
9191,70.23
9192,90.4
9193,77.2
9194,82.07
9195,76.56
9196,108.88
9197,152.11
9198,129.27
9199,90.7
9200,97.55
9201,81.68
9202,86.78
9203,87.46
9204,71.5
9205,96.52
9206,76.8
9207,46.41
9208,98.72
9209,78.2
9210,76.59
9211,81.28
9212,93.59
9213,64.35
9214,76.07
9215,87.09
9216,76.28
9217,82.21
9218,78.08
9219,76.84
9220,79.14
9221,75.32
9222,73.05
9223,77.97
9224,83.86
9225,66.73
9226,82.03
9227,74.31
9228,68.82
9229,81.77
9230,67.51
9231,89.29
9232,81.55
9233,89.67
9234,69.46
9235,67.07
9236,80.83
9237,86.72
9238,81.74
9239,74.24
9240,59.84
9241,102.52
9242,72.3
9243,76.0
9244,86.1
9245,76.75
9246,75.7
9247,79.42
9248,70.06
9249,75.36
9250,83.31
9251,67.04
9252,71.17
9253,104.72
9254,66.48
9255,86.1
9256,57.66
9257,80.06
9258,68.87
9259,70.14
9260,72.67
9261,58.32
9262,72.23
9263,62.09
9264,77.41
9265,72.83
9266,68.07
9267,84.02
9268,75.84
9269,97.12
9270,109.02
9271,95.34
9272,97.67
9273,92.91
9274,97.64
9275,84.27
9276,84.82
9277,83.81
9278,85.99
9279,131.83
9280,384.54
9281,293.86
9282,293.37
9283,395.94
9284,288.54
9285,255.92
9286,186.4
9287,161.57
9288,149.6
9289,142.62
9290,142.53
9291,122.64
9292,133.49
9293,125.66
9294,117.79
9295,124.0
9296,120.5
9297,108.59
9298,115.77
9299,98.61
9300,126.02
9301,120.5
9302,124.77
9303,90.39
9304,93.96
9305,95.76
9306,116.38
9307,110.77
9308,84.58
9309,107.61
9310,92.72
9311,67.82
9312,96.73
9313,100.95
9314,100.58
9315,92.62
9316,100.22
9317,61.3
9318,55.17
9319,86.88
9320,108.1
9321,163.27
9322,253.89
9323,191.81
9324,181.01
9325,132.28
9326,168.69
9327,165.43
9328,140.53
9329,144.43
9330,147.96
9331,98.82
9332,70.42
9333,106.69
9334,132.98
9335,122.59
9336,105.17
9337,95.44
9338,89.2
9339,76.92
9340,96.19
9341,76.86
9342,84.84
9343,85.02
9344,82.12
9345,105.66
9346,102.17
9347,103.85
9348,79.38
9349,99.45
9350,109.04
9351,125.06
9352,96.91
9353,99.56
9354,89.09
9355,103.69
9356,131.1
9357,116.38
9358,79.49
9359,112.79
9360,33.07
9361,68.12
9362,84.4
9363,85.64
9364,81.23
9365,75.09
9366,49.67
9367,56.68
9368,61.95
9369,62.84
9370,90.84
9371,69.93
9372,80.43
9373,19.91
9374,33.04
9375,37.42
9376,105.03
9377,102.29
9378,65.66
9379,102.71
9380,76.75
9381,22.07
9382,34.89
9383,60.38
9384,59.68
9385,66.6
9386,79.92
9387,36.65
9388,29.54
9389,60.59
9390,68.56
9391,68.89
9392,65.21
9393,58.2
9394,34.38
9395,22.28
9396,69.58
9397,66.78
9398,66.1
9399,71.36
9400,57.35
9401,34.35
9402,21.39
9403,69.76
9404,33.69
9405,77.33
9406,72.58
9407,67.51
9408,32.97
9409,41.55
9410,29.97
9411,53.06
9412,62.58
9413,45.05
9414,59.23
9415,46.62
9416,52.31
9417,60.29
9418,62.91
9419,61.34
9420,64.14
9421,65.19
9422,31.42
9423,27.55
9424,55.6
9425,69.41
9426,73.07
9427,83.93
9428,55.2
9429,12.8
9430,29.1
9431,66.1
9432,67.67
9433,79.23
9434,59.25
9435,76.42
9436,10.01
9437,66.57
9438,55.71
9439,63.76
9440,63.52
9441,60.83
9442,59.05
9443,61.46
9444,58.74
9445,64.13
9446,64.95
9447,55.51
9448,57.66
9449,55.57
9450,115.46
9451,84.51
9452,71.19
