$1995-2016 ERA5 daily-mean N40.5-41.0 W122.5-122.0,,,,,
columns wind speed [1.2,6.1], wind direction phi [0-6.3],,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD
16710,18.5,2.4000000953674316,2.7100000381469727,0.05000000074505806,4.5
16711,20.899999618530273,-2.799999952316284,3.1600000858306885,0.20999999344348907,0.0
16712,21.899999618530273,2.299999952316284,1.0099999904632568,5.880000114440918,0.0
16713,16.600000381469727,-1.0,3.299999952316284,0.0,0.0
16714,17.5,-7.900000095367432,3.2100000381469727,0.47999998927116394,6.300000190734863
16715,17.0,-6.599999904632568,0.27000001072883606,2.7100000381469727,4.5
16716,16.799999237060547,-1.2999999523162842,0.9200000166893005,0.44999998807907104,2.299999952316284
16717,17.100000381469727,-1.5,0.09000000357627869,2.5799999237060547,2.4000000953674316
16718,16.799999237060547,-0.800000011920929,0.20999999344348907,5.179999828338623,3.799999952316284
16719,18.600000381469727,1.600000023841858,0.47999998927116394,2.680000066757202,0.0
16720,19.700000762939453,3.0999999046325684,2.109999895095825,3.190000057220459,2.5999999046325684
16721,12.399999618530273,3.9000000953674316,2.4700000286102295,6.110000133514404,4.599999904632568
16722,16.200000762939453,-4.699999809265137,3.9000000953674316,0.28999999165534973,0.0
16723,19.200000762939453,-4.400000095367432,2.299999952316284,0.4699999988079071,0.0
16724,19.600000381469727,-2.5,0.23999999463558197,1.4500000476837158,0.699999988079071
16725,18.600000381469727,6.199999809265137,1.340000033378601,3.0899999141693115,6.400000095367432
16726,17.5,1.399999976158142,1.0099999904632568,6.170000076293945,0.699999988079071
16727,19.299999237060547,2.5999999046325684,0.8799999952316284,0.3100000023841858,0.10000000149011612
16728,19.0,-6.5,2.819999933242798,0.38999998569488525,0.0
16729,17.700000762939453,-1.100000023841858,0.10999999940395355,0.30000001192092896,7.599999904632568
16730,17.200000762939453,1.2000000476837158,1.059999942779541,6.130000114440918,1.2999999523162842
16731,11.5,-6.199999809265137,3.700000047683716,0.10999999940395355,0.4000000059604645
16732,12.800000190734863,-9.699999809265137,2.069999933242798,0.5899999737739563,6.900000095367432
16733,12.300000190734863,-9.100000381469727,0.25,2.5299999713897705,2.5999999046325684
16734,12.600000381469727,-5.400000095367432,0.41999998688697815,2.5799999237060547,2.700000047683716
16735,15.0,0.4000000059604645,0.3700000047683716,3.1600000858306885,5.0
16736,16.299999237060547,4.5,1.9800000190734863,0.029999999329447746,3.5
16737,18.899999618530273,-1.5,1.8700000047683716,0.27000001072883606,9.800000190734863
16738,17.899999618530273,0.699999988079071,0.5299999713897705,0.3499999940395355,6.099999904632568
16739,17.200000762939453,2.0,0.4300000071525574,2.8299999237060547,4.5
16740,16.0,5.599999904632568,0.8700000047683716,2.869999885559082,9.899999618530273
16741,12.699999809265137,5.599999904632568,0.38999998569488525,1.8700000047683716,1.600000023841858
16742,12.300000190734863,-0.4000000059604645,0.550000011920929,0.8100000023841858,6.199999809265137
16743,11.800000190734863,-9.399999618530273,2.1600000858306885,0.3199999928474426,4.400000095367432
16744,12.100000381469727,-15.5,1.5700000524520874,0.3400000035762787,5.300000190734863
16745,12.0,-8.100000381469727,1.2100000381469727,3.069999933242798,9.600000381469727
16746,10.899999618530273,-0.800000011920929,0.23999999463558197,4.849999904632568,7.0
16747,13.300000190734863,0.699999988079071,0.12999999523162842,4.269999980926514,9.300000190734863
16748,14.600000381469727,5.099999904632568,0.800000011920929,2.950000047683716,4.900000095367432
16749,15.199999809265137,8.600000381469727,1.899999976158142,3.569999933242798,7.5
16750,11.5,3.4000000953674316,0.8600000143051147,5.480000019073486,8.199999809265137
16751,11.300000190734863,3.0999999046325684,0.3700000047683716,5.349999904632568,6.400000095367432
16752,14.199999809265137,4.800000190734863,1.0299999713897705,3.2799999713897705,8.399999618530273
16753,14.800000190734863,7.300000190734863,1.2000000476837158,0.23000000417232513,5.5
16754,17.200000762939453,6.5,0.9800000190734863,0.3400000035762787,0.0
16755,15.0,6.099999904632568,0.38999998569488525,2.680000066757202,6.5
16756,13.699999809265137,7.599999904632568,0.30000001192092896,1.5800000429153442,6.400000095367432
16757,12.5,6.900000095367432,0.28999999165534973,0.7900000214576721,6.800000190734863
16758,13.800000190734863,9.899999618530273,1.8799999952316284,3.240000009536743,7.900000095367432
16759,12.199999809265137,5.5,0.9100000262260437,0.3700000047683716,4.400000095367432
16760,11.100000381469727,3.200000047683716,0.9900000095367432,0.5099999904632568,9.300000190734863
16761,10.899999618530273,2.5,0.5899999737739563,2.4800000190734863,9.399999618530273
16762,10.0,5.800000190734863,0.8199999928474426,0.2800000011920929,8.199999809265137
16763,12.199999809265137,4.300000190734863,1.0299999713897705,0.3199999928474426,9.0
16764,12.600000381469727,4.5,0.3100000023841858,0.41999998688697815,7.300000190734863
16765,12.899999618530273,5.599999904632568,1.4199999570846558,2.990000009536743,6.599999904632568
16766,8.300000190734863,5.900000095367432,0.5699999928474426,5.010000228881836,3.9000000953674316
16767,7.699999809265137,0.10000000149011612,2.069999933242798,0.0,2.0
16768,10.699999809265137,4.5,0.49000000953674316,5.480000019073486,9.800000190734863
16769,11.0,6.300000190734863,0.12999999523162842,1.4900000095367432,6.0
16770,12.800000190734863,6.5,1.3700000047683716,3.3299999237060547,8.199999809265137
16771,11.600000381469727,8.899999618530273,1.2100000381469727,3.5399999618530273,8.600000381469727
16772,7.699999809265137,5.099999904632568,0.6000000238418579,4.900000095367432,5.5
16773,6.5,1.399999976158142,0.3499999940395355,2.0799999237060547,9.800000190734863
16774,7.800000190734863,7.0,2.25,3.3499999046325684,10.0
16775,10.600000381469727,9.800000190734863,1.690000057220459,3.369999885559082,9.899999618530273
16776,10.300000190734863,9.199999809265137,0.5400000214576721,4.179999828338623,9.699999809265137
16777,10.300000190734863,8.800000190734863,0.7400000095367432,5.550000190734863,7.5
16778,8.399999618530273,5.300000190734863,0.9700000286102295,0.07999999821186066,9.399999618530273
16779,9.699999809265137,6.099999904632568,0.2800000011920929,0.7799999713897705,5.400000095367432
16780,7.800000190734863,5.0,0.6399999856948853,3.0999999046325684,8.0
16781,10.199999809265137,8.899999618530273,4.860000133514404,2.9700000286102295,10.0
16782,11.300000190734863,10.100000381469727,7.460000038146973,3.0399999618530273,10.0
16783,8.0,6.199999809265137,3.930000066757202,3.1700000762939453,9.300000190734863
16784,6.199999809265137,5.099999904632568,1.0800000429153442,2.930000066757202,8.800000190734863
16785,7.900000095367432,6.800000190734863,3.8399999141693115,3.069999933242798,9.699999809265137
16786,4.599999904632568,1.899999976158142,1.2599999904632568,6.28000020980835,6.800000190734863
16787,4.900000095367432,-1.7999999523162842,2.259999990463257,0.36000001430511475,4.5
16788,6.300000190734863,1.2000000476837158,0.6100000143051147,1.0800000429153442,8.899999618530273
16789,3.799999952316284,-0.30000001192092896,0.550000011920929,0.25999999046325684,3.5999999046325684
16790,4.699999809265137,-0.0,1.6699999570846558,0.11999999731779099,1.7000000476837158
16791,3.9000000953674316,-2.0999999046325684,2.1500000953674316,0.38999998569488525,0.6000000238418579
16792,3.5,-0.699999988079071,1.0099999904632568,1.059999942779541,9.399999618530273
16793,2.200000047683716,-2.200000047683716,1.440000057220459,0.3700000047683716,2.5999999046325684
16794,3.200000047683716,-3.0999999046325684,1.7699999809265137,0.5799999833106995,0.20000000298023224
16795,3.5,-2.799999952316284,1.8700000047683716,0.4300000071525574,2.0
16796,4.5,-1.399999976158142,1.5399999618530273,0.30000001192092896,2.9000000953674316
16797,6.300000190734863,1.5,1.1699999570846558,0.5799999833106995,6.099999904632568
16798,5.0,3.4000000953674316,0.38999998569488525,6.159999847412109,8.600000381469727
16799,6.300000190734863,5.199999809265137,0.6100000143051147,2.9200000762939453,10.0
16800,8.600000381469727,8.0,1.309999942779541,3.509999990463257,10.0
16801,9.5,8.0,0.699999988079071,4.320000171661377,7.900000095367432
16802,7.800000190734863,1.399999976158142,2.490000009536743,0.03999999910593033,4.0
16803,9.199999809265137,2.200000047683716,2.490000009536743,0.1899999976158142,4.599999904632568
16804,10.600000381469727,7.0,0.9900000095367432,3.5299999713897705,6.400000095367432
16805,7.900000095367432,5.599999904632568,0.6899999976158142,4.019999980926514,7.300000190734863
16806,8.0,5.099999904632568,0.30000001192092896,2.9600000381469727,9.899999618530273
16807,7.400000095367432,5.199999809265137,0.5600000023841858,0.2199999988079071,9.899999618530273
16808,7.300000190734863,4.599999904632568,0.6000000238418579,0.5699999928474426,9.800000190734863
16809,8.0,4.900000095367432,0.5,0.5099999904632568,9.699999809265137
16810,8.199999809265137,5.099999904632568,0.12999999523162842,6.199999809265137,9.899999618530273
16811,6.599999904632568,4.699999809265137,1.659999966621399,0.07000000029802322,3.9000000953674316
16812,9.699999809265137,0.30000001192092896,2.890000104904175,0.3100000023841858,6.5
16813,8.800000190734863,2.4000000953674316,1.5,0.46000000834465027,0.6000000238418579
16814,7.699999809265137,2.9000000953674316,0.6800000071525574,0.17000000178813934,2.799999952316284
16815,6.400000095367432,1.899999976158142,0.4300000071525574,0.6899999976158142,4.900000095367432
16816,8.300000190734863,5.599999904632568,2.359999895095825,3.180000066757202,9.899999618530273
16817,8.699999809265137,7.699999809265137,3.1500000953674316,3.140000104904175,10.0
16818,5.800000190734863,2.0,1.6200000047683716,5.210000038146973,3.0
16819,4.599999904632568,-0.699999988079071,0.6100000143051147,2.130000114440918,10.0
16820,3.5,1.899999976158142,1.6399999856948853,3.640000104904175,7.800000190734863
16821,5.800000190734863,3.299999952316284,2.759999990463257,3.380000114440918,8.399999618530273
16822,4.099999904632568,2.5,2.5,3.4200000762939453,8.300000190734863
16823,2.200000047683716,-0.30000001192092896,0.6100000143051147,5.730000019073486,5.400000095367432
16824,3.0,-2.700000047683716,1.0199999809265137,3.2899999618530273,7.900000095367432
16825,4.699999809265137,3.700000047683716,3.859999895095825,3.369999885559082,9.699999809265137
16826,3.0999999046325684,1.2999999523162842,1.159999966621399,4.0,5.199999809265137
16827,2.4000000953674316,-2.299999952316284,0.07000000029802322,2.430000066757202,8.399999618530273
16828,3.0,2.0,1.7000000476837158,3.3299999237060547,10.0
16829,3.200000047683716,1.2999999523162842,1.7100000381469727,3.950000047683716,8.0
16830,3.5,1.600000023841858,0.8999999761581421,3.3499999046325684,9.0
16831,4.699999809265137,3.0999999046325684,0.6700000166893005,0.019999999552965164,10.0
16832,6.699999809265137,4.300000190734863,1.1699999570846558,0.1599999964237213,9.399999618530273
16833,6.599999904632568,2.799999952316284,1.5299999713897705,0.3400000035762787,1.2000000476837158
16834,7.5,3.9000000953674316,0.4300000071525574,0.8299999833106995,7.400000095367432
16835,6.800000190734863,4.300000190734863,0.9700000286102295,0.550000011920929,10.0
16836,8.0,6.900000095367432,0.6499999761581421,0.7300000190734863,10.0
16837,10.399999618530273,9.300000190734863,2.7200000286102295,3.119999885559082,9.100000381469727
16838,10.800000190734863,8.199999809265137,1.9600000381469727,3.4000000953674316,9.0
16839,10.600000381469727,7.0,0.4000000059604645,2.799999952316284,7.900000095367432
16840,11.300000190734863,7.099999904632568,0.5299999713897705,2.0299999713897705,7.099999904632568
16841,11.800000190734863,7.599999904632568,0.6100000143051147,0.3400000035762787,10.0
16842,12.800000190734863,6.300000190734863,1.8799999952316284,0.38999998569488525,9.899999618530273
16843,11.600000381469727,4.199999809265137,1.7899999618530273,0.4000000059604645,0.6000000238418579
16844,12.800000190734863,3.200000047683716,2.6500000953674316,0.3499999940395355,0.0
16845,12.5,1.600000023841858,2.549999952316284,0.4300000071525574,0.0
16846,12.0,3.0999999046325684,1.340000033378601,0.20999999344348907,0.0
16847,11.399999618530273,3.5999999046325684,1.2000000476837158,0.25,0.0
16848,12.699999809265137,8.399999618530273,1.159999966621399,2.9000000953674316,9.800000190734863
16849,12.0,10.600000381469727,3.049999952316284,3.109999895095825,9.5
16850,11.300000190734863,9.399999618530273,3.950000047683716,3.130000114440918,9.300000190734863
